Cavity,Gradient,JT Valve Position,Start,End,Reference Heat Load (Des),Reference Heat Load (Act),MySampler Time Interval
8,4.0,17.9,07/31/20 11:05:10,07/31/20 12:14:21,0.0,0.0,1
