Date,CPID:CM02:3001:JT:CV_VALUE,CLL:CM02:2301:DS:LVL,CLL:CM02:2601:US:LVL,ACCL:L1B:0220:GACT,CPT:CM02:2302:DS:PRESS,Electric Heat Load Setpoint,Electric Heat Load Readback
2019-08-15-18:12:45,40.8,95.1063,75.0434,14.514,32.4018,32.0,31.29444
2019-08-15-18:12:46,40.8,95.1063,74.7544,14.5439,32.4018,32.0,31.29444
2019-08-15-18:12:47,40.8,94.9969,75.0632,14.5439,32.4018,32.0,31.29444
2019-08-15-18:12:48,40.8,95.136,74.7394,14.5752,32.4018,32.0,31.29444
2019-08-15-18:12:49,40.8,94.9893,74.7394,14.5645,32.4018,32.0,31.29444
2019-08-15-18:12:50,40.8,94.9893,75.0779,14.5645,32.4018,32.0,31.29444
2019-08-15-18:12:51,40.8,94.9893,75.0779,14.5954,32.4018,32.0,31.29444
2019-08-15-18:12:52,40.8,94.9893,74.8928,14.5954,32.4018,32.0,31.29444
2019-08-15-18:12:53,40.8,95.0937,74.8928,14.5954,32.4018,32.0,31.29444
2019-08-15-18:12:54,40.8,94.8783,74.8928,14.5954,32.4018,32.0,31.29444
2019-08-15-18:12:55,40.8,95.0186,74.8928,14.5954,32.4018,32.0,31.29444
2019-08-15-18:12:56,40.8,95.1285,74.8928,14.5954,32.4018,32.0,31.29444
2019-08-15-18:12:57,40.8,95.1285,75.0785,14.5954,32.4018,32.0,31.29444
2019-08-15-18:12:58,40.8,95.1285,74.7522,14.5954,32.4018,32.0,31.29444
2019-08-15-18:12:59,40.8,95.0039,74.9762,14.5954,32.4018,32.0,31.29444
2019-08-15-18:13:00,40.8,95.1888,74.7741,14.5954,32.4018,32.0,31.29444
2019-08-15-18:13:01,40.8,94.988,74.7741,14.5954,32.4018,32.0,31.29444
2019-08-15-18:13:02,40.8,95.2142,74.9092,14.5954,32.4018,32.0,31.29444
2019-08-15-18:13:03,40.8,95.2142,74.7412,14.5954,32.4018,32.0,31.29444
2019-08-15-18:13:04,40.8,95.0249,74.7412,14.606,32.4018,32.0,31.29444
2019-08-15-18:13:05,40.8,95.1944,74.7412,14.606,32.4018,32.0,31.29444
2019-08-15-18:13:06,40.8,95.0163,74.9543,14.606,32.4018,32.0,31.29444
2019-08-15-18:13:07,40.8,95.0163,74.9543,14.606,32.4018,32.0,31.29444
2019-08-15-18:13:08,40.8,95.2332,74.7507,14.606,32.4018,32.0,31.29444
2019-08-15-18:13:09,40.8,95.0031,74.7507,14.606,32.4018,32.0,31.29444
2019-08-15-18:13:10,40.8,95.2492,74.7507,14.606,32.4018,32.0,31.29444
2019-08-15-18:13:11,40.8,94.9909,74.7507,14.606,32.4018,32.0,31.29444
2019-08-15-18:13:12,40.8,94.9909,74.851,14.606,32.4018,32.0,31.29444
2019-08-15-18:13:13,40.8,94.9909,74.749,14.606,32.4018,32.0,31.29444
2019-08-15-18:13:14,40.8,94.9909,74.749,14.606,32.4018,32.0,31.29444
2019-08-15-18:13:15,40.8,95.4239,74.9017,14.606,32.4018,32.0,31.29444
2019-08-15-18:13:16,40.8,95.0429,74.7655,14.606,32.4018,32.0,31.29444
2019-08-15-18:13:17,40.8,95.0429,74.8736,14.5918,32.4018,32.0,31.29444
2019-08-15-18:13:18,40.8,95.192,74.8736,14.5918,32.4018,32.0,31.29444
2019-08-15-18:13:19,40.8,95.192,74.8736,14.5918,32.4018,32.0,31.29444
2019-08-15-18:13:20,40.8,95.192,74.8736,14.5918,32.4018,32.0,31.29444
2019-08-15-18:13:21,40.8,95.192,74.8736,14.5918,32.4018,32.0,31.29444
2019-08-15-18:13:22,40.8,95.192,74.7723,14.5918,32.4018,32.0,31.29444
2019-08-15-18:13:23,40.8,95.0215,74.7723,14.5918,32.4018,32.0,31.29444
2019-08-15-18:13:24,40.8,95.0215,74.7723,14.5918,32.4018,32.0,31.29444
2019-08-15-18:13:25,40.8,95.1283,74.873,14.5918,32.4018,32.0,31.29444
2019-08-15-18:13:26,40.8,95.1283,74.7602,14.5918,32.4018,32.0,31.29444
2019-08-15-18:13:27,40.8,95.1283,74.7602,14.5918,32.4018,32.0,31.29444
2019-08-15-18:13:28,40.8,95.1283,74.7602,14.5918,32.4018,32.0,31.29444
2019-08-15-18:13:29,40.8,94.9766,74.7602,14.5918,32.4018,32.0,31.29444
2019-08-15-18:13:30,40.8,95.1008,74.9001,14.5918,32.4018,32.0,31.29444
2019-08-15-18:13:31,40.8,94.9621,74.9001,14.6084,32.4018,32.0,31.29444
2019-08-15-18:13:32,40.8,95.0687,74.9001,14.6084,32.4018,32.0,31.29444
2019-08-15-18:13:33,40.8,95.0687,74.9001,14.6084,32.4018,32.0,31.29444
2019-08-15-18:13:34,40.8,95.0687,74.7373,14.6084,32.4018,32.0,31.29444
2019-08-15-18:13:35,40.8,95.0687,74.7373,14.6084,32.4018,32.0,31.29444
