Date,CPID:CM02:3001:JT:CV_VALUE,CLL:CM02:2301:DS:LVL,CLL:CM02:2601:US:LVL,ACCL:L1B:0210:GACT,CPT:CM02:2302:DS:PRESS,Electric Heat Load Setpoint,Electric Heat Load Readback
2019-07-17-18:36:05,47,95.4288,75.0765,12.9516,32.6804,48.0,48.94445
2019-07-17-18:36:06,47,95.5887,75.0765,12.9871,32.6804,48.0,48.94445
2019-07-17-18:36:07,47,95.4259,75.0765,12.9871,32.6804,48.0,48.94445
2019-07-17-18:36:08,47,95.4259,75.0765,12.9871,32.6804,48.0,48.94445
2019-07-17-18:36:09,47,95.4259,75.2203,12.9871,32.6804,48.0,48.94445
2019-07-17-18:36:10,47,95.4259,75.0225,12.9871,32.6804,48.0,48.94445
2019-07-17-18:36:11,47,95.6341,75.2149,12.9986,32.6804,48.0,48.94445
2019-07-17-18:36:12,47,95.3452,75.0302,12.9986,32.6804,48.0,48.94445
2019-07-17-18:36:13,47,95.3452,75.0302,12.9986,32.6804,48.0,48.94445
2019-07-17-18:36:14,47,95.5858,75.1637,12.9986,32.6804,48.0,48.94445
2019-07-17-18:36:15,47,95.3881,75.1637,12.9986,32.6804,48.0,48.94445
2019-07-17-18:36:16,47,95.5972,75.5369,12.9986,32.6804,48.0,48.94445
2019-07-17-18:36:17,47,95.1801,75.0872,12.9986,32.6804,48.0,48.94445
2019-07-17-18:36:18,47,95.6123,75.0872,12.9986,32.6804,48.0,48.94445
2019-07-17-18:36:19,47,95.3915,75.0872,12.9986,32.6804,48.0,48.94445
2019-07-17-18:36:20,47,95.3915,75.0872,13.0101,32.6804,48.0,48.94445
2019-07-17-18:36:21,47,95.3915,74.8654,13.0101,32.6804,48.0,48.94445
2019-07-17-18:36:22,47,95.3915,75.2257,13.0101,32.6804,48.0,48.94445
2019-07-17-18:36:23,47,95.1942,75.2257,13.0101,32.6804,48.0,48.94445
2019-07-17-18:36:24,47,95.7092,75.1221,13.0101,32.6804,48.0,48.94445
2019-07-17-18:36:25,47,95.1384,74.9897,13.0101,32.6804,48.0,48.94445
2019-07-17-18:36:26,47,95.6088,75.102,13.0101,32.6804,48.0,48.94445
2019-07-17-18:36:27,47,95.3863,75.102,12.9997,32.6804,48.0,48.94445
2019-07-17-18:36:28,47,95.3863,75.3312,12.9997,32.6804,48.0,48.94445
2019-07-17-18:36:29,47,95.3863,74.9019,12.9878,32.6804,48.0,48.94445
2019-07-17-18:36:30,47,95.3863,74.9019,12.9878,32.6804,48.0,48.94445
2019-07-17-18:36:31,47,95.5471,75.1141,12.9878,32.6804,48.0,48.94445
2019-07-17-18:36:32,47,95.4248,75.1141,12.9878,32.6804,48.0,48.94445
2019-07-17-18:36:33,47,95.4248,75.1141,12.9878,32.6804,48.0,48.94445
2019-07-17-18:36:34,47,95.2433,74.8354,12.9878,32.6804,48.0,48.94445
2019-07-17-18:36:35,47,95.421,75.1015,12.9878,32.731,48.0,48.94445
2019-07-17-18:36:36,47,95.421,75.1015,12.9878,32.731,48.0,48.94445
2019-07-17-18:36:37,47,95.421,75.1015,12.9878,32.731,48.0,48.94445
2019-07-17-18:36:38,47,95.421,75.1015,12.9878,32.731,48.0,48.94445
2019-07-17-18:36:39,47,95.421,75.1015,12.9992,32.731,48.0,48.94445
2019-07-17-18:36:40,47,95.3089,75.2049,12.9992,32.731,48.0,48.94445
2019-07-17-18:36:41,47,95.5386,75.2049,12.9992,32.731,48.0,48.94445
2019-07-17-18:36:42,47,95.0937,75.0314,12.9886,32.731,48.0,48.94445
2019-07-17-18:36:43,47,95.405,75.0314,12.9886,32.731,48.0,48.94445
2019-07-17-18:36:44,47,95.405,75.0314,12.9886,32.731,48.0,48.94445
2019-07-17-18:36:45,47,95.405,75.2455,12.9886,32.731,48.0,48.94445
2019-07-17-18:36:46,47,95.405,74.8917,12.9886,32.731,48.0,48.94445
2019-07-17-18:36:47,47,95.6183,75.0498,13.0001,32.731,48.0,48.94445
2019-07-17-18:36:48,47,95.3877,75.0498,13.0001,32.731,48.0,48.94445
2019-07-17-18:36:49,47,95.5578,75.0498,13.0001,32.731,48.0,48.94445
2019-07-17-18:36:50,47,95.4072,75.0498,13.0001,32.731,48.0,48.94445
2019-07-17-18:36:51,47,95.4072,75.0498,13.0001,32.731,48.0,48.94445
2019-07-17-18:36:52,47,95.6397,75.0498,12.9897,32.731,48.0,48.94445
2019-07-17-18:36:53,47,95.1585,75.1891,12.9897,32.731,48.0,48.94445
2019-07-17-18:36:54,47,95.3949,75.1891,12.9897,32.731,48.0,48.94445
2019-07-17-18:36:55,47,95.3949,75.0144,13.0023,32.731,48.0,48.94445
2019-07-17-18:36:56,47,95.5886,75.1841,13.0023,32.731,48.0,48.94445
2019-07-17-18:36:57,47,95.2961,75.0837,13.0023,32.731,48.0,48.94445
2019-07-17-18:36:58,47,95.5389,75.0837,13.0023,32.731,48.0,48.94445
2019-07-17-18:36:59,47,95.116,74.8681,13.0023,32.731,48.0,48.94445
2019-07-17-18:37:00,47,95.5623,75.1385,12.9916,32.731,48.0,48.94445
2019-07-17-18:37:01,47,95.1717,74.884,12.9916,32.731,48.0,48.94445
2019-07-17-18:37:02,47,95.4324,75.0653,12.9916,32.731,48.0,48.94445
2019-07-17-18:37:03,47,95.4324,74.9451,13.0054,32.731,48.0,48.94445
2019-07-17-18:37:04,47,95.5584,74.9451,13.0054,32.731,48.0,48.94445
2019-07-17-18:37:05,47,95.5584,74.9451,13.0054,32.731,48.0,48.94445
2019-07-17-18:37:06,47,95.4061,75.0945,13.0054,32.731,48.0,48.94445
2019-07-17-18:37:07,47,95.4061,74.9858,13.0043,32.731,48.0,48.94445
2019-07-17-18:37:08,47,95.5827,74.9858,13.0043,32.731,48.0,48.94445
