Date,CPID:CM02:3001:JT:CV_VALUE,CLL:CM02:2301:DS:LVL,CLL:CM02:2601:US:LVL,ACCL:L1B:0220:GACT,CPT:CM02:2302:DS:PRESS,Electric Heat Load Setpoint,Electric Heat Load Readback
2019-08-08-17:31:52,41,95.3147,74.8416,14.4399,32.3225,32.0,30.94767
2019-08-08-17:31:53,41,95.1764,74.8416,14.4399,32.3225,32.0,30.94767
2019-08-08-17:31:54,41,95.1764,74.9598,14.4606,32.3225,32.0,30.94767
2019-08-08-17:31:55,41,95.1764,74.7614,14.4606,32.3225,32.0,30.94767
2019-08-08-17:31:56,41,95.5014,75.0326,14.488,32.3225,32.0,30.94767
2019-08-08-17:31:57,41,94.9899,74.748,14.488,32.3225,32.0,30.94767
2019-08-08-17:31:58,41,95.5895,74.748,14.488,32.3225,32.0,30.94767
2019-08-08-17:31:59,41,94.9845,74.748,14.499,32.3225,32.0,30.94767
2019-08-08-17:32:00,41,95.2343,74.748,14.499,32.3225,32.0,30.94767
2019-08-08-17:32:01,41,94.9289,75.0972,14.499,32.3225,32.0,30.94767
2019-08-08-17:32:02,41,95.2924,74.7828,14.499,32.3225,32.0,30.94767
2019-08-08-17:32:03,41,95.0756,74.7828,14.4878,32.3225,32.0,30.94767
2019-08-08-17:32:04,41,95.0756,74.7828,14.4878,32.3225,32.0,30.94767
2019-08-08-17:32:05,41,95.0756,74.7828,14.4878,32.3225,32.0,30.94767
2019-08-08-17:32:06,41,95.0756,75.0451,14.4982,32.3225,32.0,30.94767
2019-08-08-17:32:07,41,95.2163,74.8538,14.5094,32.3225,32.0,30.94767
2019-08-08-17:32:08,41,95.2163,74.8538,14.5094,32.3225,32.0,30.94767
2019-08-08-17:32:09,41,95.0414,74.8538,14.5094,32.3225,32.0,30.94767
2019-08-08-17:32:10,41,95.2771,74.8538,14.5094,32.3225,32.0,30.94767
2019-08-08-17:32:11,41,94.9932,75.0406,14.5094,32.3225,32.0,30.94767
2019-08-08-17:32:12,41,95.2048,74.7449,14.5094,32.3225,32.0,30.94767
2019-08-08-17:32:13,41,94.9673,74.8557,14.5094,32.3225,32.0,30.94767
2019-08-08-17:32:14,41,94.9673,74.8557,14.4878,32.3225,32.0,30.94767
2019-08-08-17:32:15,41,95.1453,74.8557,14.4878,32.3225,32.0,30.94767
2019-08-08-17:32:16,41,95.1453,74.8557,14.4878,32.3225,32.0,30.94767
2019-08-08-17:32:17,41,95.1453,74.7212,14.4878,32.3225,32.0,30.94767
2019-08-08-17:32:18,41,95.1453,74.7212,14.4878,32.3225,32.0,30.94767
2019-08-08-17:32:19,41,94.9747,74.8298,14.4878,32.3225,32.0,30.94767
2019-08-08-17:32:20,41,94.9747,74.8298,14.4878,32.3225,32.0,30.94767
2019-08-08-17:32:21,41,94.9747,74.8298,14.4878,32.3225,32.0,30.94767
2019-08-08-17:32:22,41,95.3951,74.8298,14.4778,32.3225,32.0,30.94767
2019-08-08-17:32:23,41,95.0689,74.8298,14.4778,32.3225,32.0,30.94767
2019-08-08-17:32:24,41,95.0689,74.8298,14.4778,32.3225,32.0,30.94767
2019-08-08-17:32:25,41,95.0689,74.8298,14.4778,32.3225,32.0,30.94767
2019-08-08-17:32:26,41,95.0689,74.8298,14.4901,32.3225,32.0,30.94767
2019-08-08-17:32:27,41,95.0689,74.8298,14.4901,32.3225,32.0,30.94767
2019-08-08-17:32:28,41,95.0689,74.8298,14.4901,32.3225,32.0,30.94767
2019-08-08-17:32:29,41,95.0689,74.8298,14.4901,32.3225,32.0,30.94767
2019-08-08-17:32:30,41,95.0689,74.8298,14.4901,32.3225,32.0,30.94767
2019-08-08-17:32:31,41,95.0689,74.8298,14.4901,32.3225,32.0,30.94767
2019-08-08-17:32:32,41,95.2781,74.8298,14.4791,32.3225,32.0,30.94767
2019-08-08-17:32:33,41,94.9904,74.8298,14.4944,32.3225,32.0,30.94767
2019-08-08-17:32:34,41,95.2495,74.8298,14.4944,32.3225,32.0,30.94767
2019-08-08-17:32:35,41,95.094,74.8298,14.4944,32.3225,32.0,30.94767
2019-08-08-17:32:36,41,95.094,74.8298,14.4944,32.3225,32.0,30.94767
2019-08-08-17:32:37,41,95.2243,74.8298,14.4944,32.3225,32.0,30.94767
2019-08-08-17:32:38,41,95.0064,74.8298,14.4944,32.3225,32.0,30.94767
2019-08-08-17:32:39,41,95.184,74.8298,14.4836,32.3225,32.0,30.94767
2019-08-08-17:32:40,41,95.0341,74.8298,14.4836,32.3225,32.0,30.94767
2019-08-08-17:32:41,41,95.1956,74.8298,14.4836,32.373,32.0,30.94767
2019-08-08-17:32:42,41,95.1956,74.7179,14.4836,32.373,32.0,30.94767
2019-08-08-17:32:43,41,95.0901,75.0752,14.4836,32.373,32.0,30.94767
2019-08-08-17:32:44,41,95.0901,74.7431,14.4836,32.373,32.0,30.94767
2019-08-08-17:32:45,41,95.2745,74.7431,14.4836,32.373,32.0,30.94767
2019-08-08-17:32:46,41,95.1385,74.7431,14.4836,32.373,32.0,30.94767
2019-08-08-17:32:47,41,95.0384,74.7431,14.4836,32.373,32.0,30.94767
2019-08-08-17:32:48,41,95.1515,74.92,14.496,32.373,32.0,30.94767
2019-08-08-17:32:49,41,95.1515,74.7433,14.496,32.373,32.0,30.94767
2019-08-08-17:32:50,41,95.1515,74.7433,14.496,32.373,32.0,30.94767
2019-08-08-17:32:51,41,95.1515,74.7433,14.4819,32.373,32.0,30.94767
2019-08-08-17:32:52,41,95.1515,74.7433,14.4923,32.373,32.0,30.94767
2019-08-08-17:32:53,41,95.1515,74.884,14.4942,32.373,32.0,30.94767
2019-08-08-17:32:54,41,95.049,74.6453,14.4942,32.373,32.0,30.94767
2019-08-08-17:32:55,41,95.2749,74.9105,14.4942,32.373,32.0,30.94767
2019-08-08-17:32:56,41,94.9646,74.9105,14.4942,32.373,32.0,30.94767
2019-08-08-17:32:57,41,95.1295,74.751,14.4942,32.373,32.0,30.94767
2019-08-08-17:32:58,41,94.8753,74.8846,14.4942,32.373,32.0,30.94767
2019-08-08-17:32:59,41,95.0836,74.8846,14.4942,32.373,32.0,30.94767
2019-08-08-17:33:00,41,94.9576,74.8846,14.4942,32.373,32.0,30.94767
2019-08-08-17:33:01,41,95.2737,74.6735,14.4942,32.373,32.0,30.94767
2019-08-08-17:33:02,41,95.2737,74.6735,14.4942,32.373,32.0,30.94767
2019-08-08-17:33:03,41,95.0719,74.8365,14.4942,32.373,32.0,30.94767
2019-08-08-17:33:04,41,94.891,74.8365,14.4942,32.373,32.0,30.94767
