Date,CPID:CM03:3001:JT:CV_VALUE,CLL:CM03:2301:DS:LVL,CLL:CM03:2601:US:LVL,CPT:CM03:2302:DS:PRESS,Electric Heat Load Setpoint,Electric Heat Load Readback,Effective Gradient
2020-07-28-09:53:23,20.2019,93.9919,75.6782,118.75,8.0,8.0,7.87504806945e-05
2020-07-28-09:53:24,20.2019,93.9919,75.6782,118.75,8.0,8.0,7.87504806945e-05
2020-07-28-09:53:25,20.2019,94.1303,75.6782,118.75,8.0,8.0,7.87504806945e-05
2020-07-28-09:53:26,20.2019,93.9295,75.8014,118.75,8.0,8.0,7.87504806945e-05
2020-07-28-09:53:27,20.2019,94.1367,75.6973,118.75,8.0,8.0,7.87504806945e-05
2020-07-28-09:53:28,20.2019,94.1367,75.6973,118.75,8.0,8.0,7.87504806945e-05
2020-07-28-09:53:29,20.2019,94.1367,75.6973,118.75,8.0,8.0,7.87504806945e-05
2020-07-28-09:53:30,20.2019,93.8521,75.6973,118.75,8.0,8.0,7.87504806945e-05
2020-07-28-09:53:31,20.2019,93.8521,75.6973,118.75,8.0,8.0,7.87504806945e-05
2020-07-28-09:53:32,20.2019,94.0632,75.6973,118.75,8.0,8.0,7.87504806945e-05
2020-07-28-09:53:33,20.2019,94.1829,75.6973,118.75,8.0,8.0,7.87504806945e-05
2020-07-28-09:53:34,20.2019,93.8594,75.6973,118.75,8.0,8.0,7.87504806945e-05
2020-07-28-09:53:35,20.2019,93.8594,75.6973,118.75,8.0,8.0,7.87504806945e-05
2020-07-28-09:53:36,20.2019,93.8594,75.6973,118.75,8.0,8.0,7.87504806945e-05
2020-07-28-09:53:37,20.2019,94.1034,75.6973,118.75,8.0,8.0,7.87504806945e-05
2020-07-28-09:53:38,20.2019,94.1034,75.6973,118.75,8.0,8.0,7.87504806945e-05
2020-07-28-09:53:39,20.2019,93.8627,75.8049,118.75,8.0,8.0,7.87504806945e-05
2020-07-28-09:53:40,20.2019,93.8627,75.6885,118.75,8.0,8.0,7.87504806945e-05
2020-07-28-09:53:41,20.2019,93.8627,75.6885,118.75,8.0,8.0,7.87504806945e-05
2020-07-28-09:53:42,20.2019,93.8627,75.6885,118.75,8.0,8.0,7.87504806945e-05
2020-07-28-09:53:43,20.2019,94.0299,75.6885,118.75,8.0,8.0,7.87504806945e-05
2020-07-28-09:53:44,20.2019,93.7971,75.6885,118.75,8.0,8.0,7.87504806945e-05
2020-07-28-09:53:45,20.2019,93.7971,75.6885,118.75,8.0,8.0,7.87504806945e-05
2020-07-28-09:53:46,20.2019,94.0082,75.6885,118.75,8.0,8.0,7.87504806945e-05
2020-07-28-09:53:47,20.2019,94.0082,75.6885,118.75,8.0,8.0,7.87504806945e-05
2020-07-28-09:53:48,20.2019,94.0082,75.9139,118.75,8.0,8.0,7.87504806945e-05
2020-07-28-09:53:49,20.2019,93.8711,75.6989,118.75,8.0,8.0,7.87504806945e-05
2020-07-28-09:53:50,20.2019,94.0297,75.6989,118.75,8.0,8.0,7.87504806945e-05
2020-07-28-09:53:51,20.2019,94.0297,75.858,118.75,8.0,8.0,7.87504806945e-05
2020-07-28-09:53:52,20.2019,94.0297,75.6864,118.75,8.0,8.0,7.87504806945e-05
2020-07-28-09:53:53,20.2019,94.0297,75.8616,118.75,8.0,8.0,7.87504806945e-05
2020-07-28-09:53:54,20.2019,94.0297,75.7169,118.75,8.0,8.0,7.87504806945e-05
2020-07-28-09:53:55,20.2019,94.0297,76.0014,118.75,8.0,8.0,7.87504806945e-05
2020-07-28-09:53:56,20.2019,94.0297,75.4402,118.75,8.0,8.0,7.87504806945e-05
2020-07-28-09:53:57,20.2019,94.0297,75.7015,118.75,8.0,8.0,7.87504806945e-05
2020-07-28-09:53:58,20.2019,93.8512,76.1768,118.75,8.0,8.0,7.87504806945e-05
2020-07-28-09:53:59,20.2019,93.8512,75.6817,118.75,8.0,8.0,7.87504806945e-05
2020-07-28-09:54:00,20.2019,94.0888,75.9228,118.75,8.0,8.0,7.87504806945e-05
2020-07-28-09:54:01,20.2019,94.0888,75.7097,118.75,8.0,8.0,7.87504806945e-05
2020-07-28-09:54:02,20.2019,93.8893,75.7097,118.75,8.0,8.0,7.87504806945e-05
2020-07-28-09:54:03,20.2019,93.8893,75.8536,118.75,8.0,8.0,7.87504806945e-05
2020-07-28-09:54:04,20.2019,94.079,75.8536,118.75,8.0,8.0,7.87504806945e-05
2020-07-28-09:54:05,20.2019,93.9385,75.8536,118.75,8.0,8.0,7.87504806945e-05
2020-07-28-09:54:06,20.2019,94.0937,75.6678,118.75,8.0,8.0,7.87504806945e-05
2020-07-28-09:54:07,20.2019,93.9089,75.6678,118.75,8.0,8.0,7.87504806945e-05
2020-07-28-09:54:08,20.2019,94.0291,75.6678,118.75,8.0,8.0,7.87504806945e-05
2020-07-28-09:54:09,20.2019,94.1715,75.6678,118.75,8.0,8.0,7.87504806945e-05
2020-07-28-09:54:10,20.2019,94.0595,75.8784,118.75,8.0,8.0,7.87504806945e-05
2020-07-28-09:54:11,20.2019,94.0595,75.7755,118.75,8.0,8.0,7.87504806945e-05
2020-07-28-09:54:12,20.2019,94.0595,75.7755,118.75,8.0,8.0,7.87504806945e-05
2020-07-28-09:54:13,20.2019,93.8262,75.7755,118.75,8.0,8.0,7.87504806945e-05
2020-07-28-09:54:14,20.2019,94.1931,75.7755,118.75,8.0,8.0,7.87504806945e-05
2020-07-28-09:54:15,20.2019,93.8146,75.7755,118.75,8.0,8.0,7.87504806945e-05
2020-07-28-09:54:16,20.2019,94.0683,75.9891,118.75,8.0,8.0,7.87504806945e-05
2020-07-28-09:54:17,20.2019,94.0683,75.8075,118.75,8.0,8.0,7.87504806945e-05
2020-07-28-09:54:18,20.2019,94.0683,75.8075,118.75,8.0,8.0,7.87504806945e-05
2020-07-28-09:54:19,20.2019,94.184,75.8075,118.75,8.0,8.0,7.87504806945e-05
2020-07-28-09:54:20,20.2019,94.184,75.8075,118.75,8.0,8.0,7.87504806945e-05
2020-07-28-09:54:21,20.2019,94.184,75.6985,118.75,8.0,8.0,7.87504806945e-05
2020-07-28-09:54:22,20.2019,93.8388,75.6985,118.75,8.0,8.0,7.87504806945e-05
2020-07-28-09:54:23,20.2019,94.0023,75.6985,118.75,8.0,8.0,7.87504806945e-05
2020-07-28-09:54:24,20.2019,94.0023,75.6985,118.75,8.0,8.0,7.87504806945e-05
2020-07-28-09:54:25,20.2019,93.8858,76.0409,118.75,8.0,8.0,7.87504806945e-05
2020-07-28-09:54:26,20.2019,93.8858,75.6943,118.75,8.0,8.0,7.87504806945e-05
2020-07-28-09:54:27,20.2019,94.0884,75.6943,118.75,8.0,8.0,7.87504806945e-05
2020-07-28-09:54:28,20.2019,94.0884,75.6943,118.75,8.0,8.0,7.87504806945e-05
2020-07-28-09:54:29,20.2019,93.9528,75.6943,118.75,8.0,8.0,7.87504806945e-05
2020-07-28-09:54:30,20.2019,93.9528,75.8066,118.75,8.0,8.0,7.87504806945e-05
2020-07-28-09:54:31,20.2019,94.2,75.8066,118.75,8.0,8.0,7.87504806945e-05
2020-07-28-09:54:32,20.2019,94.2,75.6863,118.75,8.0,8.0,7.87504806945e-05
2020-07-28-09:54:33,20.2019,94.2,75.6863,118.75,8.0,8.0,7.87504806945e-05
2020-07-28-09:54:34,20.2019,94.2,75.6863,118.75,8.0,8.0,7.87504806945e-05
2020-07-28-09:54:35,20.2019,94.0906,75.6863,118.75,8.0,8.0,7.87504806945e-05
2020-07-28-09:54:36,20.2019,94.0906,75.6863,118.75,8.0,8.0,7.87504806945e-05
2020-07-28-09:54:37,20.2019,93.8728,75.6863,118.75,8.0,8.0,7.87504806945e-05
2020-07-28-09:54:38,20.2019,93.8728,75.6863,118.75,8.0,8.0,7.87504806945e-05
2020-07-28-09:54:39,20.2019,93.9824,75.6863,118.75,8.0,8.0,7.87504806945e-05
2020-07-28-09:54:40,20.2019,93.9824,75.9992,118.75,8.0,8.0,7.87504806945e-05
2020-07-28-09:54:41,20.2019,93.9824,75.8854,118.75,8.0,8.0,7.87504806945e-05
2020-07-28-09:54:42,20.2019,94.1523,75.4153,118.75,8.0,8.0,7.87504806945e-05
2020-07-28-09:54:43,20.2019,94.1523,75.5622,118.75,8.0,8.0,7.87504806945e-05
2020-07-28-09:54:44,20.2019,94.1523,75.6895,118.75,8.0,8.0,7.87504806945e-05
2020-07-28-09:54:45,20.2019,93.9242,75.6895,118.75,8.0,8.0,7.87504806945e-05
2020-07-28-09:54:46,20.2019,93.9242,75.5846,118.75,8.0,8.0,7.87504806945e-05
2020-07-28-09:54:47,20.2019,93.9242,75.5846,118.75,8.0,8.0,7.87504806945e-05
2020-07-28-09:54:48,20.2019,93.9242,75.7018,118.75,8.0,8.0,7.87504806945e-05
2020-07-28-09:54:49,20.2019,93.9242,75.7018,118.75,8.0,8.0,7.87504806945e-05
2020-07-28-09:54:50,20.2019,93.9242,75.7018,118.75,8.0,8.0,7.87504806945e-05
2020-07-28-09:54:51,20.2019,94.1272,75.7018,118.75,8.0,8.0,7.87504806945e-05
2020-07-28-09:54:52,20.2019,94.1272,75.7018,118.75,8.0,8.0,7.87504806945e-05
2020-07-28-09:54:53,20.2019,93.9734,75.7018,118.75,8.0,8.0,7.87504806945e-05
2020-07-28-09:54:54,20.2019,93.9734,75.7018,118.75,8.0,8.0,7.87504806945e-05
2020-07-28-09:54:55,20.2019,93.9734,75.8075,118.75,8.0,8.0,7.87504806945e-05
2020-07-28-09:54:56,20.2019,93.9734,75.6985,118.75,8.0,8.0,7.87504806945e-05
2020-07-28-09:54:57,20.2019,93.9734,75.826,118.75,8.0,8.0,7.87504806945e-05
2020-07-28-09:54:58,20.2019,94.122,75.6295,118.75,8.0,8.0,7.87504806945e-05
2020-07-28-09:54:59,20.2019,93.955,75.8081,118.75,8.0,8.0,7.87504806945e-05
2020-07-28-09:55:00,20.2019,93.955,75.6996,118.75,8.0,8.0,7.87504806945e-05
2020-07-28-09:55:01,20.2019,94.1368,75.6996,118.75,8.0,8.0,7.87504806945e-05
2020-07-28-09:55:02,20.2019,94.1368,75.6996,118.75,8.0,8.0,7.87504806945e-05
2020-07-28-09:55:03,20.2019,94.1368,75.6996,118.75,8.0,8.0,7.87504806945e-05
2020-07-28-09:55:04,20.2019,93.9126,75.9147,118.75,8.0,8.0,7.87504806945e-05
2020-07-28-09:55:05,20.2019,93.9126,75.7211,118.75,8.0,8.0,7.87504806945e-05
2020-07-28-09:55:06,20.2019,94.0436,75.7211,118.75,8.0,8.0,7.87504806945e-05
2020-07-28-09:55:07,20.2019,93.8031,75.8914,118.75,8.0,8.0,7.87504806945e-05
2020-07-28-09:55:08,20.2019,94.0966,75.727,118.75,8.0,8.0,7.87504806945e-05
2020-07-28-09:55:09,20.2019,94.0966,76.0806,118.75,8.0,8.0,7.87504806945e-05
2020-07-28-09:55:10,20.2019,94.0966,75.7055,118.75,8.0,8.0,7.87504806945e-05
2020-07-28-09:55:11,20.2019,94.0966,75.8812,118.75,8.0,8.0,7.87504806945e-05
2020-07-28-09:55:12,20.2019,93.7955,75.7095,118.75,8.0,8.0,7.87504806945e-05
2020-07-28-09:55:13,20.2019,94.184,75.7095,118.75,8.0,8.0,7.87504806945e-05
2020-07-28-09:55:14,20.2019,94.184,75.9201,118.75,8.0,8.0,7.87504806945e-05
2020-07-28-09:55:15,20.2019,94.0337,75.5534,118.75,8.0,8.0,7.87504806945e-05
2020-07-28-09:55:16,20.2019,94.0337,75.8773,118.75,8.0,8.0,7.87504806945e-05
2020-07-28-09:55:17,20.2019,93.8111,75.6965,118.75,8.0,8.0,7.87504806945e-05
2020-07-28-09:55:18,20.2019,93.9712,75.6965,118.75,8.0,8.0,7.87504806945e-05
2020-07-28-09:55:19,20.2019,93.9712,75.8668,118.75,8.0,8.0,7.87504806945e-05
2020-07-28-09:55:20,20.2019,93.7551,75.4828,118.75,8.0,8.0,7.87504806945e-05
2020-07-28-09:55:21,20.2019,94.0112,75.842,118.75,8.0,8.0,7.87504806945e-05
2020-07-28-09:55:22,20.2019,94.0112,75.7292,118.75,8.0,8.0,7.87504806945e-05
2020-07-28-09:55:23,20.2019,94.0112,75.7292,118.75,8.0,8.0,7.87504806945e-05
2020-07-28-09:55:24,20.2019,93.7543,75.7292,118.75,8.0,8.0,7.87504806945e-05
2020-07-28-09:55:25,20.2019,94.2384,75.4663,118.75,8.0,8.0,7.87504806945e-05
2020-07-28-09:55:26,20.2019,94.0504,75.7335,118.75,8.0,8.0,7.87504806945e-05
2020-07-28-09:55:27,20.2019,93.8453,75.7335,118.75,8.0,8.0,7.87504806945e-05
2020-07-28-09:55:28,20.2019,94.1426,75.7335,118.75,8.0,8.0,7.87504806945e-05
2020-07-28-09:55:29,20.2019,93.7569,75.7335,118.75,8.0,8.0,7.87504806945e-05
2020-07-28-09:55:30,20.2019,94.166,75.7335,118.75,8.0,8.0,7.87504806945e-05
2020-07-28-09:55:31,20.2019,94.166,75.7335,118.75,8.0,8.0,7.87504806945e-05
2020-07-28-09:55:32,20.2019,94.014,75.7335,118.75,8.0,8.0,7.87504806945e-05
2020-07-28-09:55:33,20.2019,94.014,75.4233,118.75,8.0,8.0,7.87504806945e-05
2020-07-28-09:55:34,20.2019,93.7683,75.9129,118.75,8.0,8.0,7.87504806945e-05
2020-07-28-09:55:35,20.2019,93.9027,75.7008,118.75,8.0,8.0,7.87504806945e-05
2020-07-28-09:55:36,20.2019,93.7963,75.7008,118.75,8.0,8.0,7.87504806945e-05
2020-07-28-09:55:37,20.2019,94.133,75.7008,118.75,8.0,8.0,7.87504806945e-05
2020-07-28-09:55:38,20.2019,93.891,75.7008,118.75,8.0,8.0,7.87504806945e-05
2020-07-28-09:55:39,20.2019,94.0115,75.7008,118.75,8.0,8.0,7.87504806945e-05
2020-07-28-09:55:40,20.2019,93.8903,75.7008,118.75,8.0,8.0,7.87504806945e-05
2020-07-28-09:55:41,20.2019,93.8903,75.4349,118.75,8.0,8.0,7.87504806945e-05
2020-07-28-09:55:42,20.2019,93.8903,75.69,118.75,8.0,8.0,7.87504806945e-05
2020-07-28-09:55:43,20.2019,94.1187,75.69,118.75,8.0,8.0,7.87504806945e-05
2020-07-28-09:55:44,20.2019,93.9762,75.69,118.75,8.0,8.0,7.87504806945e-05
2020-07-28-09:55:45,20.2019,93.9762,75.69,118.75,8.0,8.0,7.87504806945e-05
2020-07-28-09:55:46,20.2019,93.8484,75.9057,118.75,8.0,8.0,7.87504806945e-05
2020-07-28-09:55:47,20.2019,93.8484,75.6955,118.75,8.0,8.0,7.87504806945e-05
2020-07-28-09:55:48,20.2019,94.1,75.6955,118.75,8.0,8.0,7.87504806945e-05
2020-07-28-09:55:49,20.2019,93.8182,75.6955,118.75,8.0,8.0,7.87504806945e-05
2020-07-28-09:55:50,20.2019,93.8182,75.6955,118.75,8.0,8.0,7.87504806945e-05
2020-07-28-09:55:51,20.2019,93.8182,75.4796,118.75,8.0,8.0,7.87504806945e-05
2020-07-28-09:55:52,20.2019,93.8182,75.4796,118.75,8.0,8.0,7.87504806945e-05
2020-07-28-09:55:53,20.2019,93.8182,75.7115,118.75,8.0,8.0,7.87504806945e-05
2020-07-28-09:55:54,20.2019,93.8182,75.7115,118.75,8.0,8.0,7.87504806945e-05
2020-07-28-09:55:55,20.2019,94.0466,75.4534,118.75,8.0,8.0,7.87504806945e-05
2020-07-28-09:55:56,20.2019,94.0466,75.7142,118.75,8.0,8.0,7.87504806945e-05
2020-07-28-09:55:57,20.2019,93.8716,75.7142,118.75,8.0,8.0,7.87504806945e-05
2020-07-28-09:55:58,20.2019,93.8716,75.4701,118.75,8.0,8.0,7.87504806945e-05
2020-07-28-09:55:59,20.2019,93.8716,75.8171,118.75,8.0,8.0,7.87504806945e-05
2020-07-28-09:56:00,20.2019,93.8716,75.7014,118.75,8.0,8.0,7.87504806945e-05
2020-07-28-09:56:01,20.2019,93.7666,75.7014,118.75,8.0,8.0,7.87504806945e-05
2020-07-28-09:56:02,20.2019,93.9813,75.7014,118.75,8.0,8.0,7.87504806945e-05
2020-07-28-09:56:03,20.2019,93.7539,75.7014,118.75,8.0,8.0,7.87504806945e-05
2020-07-28-09:56:04,20.2019,93.9755,75.7014,118.75,8.0,8.0,7.87504806945e-05
2020-07-28-09:56:05,20.2019,93.9755,75.7014,118.75,8.0,8.0,7.87504806945e-05
2020-07-28-09:56:06,20.2019,93.7429,75.8344,118.75,8.0,8.0,7.87504806945e-05
2020-07-28-09:56:07,20.2019,93.7429,75.6958,118.75,8.0,8.0,7.87504806945e-05
2020-07-28-09:56:08,20.2019,94.0354,75.8349,118.75,8.0,8.0,7.87504806945e-05
2020-07-28-09:56:09,20.2019,93.8077,75.416,118.75,8.0,8.0,7.87504806945e-05
2020-07-28-09:56:10,20.2019,93.8077,75.6707,118.75,8.0,8.0,7.87504806945e-05
2020-07-28-09:56:11,20.2019,93.9112,75.8886,118.75,8.0,8.0,7.87504806945e-05
2020-07-28-09:56:12,20.2019,93.9112,75.7152,118.75,8.0,8.0,7.87504806945e-05
2020-07-28-09:56:13,20.2019,93.9112,75.9237,118.75,8.0,8.0,7.87504806945e-05
2020-07-28-09:56:14,20.2019,93.9112,75.6865,118.75,8.0,8.0,7.87504806945e-05
2020-07-28-09:56:15,20.2019,93.9112,75.8569,118.75,8.0,8.0,7.87504806945e-05
2020-07-28-09:56:16,20.2019,93.9112,75.6589,118.75,8.0,8.0,7.87504806945e-05
2020-07-28-09:56:17,20.2019,93.9112,75.6589,118.75,8.0,8.0,7.87504806945e-05
2020-07-28-09:56:18,20.2019,93.7881,75.8917,118.75,8.0,8.0,7.87504806945e-05
2020-07-28-09:56:19,20.2019,94.009,75.8917,118.75,8.0,8.0,7.87504806945e-05
2020-07-28-09:56:20,20.2019,94.009,75.7701,118.75,8.0,8.0,7.87504806945e-05
2020-07-28-09:56:21,20.2019,94.009,75.67,118.75,8.0,8.0,7.87504806945e-05
2020-07-28-09:56:22,20.2019,94.009,75.67,118.75,8.0,8.0,7.87504806945e-05
2020-07-28-09:56:23,20.2019,94.009,75.67,118.75,8.0,8.0,7.87504806945e-05
2020-07-28-09:56:24,20.2019,93.8196,75.67,118.75,8.0,8.0,7.87504806945e-05
2020-07-28-09:56:25,20.2019,93.8196,75.8568,118.75,8.0,8.0,7.87504806945e-05
2020-07-28-09:56:26,20.2019,94.0127,75.7327,118.75,8.0,8.0,7.87504806945e-05
2020-07-28-09:56:27,20.2019,94.0127,75.7327,118.75,8.0,8.0,7.87504806945e-05
2020-07-28-09:56:28,20.2019,94.0127,75.5138,118.75,8.0,8.0,7.87504806945e-05
2020-07-28-09:56:29,20.2019,94.1369,75.7066,118.75,8.0,8.0,7.87504806945e-05
2020-07-28-09:56:30,20.2019,93.7855,75.8464,118.75,8.0,8.0,7.87504806945e-05
2020-07-28-09:56:31,20.2019,93.7855,75.7137,118.75,8.0,8.0,7.87504806945e-05
2020-07-28-09:56:32,20.2019,93.9681,75.4239,118.75,8.0,8.0,7.87504806945e-05
2020-07-28-09:56:33,20.2019,93.9681,75.6944,118.75,8.0,8.0,7.87504806945e-05
2020-07-28-09:56:34,20.2019,94.3135,75.5128,118.75,8.0,8.0,7.87504806945e-05
2020-07-28-09:56:35,20.2019,93.9425,75.7929,118.75,8.0,8.0,7.87504806945e-05
2020-07-28-09:56:36,20.2019,93.7579,75.7929,118.75,8.0,8.0,7.87504806945e-05
2020-07-28-09:56:37,20.2019,93.929,75.6698,118.75,8.0,8.0,7.87504806945e-05
2020-07-28-09:56:38,20.2019,93.929,75.6698,118.75,8.0,8.0,7.87504806945e-05
2020-07-28-09:56:39,20.2019,93.929,75.6698,118.75,8.0,8.0,7.87504806945e-05
2020-07-28-09:56:40,20.2019,93.7924,75.6698,118.75,8.0,8.0,7.87504806945e-05
2020-07-28-09:56:41,20.2019,93.9435,75.6698,118.75,8.0,8.0,7.87504806945e-05
2020-07-28-09:56:42,20.2019,93.9435,75.6698,118.75,8.0,8.0,7.87504806945e-05
2020-07-28-09:56:43,20.2019,94.0561,75.7708,118.75,8.0,8.0,7.87504806945e-05
2020-07-28-09:56:44,20.2019,93.9512,75.6478,118.75,8.0,8.0,7.87504806945e-05
2020-07-28-09:56:45,20.2019,93.7733,75.7862,118.75,8.0,8.0,7.87504806945e-05
2020-07-28-09:56:46,20.2019,93.887,75.3756,118.75,8.0,8.0,7.87504806945e-05
2020-07-28-09:56:47,20.2019,93.887,75.7287,118.75,8.0,8.0,7.87504806945e-05
2020-07-28-09:56:48,20.2019,93.887,75.7287,118.75,8.0,8.0,7.87504806945e-05
2020-07-28-09:56:49,20.2019,93.887,75.5537,118.75,8.0,8.0,7.87504806945e-05
2020-07-28-09:56:50,20.2019,93.9889,75.7812,118.75,8.0,8.0,7.87504806945e-05
2020-07-28-09:56:51,20.2019,93.8355,75.6674,118.75,8.0,8.0,7.87504806945e-05
2020-07-28-09:56:52,20.2019,93.8355,75.6674,118.75,8.0,8.0,7.87504806945e-05
2020-07-28-09:56:53,20.2019,93.8355,75.6674,118.75,8.0,8.0,7.87504806945e-05
2020-07-28-09:56:54,20.2019,93.8355,75.4597,118.75,8.0,8.0,7.87504806945e-05
2020-07-28-09:56:55,20.2019,93.9987,75.7999,118.75,8.0,8.0,7.87504806945e-05
2020-07-28-09:56:56,20.2019,93.8342,75.7999,118.75,8.0,8.0,7.87504806945e-05
2020-07-28-09:56:57,20.2019,93.8342,75.6828,118.75,8.0,8.0,7.87504806945e-05
2020-07-28-09:56:58,20.2019,93.8342,75.6828,118.75,8.0,8.0,7.87504806945e-05
2020-07-28-09:56:59,20.2019,94.0076,75.6828,118.75,8.0,8.0,7.87504806945e-05
2020-07-28-09:57:00,20.2019,94.0076,75.6828,118.75,8.0,8.0,7.87504806945e-05
2020-07-28-09:57:01,20.2019,93.8204,75.6828,118.75,8.0,8.0,7.87504806945e-05
2020-07-28-09:57:02,20.2019,93.8204,75.6828,118.75,8.0,8.0,7.87504806945e-05
2020-07-28-09:57:03,20.2019,93.8204,75.6828,118.75,8.0,8.0,7.87504806945e-05
2020-07-28-09:57:04,20.2019,94.0156,75.6828,118.75,8.0,8.0,7.87504806945e-05
2020-07-28-09:57:05,20.2019,93.7634,75.6828,118.75,8.0,8.0,7.87504806945e-05
2020-07-28-09:57:06,20.2019,93.9496,75.6828,118.75,8.0,8.0,7.87504806945e-05
2020-07-28-09:57:07,20.2019,93.9496,75.6828,118.75,8.0,8.0,7.87504806945e-05
2020-07-28-09:57:08,20.2019,93.752,75.3893,118.75,8.0,8.0,7.87504806945e-05
2020-07-28-09:57:09,20.2019,93.8574,75.6715,118.75,8.0,8.0,7.87504806945e-05
2020-07-28-09:57:10,20.2019,93.8574,75.6715,118.75,8.0,8.0,7.87504806945e-05
2020-07-28-09:57:11,20.2019,93.8574,75.3949,118.75,8.0,8.0,7.87504806945e-05
2020-07-28-09:57:12,20.2019,93.8574,75.7832,118.75,8.0,8.0,7.87504806945e-05
2020-07-28-09:57:13,20.2019,93.8574,75.6319,118.75,8.0,8.0,7.87504806945e-05
2020-07-28-09:57:14,20.2019,93.8574,75.6319,118.75,8.0,8.0,7.87504806945e-05
2020-07-28-09:57:15,20.2019,93.8574,75.7995,118.75,8.0,8.0,7.87504806945e-05
2020-07-28-09:57:16,20.2019,94.0019,75.6993,118.75,8.0,8.0,7.87504806945e-05
2020-07-28-09:57:17,20.2019,93.744,75.8469,118.75,8.0,8.0,7.87504806945e-05
2020-07-28-09:57:18,20.2019,93.744,75.6668,118.75,8.0,8.0,7.87504806945e-05
2020-07-28-09:57:19,20.2019,93.744,75.6668,118.75,8.0,8.0,7.87504806945e-05
2020-07-28-09:57:20,20.2019,93.9628,75.6668,118.75,8.0,8.0,7.87504806945e-05
2020-07-28-09:57:21,20.2019,93.8463,75.6668,118.75,8.0,8.0,7.87504806945e-05
2020-07-28-09:57:22,20.2019,93.8463,75.6668,118.75,8.0,8.0,7.87504806945e-05
2020-07-28-09:57:23,20.2019,93.8463,75.6668,118.75,8.0,8.0,7.87504806945e-05
2020-07-28-09:57:24,20.2019,93.8463,75.8217,118.75,8.0,8.0,7.87504806945e-05
2020-07-28-09:57:25,20.2019,93.8463,75.7033,118.75,8.0,8.0,7.87504806945e-05
2020-07-28-09:57:26,20.2019,93.8463,75.5718,118.75,8.0,8.0,7.87504806945e-05
2020-07-28-09:57:27,20.2019,93.8463,75.8689,118.75,8.0,8.0,7.87504806945e-05
2020-07-28-09:57:28,20.2019,93.8463,75.5015,118.75,8.0,8.0,7.87504806945e-05
2020-07-28-09:57:29,20.2019,93.8463,75.5015,118.75,8.0,8.0,7.87504806945e-05
2020-07-28-09:57:30,20.2019,93.9888,75.6729,118.75,8.0,8.0,7.87504806945e-05
2020-07-28-09:57:31,20.2019,93.9888,75.6729,118.75,8.0,8.0,7.87504806945e-05
2020-07-28-09:57:32,20.2019,93.7645,75.4143,118.75,8.0,8.0,7.87504806945e-05
2020-07-28-09:57:33,20.2019,93.9165,75.6253,118.75,8.0,8.0,7.87504806945e-05
2020-07-28-09:57:34,20.2019,93.7775,75.6253,118.75,8.0,8.0,7.87504806945e-05
2020-07-28-09:57:35,20.2019,93.9683,75.4283,118.75,8.0,8.0,7.87504806945e-05
2020-07-28-09:57:36,20.2019,93.9683,75.7013,118.75,8.0,8.0,7.87504806945e-05
