Date,CPID:CM03:3001:JT:CV_VALUE,CLL:CM03:2301:DS:LVL,CLL:CM03:2601:US:LVL,Electric Heat Load Setpoint,Electric Heat Load Readback
2020-01-24-14:44:49,39.3,95.3857,76.8448,40.0,40.93863
2020-01-24-14:44:50,39.3,95.3857,76.8448,40.0,40.93863
2020-01-24-14:44:51,39.3,95.6254,76.8448,41.0,40.93863
2020-01-24-14:44:52,39.3,95.43,76.945,41.0,40.93863
2020-01-24-14:44:53,39.3,95.2852,76.945,42.0,41.11102
2020-01-24-14:44:54,39.3,95.5947,76.945,42.0,41.25047
2020-01-24-14:44:55,39.3,95.4372,76.8213,43.0,41.59579
2020-01-24-14:44:56,39.3,95.5712,76.945,43.0,41.98348
2020-01-24-14:44:57,39.3,95.5712,76.945,44.0,42.40695
2020-01-24-14:44:58,39.3,95.5712,76.8191,44.0,42.68992
2020-01-24-14:44:59,39.3,95.3794,76.8191,45.0,43.18431
2020-01-24-14:45:00,39.3,95.4889,76.8191,45.0,43.43523
2020-01-24-14:45:01,39.3,95.4889,76.9244,45.0,43.91259
2020-01-24-14:45:02,39.3,95.4889,76.9244,46.0,44.19452
2020-01-24-14:45:03,39.3,95.4889,76.9244,46.0,44.48046
2020-01-24-14:45:04,39.3,95.4889,76.9244,47.0,44.81737
2020-01-24-14:45:05,39.3,95.4889,76.7795,47.0,45.02945
2020-01-24-14:45:06,39.3,95.4889,76.9941,48.0,45.36496
2020-01-24-14:45:07,39.3,95.384,76.8304,48.0,45.64785
2020-01-24-14:45:08,39.3,95.384,76.9844,48.0,46.17105
2020-01-24-14:45:09,39.3,95.5099,76.793,48.0,46.45458
2020-01-24-14:45:10,39.3,95.2545,76.793,48.0,46.741
2020-01-24-14:45:11,39.3,95.467,77.0173,48.0,46.8879
2020-01-24-14:45:12,39.3,95.2779,77.0173,48.0,47.01364
2020-01-24-14:45:13,39.3,95.2779,76.8736,48.0,47.01364
2020-01-24-14:45:14,39.3,95.2779,76.8736,48.0,47.01364
2020-01-24-14:45:15,39.3,95.2779,76.8736,48.0,47.01364
2020-01-24-14:45:16,39.3,95.2779,76.8736,48.0,47.01364
2020-01-24-14:45:17,39.3,95.2779,76.8736,48.0,47.01364
2020-01-24-14:45:18,39.3,95.4193,76.8736,48.0,47.01364
2020-01-24-14:45:19,39.3,95.317,77.0609,48.0,47.01364
2020-01-24-14:45:20,39.3,95.317,76.8233,48.0,47.01364
2020-01-24-14:45:21,39.3,95.4749,76.8233,48.0,47.01364
2020-01-24-14:45:22,39.3,95.3578,76.8233,48.0,47.01364
2020-01-24-14:45:23,39.3,95.3578,76.9392,48.0,47.01364
2020-01-24-14:45:24,39.3,95.3578,76.9392,48.0,47.01364
2020-01-24-14:45:25,39.3,95.3578,76.9392,48.0,47.01364
2020-01-24-14:45:26,39.3,95.3578,76.9392,48.0,47.01364
2020-01-24-14:45:27,39.3,95.3578,76.832,48.0,47.01364
2020-01-24-14:45:28,39.3,95.2569,76.832,48.0,47.01364
2020-01-24-14:45:29,39.3,95.4671,76.832,48.0,47.01364
2020-01-24-14:45:30,39.3,95.3026,76.832,48.0,47.01364
2020-01-24-14:45:31,39.3,95.3026,76.832,48.0,47.01364
2020-01-24-14:45:32,39.3,95.3026,76.832,48.0,47.01364
2020-01-24-14:45:33,39.3,95.5159,76.832,48.0,47.01364
2020-01-24-14:45:34,39.3,95.5159,76.832,48.0,47.01364
2020-01-24-14:45:35,39.3,95.2946,76.832,48.0,47.01364
2020-01-24-14:45:36,39.3,95.4266,77.1571,48.0,47.01364
2020-01-24-14:45:37,39.3,95.2543,76.8263,48.0,47.01364
2020-01-24-14:45:38,39.3,95.5527,76.8263,48.0,47.01364
2020-01-24-14:45:39,39.3,95.3741,76.8263,48.0,47.01364
2020-01-24-14:45:40,39.3,95.2465,76.8263,48.0,47.01364
2020-01-24-14:45:41,39.3,95.3936,76.8263,48.0,47.01364
2020-01-24-14:45:42,39.3,95.2554,76.8263,48.0,47.01364
2020-01-24-14:45:43,39.3,95.4388,76.9705,48.0,47.01364
2020-01-24-14:45:44,39.3,95.4388,76.7947,48.0,47.01364
2020-01-24-14:45:45,39.3,95.3035,76.7947,48.0,47.01364
2020-01-24-14:45:46,39.3,95.3035,76.9427,48.0,47.01364
2020-01-24-14:45:47,39.3,95.3035,76.794,48.0,47.01364
2020-01-24-14:45:48,39.3,95.4324,76.794,48.0,47.01364
2020-01-24-14:45:49,39.3,95.2564,76.794,48.0,47.01364
2020-01-24-14:45:50,39.3,95.6096,76.9449,48.0,47.01364
2020-01-24-14:45:51,39.3,95.3571,76.8193,48.0,47.01364
