Cavity,Gradient,Q0,Calibration,Q0 Measurement,Calibration Cutoffs,Q0 Cutoffs
6,16.0,1.97e+10,2019-07-15 09:40:00 to 2019-07-15 14:55:00 (1s sample interval),2019-07-09 21:49:17 to 2019-07-09 23:00:18 (1s sample interval),170 | 10 | 10 | 9 | 10 | 10 | 9 | 10 | 9 | 10 | 9,222 | 330
6,16.0,1.97e+10,2019-07-15 09:40:00 to 2019-07-15 14:55:00 (1s sample interval),2019-07-09 21:49:17 to 2019-07-09 23:00:18 (1s sample interval),170 | 10 | 10 | 9 | 10 | 10 | 9 | 10 | 9 | 10 | 9,222 | 330
6,16.0,1.97e+10,2019-07-15 09:40:00 to 2019-07-15 14:55:00 (1s sample interval),2019-07-09 21:49:17 to 2019-07-09 23:00:18 (1s sample interval),170 | 10 | 10 | 9 | 10 | 10 | 9 | 10 | 9 | 10 | 9,222 | 330
