Gradient,RF Heat Load,Pressure,Q0
15.9146,16.830107468303826,32.7236,18805107353.418858
15.9146,16.830107468303826,32.7236,18805107353.418858
15.9146,16.830107468303826,32.7236,18805107353.418858
15.9301,16.830107468303826,32.7236,18847292305.05698
15.9136,16.830107468303826,32.7236,18802387966.335857
15.9136,16.830107468303826,32.7236,18802387966.335857
15.9136,16.830107468303826,32.7236,18802387966.335857
15.9136,16.830107468303826,32.7236,18802387966.335857
15.9136,16.830107468303826,32.7236,18802387966.335857
15.9136,16.830107468303826,32.7236,18802387966.335857
15.9136,16.830107468303826,32.7236,18802387966.335857
15.9287,16.830107468303826,32.7236,18843479391.017056
15.9287,16.830107468303826,32.7236,18843479391.017056
15.9287,16.830107468303826,32.7236,18843479391.017056
15.9287,16.830107468303826,32.7236,18843479391.017056
15.9287,16.830107468303826,32.7236,18843479391.017056
15.9287,16.830107468303826,32.7236,18843479391.017056
15.9287,16.830107468303826,32.7236,18843479391.017056
15.9287,16.830107468303826,32.7236,18843479391.017056
15.9287,16.830107468303826,32.7236,18843479391.017056
15.9287,16.830107468303826,32.7236,18843479391.017056
15.9287,16.830107468303826,32.7236,18843479391.017056
15.9287,16.830107468303826,32.7236,18843479391.017056
15.9287,16.830107468303826,32.7236,18843479391.017056
15.9287,16.830107468303826,32.7236,18843479391.017056
15.9287,16.830107468303826,32.7236,18843479391.017056
15.9287,16.830107468303826,32.7236,18843479391.017056
15.9287,16.830107468303826,32.7236,18843479391.017056
15.941,16.830107468303826,32.7236,18876996646.97091
15.941,16.830107468303826,32.7236,18876996646.97091
15.941,16.830107468303826,32.7236,18876996646.97091
15.941,16.830107468303826,32.7236,18876996646.97091
15.941,16.830107468303826,32.7236,18876996646.97091
15.941,16.830107468303826,32.7236,18876996646.97091
15.941,16.830107468303826,32.7236,18876996646.97091
15.941,16.830107468303826,32.7236,18876996646.97091
15.941,16.830107468303826,32.7236,18876996646.97091
15.941,16.830107468303826,32.7236,18876996646.97091
15.941,16.830107468303826,32.7236,18876996646.97091
15.941,16.830107468303826,32.7236,18876996646.97091
15.941,16.830107468303826,32.7236,18876996646.97091
15.941,16.830107468303826,32.7236,18876996646.97091
15.941,16.830107468303826,32.7236,18876996646.97091
15.941,16.830107468303826,32.7236,18876996646.97091
15.941,16.830107468303826,32.7236,18876996646.97091
15.941,16.830107468303826,32.7236,18876996646.97091
15.9514,16.830107468303826,32.7236,18905368301.82052
15.9514,16.830107468303826,32.7236,18905368301.82052
15.9514,16.830107468303826,32.7236,18905368301.82052
15.9514,16.830107468303826,32.7236,18905368301.82052
15.9514,16.830107468303826,32.7236,18905368301.82052
15.9514,16.830107468303826,32.7236,18905368301.82052
15.9514,16.830107468303826,32.7236,18905368301.82052
15.9514,16.830107468303826,32.7236,18905368301.82052
15.9514,16.830107468303826,32.7236,18905368301.82052
15.9627,16.830107468303826,32.7236,18936228322.718353
15.9627,16.830107468303826,32.7236,18936228322.718353
15.9627,16.830107468303826,32.7236,18936228322.718353
15.9627,16.830107468303826,32.7236,18936228322.718353
15.9627,16.830107468303826,32.7236,18936228322.718353
15.9627,16.830107468303826,32.7236,18936228322.718353
15.9627,16.830107468303826,32.7236,18936228322.718353
15.9627,16.830107468303826,32.7236,18936228322.718353
15.9627,16.830107468303826,32.7236,18936228322.718353
15.9627,16.830107468303826,32.7236,18936228322.718353
15.9627,16.830107468303826,32.7236,18936228322.718353
15.9627,16.830107468303826,32.7236,18936228322.718353
15.9627,16.830107468303826,32.7236,18936228322.718353
15.974,16.830107468303826,32.7236,18967122877.956963
15.974,16.830107468303826,32.7236,18967122877.956963
15.974,16.830107468303826,32.7236,18967122877.956963
