Gradient,RF Heat Load,Pressure,Q0
12.9603,10.585123051347715,32.6113,20174509128.28852
12.9949,10.585123051347715,32.6113,20300634950.65238
12.9949,10.585123051347715,32.6113,20300634950.65238
12.9949,10.585123051347715,32.6113,20300634950.65238
12.9949,10.585123051347715,32.6113,20300634950.65238
13.0059,10.585123051347715,32.6113,20340847804.14992
13.0059,10.585123051347715,32.6113,20340847804.14992
13.0059,10.585123051347715,32.6113,20340847804.14992
13.0059,10.585123051347715,32.6113,20340847804.14992
13.0059,10.585123051347715,32.6113,20340847804.14992
13.0063,10.585123051347715,32.6113,20342311137.4211
13.0063,10.585123051347715,32.6113,20342311137.4211
13.0063,10.585123051347715,32.6113,20342311137.4211
13.0063,10.585123051347715,32.6113,20342311137.4211
13.0063,10.585123051347715,32.6113,20342311137.4211
13.0063,10.585123051347715,32.6113,20342311137.4211
13.0063,10.585123051347715,32.6113,20342311137.4211
13.0063,10.585123051347715,32.6113,20342311137.4211
13.0063,10.585123051347715,32.6113,20342311137.4211
12.994,10.585123051347715,32.6113,20297347267.65785
12.994,10.585123051347715,32.6113,20297347267.65785
12.994,10.585123051347715,32.6113,20297347267.65785
12.994,10.585123051347715,32.6113,20297347267.65785
12.994,10.585123051347715,32.6113,20297347267.65785
12.994,10.585123051347715,32.6113,20297347267.65785
12.994,10.585123051347715,32.6113,20297347267.65785
12.994,10.585123051347715,32.6113,20297347267.65785
13.0096,10.585123051347715,32.6113,20354386443.77183
13.0096,10.585123051347715,32.6113,20354386443.77183
13.0096,10.585123051347715,32.6113,20354386443.77183
12.9981,10.585123051347715,32.6113,20312327502.336838
12.9981,10.585123051347715,32.6113,20312327502.336838
12.9981,10.585123051347715,32.6113,20312327502.336838
12.9981,10.585123051347715,32.6113,20312327502.336838
12.9981,10.585123051347715,32.6113,20312327502.336838
12.9863,10.585123051347715,32.6113,20269234509.55506
12.9863,10.585123051347715,32.6113,20269234509.55506
12.9863,10.585123051347715,32.6113,20269234509.55506
12.9863,10.585123051347715,32.6113,20269234509.55506
12.9863,10.585123051347715,32.6113,20269234509.55506
12.9863,10.585123051347715,32.6113,20269234509.55506
12.9863,10.585123051347715,32.6113,20269234509.55506
12.9863,10.585123051347715,32.6113,20269234509.55506
13.0014,10.585123051347715,32.6113,20324390372.205997
13.0014,10.585123051347715,32.6113,20324390372.205997
13.0014,10.585123051347715,32.6113,20324390372.205997
13.0014,10.585123051347715,32.6113,20324390372.205997
13.0014,10.585123051347715,32.6113,20324390372.205997
13.0014,10.585123051347715,32.6113,20324390372.205997
13.0014,10.585123051347715,32.6113,20324390372.205997
13.0014,10.585123051347715,32.6113,20324390372.205997
12.9815,10.585123051347715,32.6113,20251723435.487095
12.9815,10.585123051347715,32.6113,20251723435.487095
12.9815,10.585123051347715,32.6113,20251723435.487095
12.9815,10.585123051347715,32.6113,20251723435.487095
12.9815,10.585123051347715,32.6113,20251723435.487095
12.9815,10.585123051347715,32.6113,20251723435.487095
12.9815,10.585123051347715,32.6113,20251723435.487095
12.9815,10.585123051347715,32.6113,20251723435.487095
12.9815,10.585123051347715,32.6113,20251723435.487095
12.9922,10.585123051347715,32.6113,20290773017.204216
12.9922,10.585123051347715,32.6113,20290773017.204216
12.9922,10.585123051347715,32.6113,20290773017.204216
12.9813,10.585123051347715,32.6113,20250994036.661747
12.9813,10.585123051347715,32.6113,20250994036.661747
12.9813,10.585123051347715,32.6113,20250994036.661747
12.9813,10.585123051347715,32.6113,20250994036.661747
12.9961,10.585123051347715,32.6113,20305019106.48821
12.9961,10.585123051347715,32.6113,20305019106.48821
12.9961,10.585123051347715,32.6113,20305019106.48821
