Date,CPID:CM03:3001:JT:CV_VALUE,CLL:CM03:2301:DS:LVL,CLL:CM03:2601:US:LVL,Electric Heat Load Setpoint,Electric Heat Load Readback
2019-08-09-17:49:00,21.4673,95.2379,74.6168,40.0,39.23774
2019-08-09-17:49:01,21.4673,95.2379,74.6168,40.0,39.23774
2019-08-09-17:49:02,21.4673,95.2379,74.6168,40.0,39.23774
2019-08-09-17:49:03,21.4673,95.2379,74.6168,40.0,39.23774
2019-08-09-17:49:04,21.4673,95.2379,74.6168,40.0,39.23774
2019-08-09-17:49:05,21.4673,95.2379,74.6168,40.0,39.23774
2019-08-09-17:49:06,21.4673,95.4903,74.6168,40.0,39.23774
2019-08-09-17:49:07,21.4673,95.1964,74.6168,40.0,39.23774
2019-08-09-17:49:08,21.4673,95.1964,74.6168,40.0,39.23774
2019-08-09-17:49:09,21.4673,95.1964,74.6168,40.0,39.23774
2019-08-09-17:49:10,21.4673,95.1964,74.7576,40.0,39.23774
2019-08-09-17:49:11,21.4673,95.1964,74.5738,40.0,39.23774
2019-08-09-17:49:12,21.4673,95.1964,74.7715,40.0,39.23774
2019-08-09-17:49:13,21.4673,95.3113,74.5695,40.0,39.23774
2019-08-09-17:49:14,21.8,95.3113,74.7199,40.0,39.23774
2019-08-09-17:49:15,21.8,95.3113,74.5621,40.0,39.23774
2019-08-09-17:49:16,21.8,95.3113,74.5621,40.0,39.23774
2019-08-09-17:49:17,21.8,95.3113,74.7227,40.0,39.23774
2019-08-09-17:49:18,21.8,95.3113,74.5377,40.0,39.23774
2019-08-09-17:49:19,21.8,95.2078,74.7154,40.0,39.23774
2019-08-09-17:49:20,21.8,95.3098,74.5508,41.0,39.23774
2019-08-09-17:49:21,21.8,95.3098,74.8758,41.0,39.23774
2019-08-09-17:49:22,21.8,95.3098,74.5762,42.0,39.4735
2019-08-09-17:49:23,21.8,95.3098,74.5762,42.0,39.61143
2019-08-09-17:49:24,21.8,95.3098,74.8766,43.0,39.98372
2019-08-09-17:49:25,21.8,95.3098,74.3948,43.0,40.38388
2019-08-09-17:49:26,21.8,95.3098,74.6725,43.0,40.81333
2019-08-09-17:49:27,21.8,95.3098,74.5663,43.0,41.23559
2019-08-09-17:49:28,21.8,95.3098,74.3818,43.0,41.51569
2019-08-09-17:49:29,21.8,95.3098,74.6378,43.0,41.7288
2019-08-09-17:49:30,21.8,95.3098,74.4942,44.0,41.87057
2019-08-09-17:49:31,21.8,95.3098,74.6271,44.0,42.01321
2019-08-09-17:49:32,21.8,95.2091,74.6271,45.0,42.33995
2019-08-09-17:49:33,21.8,95.4247,74.6271,45.0,42.49175
2019-08-09-17:49:34,21.8,95.2187,74.4635,46.0,42.86602
2019-08-09-17:49:35,21.8,95.2187,74.4635,46.0,43.27884
2019-08-09-17:49:36,21.8,95.2187,74.5709,47.0,43.70063
2019-08-09-17:49:37,21.8,95.2187,74.3635,47.0,44.10628
2019-08-09-17:49:38,21.8,95.2187,74.5592,48.0,44.61996
2019-08-09-17:49:39,21.8,95.2187,74.5592,48.0,45.23552
2019-08-09-17:49:40,21.8,95.2187,74.3394,48.0,45.65116
2019-08-09-17:49:41,21.8,95.2187,74.7269,48.0,46.06251
2019-08-09-17:49:42,21.8,95.2187,74.5336,48.0,46.35176
2019-08-09-17:49:43,21.8,95.2187,74.5336,48.0,46.56439
2019-08-09-17:49:44,21.8,95.2187,74.6509,48.0,46.80249
2019-08-09-17:49:45,21.8,95.3464,74.4585,48.0,46.95823
