Date,CPID:CM03:3001:JT:CV_VALUE,CLL:CM03:2301:DS:LVL,CLL:CM03:2601:US:LVL,Electric Heat Load Setpoint,Electric Heat Load Readback
2019-04-03-17:38:40,25.4864,95.2414,74.4046,64.0,63.26724
2019-04-03-17:38:45,25.4864,95.1387,74.259,64.0,63.26724
2019-04-03-17:38:50,25.4864,95.1387,74.4637,64.0,63.26724
2019-04-03-17:38:55,25.4864,95.2962,74.475,64.0,63.26724
2019-04-03-17:39:00,24.1,95.3517,74.3441,64.0,63.26724
2019-04-03-17:39:05,24.1,95.3531,74.4502,64.0,63.26724
2019-04-03-17:39:10,24.1,95.3383,74.4994,77.0,63.26724
2019-04-03-17:39:15,24.1,95.3065,74.315,77.0,63.26724
2019-04-03-17:39:20,24.1,95.2019,74.6498,77.0,63.26724
2019-04-03-17:39:25,24.1,94.9984,74.1768,77.0,63.386169
2019-04-03-17:39:30,24.1,95.1869,74.1965,77.0,63.513267
2019-04-03-17:39:35,24.1,95.1869,74.1856,77.0,63.757231
2019-04-03-17:39:40,24.1,95.1612,74.1949,77.0,63.892356
2019-04-03-17:39:45,24.1,95.0504,74.3098,77.0,64.25625
2019-04-03-17:39:50,24.1,95.1849,74.3957,77.0,64.51112
2019-04-03-17:39:55,24.1,95.1849,74.2652,77.0,64.94822
2019-04-03-17:40:00,24.1,95.1008,74.175,77.0,65.25486
2019-04-03-17:40:05,24.1,95.2043,74.1783,77.0,65.79885
2019-04-03-17:40:10,24.1,95.0313,74.303,77.0,66.19847
2019-04-03-17:40:15,24.1,94.994,74.4664,77.0,66.82308
2019-04-03-17:40:20,24.1,94.8269,74.2501,77.0,67.41591
2019-04-03-17:40:25,24.1,94.9754,74.2415,77.0,68.02135
2019-04-03-17:40:30,24.1,95.0833,74.2415,77.0,68.70309
2019-04-03-17:40:35,24.1,95.1514,74.1714,77.0,69.42986
2019-04-03-17:40:40,24.1,95.1226,74.3522,77.0,70.16338
2019-04-03-17:40:45,24.1,95.1226,74.336,77.0,70.97891
2019-04-03-17:40:50,24.1,95.2414,74.3154,77.0,71.79689
2019-04-03-17:40:55,24.1,95.3329,74.2503,77.0,72.70189
2019-04-03-17:41:00,24.1,95.0947,74.2503,77.0,73.65354
2019-04-03-17:41:05,24.1,95.0947,74.2503,77.0,74.59984
2019-04-03-17:41:10,24.1,95.1357,74.4059,77.0,75.63914
2019-04-03-17:41:15,24.1,95.0024,74.2445,77.0,76.17614
2019-04-03-17:41:20,24.1,95.1031,74.2445,77.0,76.17614
2019-04-03-17:41:25,24.1,95.1534,74.2445,77.0,76.17614
2019-04-03-17:41:30,24.1,95.3089,74.2445,77.0,76.17614
2019-04-03-17:41:35,24.1,95.0636,74.2955,77.0,76.17614
2019-04-03-17:41:40,24.1,95.1464,74.3388,77.0,76.17614
2019-04-03-17:41:45,24.1,94.9205,74.3496,77.0,76.17614
2019-04-03-17:41:50,24.1,95.2321,74.1787,77.0,76.17614
2019-04-03-17:41:55,24.1,95.1372,74.2048,77.0,76.17614
2019-04-03-17:42:00,24.1,94.8698,74.2048,77.0,76.17614
2019-04-03-17:42:05,24.1,95.393,74.3131,77.0,76.17614
2019-04-03-17:42:10,24.1,94.8843,74.1749,77.0,76.17614
2019-04-03-17:42:15,24.1,94.9537,74.1936,77.0,76.17614
2019-04-03-17:42:20,24.1,94.8625,74.1936,77.0,76.17614
2019-04-03-17:42:25,24.1,95.0481,74.0711,77.0,76.17614
2019-04-03-17:42:30,24.1,94.9541,74.1939,77.0,76.17614
2019-04-03-17:42:35,24.1,94.8543,74.1939,77.0,76.17614
2019-04-03-17:42:40,24.1,94.8954,74.1092,77.0,76.17614
2019-04-03-17:42:45,24.1,94.9215,74.2414,77.0,76.17614
2019-04-03-17:42:50,24.1,94.9926,74.2414,77.0,76.17614
2019-04-03-17:42:55,24.1,94.8974,74.0432,77.0,76.17614
2019-04-03-17:43:00,24.1,94.8183,74.3086,77.0,76.17614
2019-04-03-17:43:05,24.1,95.0671,74.2853,77.0,76.17614
2019-04-03-17:43:10,24.1,94.8724,74.1649,77.0,76.17614
2019-04-03-17:43:15,24.1,95.0534,74.1477,77.0,76.17614
2019-04-03-17:43:20,24.1,94.8817,74.0879,77.0,76.17614
2019-04-03-17:43:25,24.1,94.8198,74.1639,77.0,76.17614
2019-04-03-17:43:30,24.1,94.8319,74.1639,77.0,76.17614
2019-04-03-17:43:35,24.1,94.8136,74.332,77.0,76.17614
2019-04-03-17:43:40,24.1,94.9547,74.2143,77.0,76.17614
2019-04-03-17:43:45,24.1,95.2436,74.2467,77.0,76.17614
2019-04-03-17:43:50,24.1,94.8757,74.2664,77.0,76.17614
2019-04-03-17:43:55,24.1,94.9799,73.9863,77.0,76.17614
2019-04-03-17:44:00,24.1,94.9155,74.1225,77.0,76.17614
2019-04-03-17:44:05,24.1,94.8815,74.1615,77.0,76.17614
2019-04-03-17:44:10,24.1,95.0451,74.2268,77.0,76.17614
2019-04-03-17:44:15,24.1,94.8081,74.008,77.0,76.17614
2019-04-03-17:44:20,24.1,95.0125,74.1912,77.0,76.17614
2019-04-03-17:44:25,24.1,94.8642,74.1101,77.0,76.17614
2019-04-03-17:44:30,24.1,94.8642,74.039,77.0,76.17614
2019-04-03-17:44:35,24.1,94.8022,74.0711,77.0,76.17614
2019-04-03-17:44:40,24.1,94.8022,73.8502,77.0,76.17614
2019-04-03-17:44:45,24.1,94.772,73.8116,77.0,76.17614
2019-04-03-17:44:50,24.1,94.7895,73.8492,77.0,76.17614
2019-04-03-17:44:55,24.1,94.7544,73.9702,77.0,76.17614
2019-04-03-17:45:00,24.1,94.7968,73.8262,77.0,76.17614
2019-04-03-17:45:05,24.1,94.7825,73.9457,77.0,76.17614
2019-04-03-17:45:10,24.1,94.7375,73.7826,77.0,76.17614
2019-04-03-17:45:15,24.1,94.872,73.8434,77.0,76.17614
2019-04-03-17:45:20,24.1,94.6906,73.8838,77.0,76.17614
2019-04-03-17:45:25,24.1,94.8354,73.8838,77.0,76.17614
2019-04-03-17:45:30,24.1,94.789,73.8838,77.0,76.17614
2019-04-03-17:45:35,24.1,94.7623,74.0391,77.0,76.17614
2019-04-03-17:45:40,24.1,94.7623,73.7898,77.0,76.17614
2019-04-03-17:45:45,24.1,94.7623,73.7994,77.0,76.17614
2019-04-03-17:45:50,24.1,94.7271,73.9017,77.0,76.17614
2019-04-03-17:45:55,24.1,94.6361,73.7945,77.0,76.17614
2019-04-03-17:46:00,24.1,94.9847,73.8045,77.0,76.17614
2019-04-03-17:46:05,24.1,94.9143,74.0991,77.0,76.17614
2019-04-03-17:46:10,24.1,94.8303,73.9515,77.0,76.17614
2019-04-03-17:46:15,24.1,94.8578,73.9837,77.0,76.17614
2019-04-03-17:46:20,24.1,94.786,73.9498,77.0,76.17614
2019-04-03-17:46:25,24.1,94.8408,73.795,77.0,76.17614
2019-04-03-17:46:30,24.1,94.8306,73.9107,77.0,76.17614
2019-04-03-17:46:35,24.1,94.5909,73.7866,77.0,76.17614
2019-04-03-17:46:40,24.1,94.5995,73.7866,77.0,76.17614
2019-04-03-17:46:45,24.1,94.7773,73.8938,77.0,76.17614
2019-04-03-17:46:50,24.1,94.6205,74.0191,77.0,76.17614
2019-04-03-17:46:55,24.1,94.6562,73.777,77.0,76.17614
2019-04-03-17:47:00,24.1,94.483,73.777,77.0,76.17614
2019-04-03-17:47:05,24.1,94.681,73.777,77.0,76.17614
2019-04-03-17:47:10,24.1,94.4858,73.7885,77.0,76.17614
2019-04-03-17:47:15,24.1,94.5479,73.7743,77.0,76.17614
2019-04-03-17:47:20,24.1,94.5688,73.7771,77.0,76.17614
2019-04-03-17:47:25,24.1,94.5598,73.7616,77.0,76.17614
2019-04-03-17:47:30,24.1,94.505,73.7711,77.0,76.17614
2019-04-03-17:47:35,24.1,94.5406,73.7711,77.0,76.17614
2019-04-03-17:47:40,24.1,94.6687,73.8811,77.0,76.17614
2019-04-03-17:47:45,24.1,94.4709,73.7791,77.0,76.17614
2019-04-03-17:47:50,24.1,94.4629,73.7761,77.0,76.17614
2019-04-03-17:47:55,24.1,94.4629,73.7686,77.0,76.17614
2019-04-03-17:48:00,24.1,94.5466,73.7067,77.0,76.17614
2019-04-03-17:48:05,24.1,94.5477,73.6688,77.0,76.17614
2019-04-03-17:48:10,24.1,94.4409,73.7243,77.0,76.17614
2019-04-03-17:48:15,24.1,94.4487,73.5288,77.0,76.17614
2019-04-03-17:48:20,24.1,94.629,73.8932,77.0,76.17614
2019-04-03-17:48:25,24.1,94.807,73.8961,77.0,76.17614
2019-04-03-17:48:30,24.1,94.5419,73.672,77.0,76.17614
2019-04-03-17:48:35,24.1,94.5348,73.9239,77.0,76.17614
2019-04-03-17:48:40,24.1,94.5467,73.8667,77.0,76.17614
2019-04-03-17:48:45,24.1,94.4471,73.8595,77.0,76.17614
2019-04-03-17:48:50,24.1,94.4527,73.7346,77.0,76.17614
2019-04-03-17:48:55,24.1,94.5298,73.8447,77.0,76.17614
2019-04-03-17:49:00,24.1,94.4252,73.789,77.0,76.17614
2019-04-03-17:49:05,24.1,94.6667,73.6008,77.0,76.17614
2019-04-03-17:49:10,24.1,94.5324,73.768,77.0,76.17614
2019-04-03-17:49:15,24.1,94.5176,73.7584,77.0,76.17614
2019-04-03-17:49:20,24.1,94.2656,73.678,77.0,76.17614
2019-04-03-17:49:25,24.1,94.4008,73.8411,77.0,76.17614
2019-04-03-17:49:30,24.1,94.441,73.5305,77.0,76.17614
2019-04-03-17:49:35,24.1,94.6013,73.4937,77.0,76.17614
2019-04-03-17:49:40,24.1,94.2874,73.6374,77.0,76.17614
2019-04-03-17:49:45,24.1,94.4503,73.5989,77.0,76.17614
2019-04-03-17:49:50,24.1,94.4121,73.4919,77.0,76.17614
2019-04-03-17:49:55,24.1,94.4121,73.446,77.0,76.17614
2019-04-03-17:50:00,24.1,94.4901,73.5539,77.0,76.17614
2019-04-03-17:50:05,24.1,94.4901,73.5189,77.0,76.17614
2019-04-03-17:50:10,24.1,94.367,73.5189,77.0,76.17614
2019-04-03-17:50:15,24.1,94.4047,73.5189,77.0,76.17614
2019-04-03-17:50:20,24.1,94.4047,73.5189,77.0,76.17614
2019-04-03-17:50:25,24.1,94.3654,73.5189,77.0,76.17614
2019-04-03-17:50:30,24.1,94.3856,73.5189,77.0,76.17614
2019-04-03-17:50:35,24.1,94.2937,73.4374,77.0,76.17614
2019-04-03-17:50:40,24.1,94.3862,73.4233,77.0,76.17614
2019-04-03-17:50:45,24.1,94.5091,73.6035,77.0,76.17614
2019-04-03-17:50:50,24.1,94.3908,73.6214,77.0,76.17614
2019-04-03-17:50:55,24.1,94.3908,73.5726,77.0,76.17614
2019-04-03-17:51:00,24.1,94.3638,73.4492,77.0,76.17614
2019-04-03-17:51:05,24.1,94.1676,73.5683,77.0,76.17614
2019-04-03-17:51:10,24.1,94.3481,73.4205,77.0,76.17614
2019-04-03-17:51:15,24.1,94.4609,73.4332,77.0,76.17614
2019-04-03-17:51:20,24.1,94.4301,73.5163,77.0,76.17614
2019-04-03-17:51:25,24.1,94.4169,73.4113,77.0,76.17614
2019-04-03-17:51:30,24.1,94.4028,73.5201,77.0,76.17614
2019-04-03-17:51:35,24.1,94.3993,73.3069,77.0,76.17614
2019-04-03-17:51:40,24.1,94.106,73.4661,77.0,76.17614
2019-04-03-17:51:45,24.1,94.3562,73.4661,77.0,76.17614
2019-04-03-17:51:50,24.1,94.3562,73.419,77.0,76.17614
2019-04-03-17:51:55,24.1,94.2203,73.4188,77.0,76.17614
2019-04-03-17:52:00,24.1,94.3792,73.3963,77.0,76.17614
2019-04-03-17:52:05,24.1,94.2166,73.3377,77.0,76.17614
2019-04-03-17:52:10,24.1,94.1351,73.284,77.0,76.17614
2019-04-03-17:52:15,24.1,94.4361,73.3744,77.0,76.17614
2019-04-03-17:52:20,24.1,94.0954,73.3744,77.0,76.17614
2019-04-03-17:52:25,24.1,94.1217,73.429,77.0,76.17614
2019-04-03-17:52:30,24.1,94.1611,73.3719,77.0,76.17614
2019-04-03-17:52:35,24.1,94.1827,73.1649,77.0,76.17614
2019-04-03-17:52:40,24.1,94.1827,73.3198,77.0,76.17614
2019-04-03-17:52:45,24.1,94.2896,73.2837,77.0,76.17614
2019-04-03-17:52:50,24.1,94.1837,73.3778,77.0,76.17614
2019-04-03-17:52:55,24.1,94.0902,73.3689,77.0,76.17614
2019-04-03-17:53:00,24.1,94.2461,73.3571,77.0,76.17614
2019-04-03-17:53:05,24.1,94.1437,73.5466,77.0,76.17614
2019-04-03-17:53:10,24.1,94.1437,73.4836,77.0,76.17614
2019-04-03-17:53:15,24.1,94.0864,73.4765,77.0,76.17614
2019-04-03-17:53:20,24.1,94.111,73.2697,77.0,76.17614
2019-04-03-17:53:25,24.1,94.265,73.5426,77.0,76.17614
2019-04-03-17:53:30,24.1,94.0778,73.3827,77.0,76.17614
2019-04-03-17:53:35,24.1,94.0778,73.1809,77.0,76.17614
2019-04-03-17:53:40,24.1,94.0778,73.1189,77.0,76.17614
2019-04-03-17:53:45,24.1,94.1879,73.2153,77.0,76.17614
2019-04-03-17:53:50,24.1,94.1681,73.1062,77.0,76.17614
2019-04-03-17:53:55,24.1,94.1681,73.2485,77.0,76.17614
2019-04-03-17:54:00,24.1,94.2113,73.2865,77.0,76.17614
2019-04-03-17:54:05,24.1,94.2136,73.1953,77.0,76.17614
2019-04-03-17:54:10,24.1,93.9364,73.0599,77.0,76.17614
2019-04-03-17:54:15,24.1,93.9683,73.0953,77.0,76.17614
2019-04-03-17:54:20,24.1,94.1287,73.1639,77.0,76.17614
2019-04-03-17:54:25,24.1,94.1129,73.1639,77.0,76.17614
2019-04-03-17:54:30,24.1,93.9903,73.132,77.0,76.17614
2019-04-03-17:54:35,24.1,94.0508,73.1309,77.0,76.17614
2019-04-03-17:54:40,24.1,94.0508,73.1492,77.0,76.17614
2019-04-03-17:54:45,24.1,94.0508,73.0748,77.0,76.17614
2019-04-03-17:54:50,24.1,93.912,73.0748,77.0,76.17614
2019-04-03-17:54:55,24.1,93.9211,73.0748,77.0,76.17614
2019-04-03-17:55:00,24.1,93.9436,73.2809,77.0,76.17614
2019-04-03-17:55:05,24.1,93.8469,73.1501,77.0,76.17614
2019-04-03-17:55:10,24.1,94.0129,73.0557,77.0,76.17614
2019-04-03-17:55:15,24.1,94.013,73.0557,77.0,76.17614
2019-04-03-17:55:20,24.1,93.9645,73.0806,77.0,76.17614
2019-04-03-17:55:25,24.1,93.9208,73.2244,77.0,76.17614
2019-04-03-17:55:30,24.1,94.1019,73.0822,77.0,76.17614
2019-04-03-17:55:35,24.1,93.9141,73.0822,77.0,76.17614
2019-04-03-17:55:40,24.1,94.0162,73.3105,77.0,76.17614
2019-04-03-17:55:45,24.1,94.0162,73.0502,77.0,76.17614
2019-04-03-17:55:50,24.1,94.0674,73.2087,77.0,76.17614
2019-04-03-17:55:55,24.1,93.8818,73.1227,77.0,76.17614
2019-04-03-17:56:00,24.1,93.9078,73.1227,77.0,76.17614
2019-04-03-17:56:05,24.1,93.8913,73.1227,77.0,76.17614
2019-04-03-17:56:10,24.1,94.038,73.1227,77.0,76.17614
2019-04-03-17:56:15,24.1,94.1601,73.1227,77.0,76.17614
2019-04-03-17:56:20,24.1,93.9304,73.3694,77.0,76.17614
2019-04-03-17:56:25,24.1,94.0793,73.2311,77.0,76.17614
2019-04-03-17:56:30,24.1,93.9129,73.033,77.0,76.17614
2019-04-03-17:56:35,24.1,93.7642,73.0422,77.0,76.17614
2019-04-03-17:56:40,24.1,93.9333,73.0606,77.0,76.17614
2019-04-03-17:56:45,24.1,94.0406,72.8489,77.0,76.17614
2019-04-03-17:56:50,24.1,93.7975,73.0576,77.0,76.17614
2019-04-03-17:56:55,24.1,93.9319,73.0207,77.0,76.17614
2019-04-03-17:57:00,24.1,93.9377,73.0249,77.0,76.17614
2019-04-03-17:57:05,24.1,93.8325,72.7733,77.0,76.17614
2019-04-03-17:57:10,24.1,93.7404,73.0234,77.0,76.17614
2019-04-03-17:57:15,24.1,93.7425,73.0904,77.0,76.17614
2019-04-03-17:57:20,24.1,93.728,73.0436,77.0,76.17614
2019-04-03-17:57:25,24.1,93.7034,73.1008,77.0,76.17614
2019-04-03-17:57:30,24.1,93.7113,72.984,77.0,76.17614
2019-04-03-17:57:35,24.1,93.7524,72.9571,77.0,76.17614
2019-04-03-17:57:40,24.1,93.7354,73.0397,77.0,76.17614
2019-04-03-17:57:45,24.1,93.7451,73.0072,77.0,76.17614
2019-04-03-17:57:50,24.1,93.9078,72.9463,77.0,76.17614
2019-04-03-17:57:55,24.1,93.7856,73.0214,77.0,76.17614
2019-04-03-17:58:00,24.1,93.7856,72.9751,77.0,76.17614
2019-04-03-17:58:05,24.1,93.6734,72.9576,77.0,76.17614
2019-04-03-17:58:10,24.1,93.76,72.7927,77.0,76.17614
2019-04-03-17:58:15,24.1,93.6941,72.7972,77.0,76.17614
2019-04-03-17:58:20,24.1,93.7045,72.7417,77.0,76.17614
2019-04-03-17:58:25,24.1,93.7045,72.7417,77.0,76.17614
2019-04-03-17:58:30,24.1,93.8168,73.0387,77.0,76.17614
2019-04-03-17:58:35,24.1,93.8563,72.861,77.0,76.17614
2019-04-03-17:58:40,24.1,93.9044,72.9395,77.0,76.17614
2019-04-03-17:58:45,24.1,93.8437,72.9177,77.0,76.17614
2019-04-03-17:58:50,24.1,93.6912,72.7028,77.0,76.17614
2019-04-03-17:58:55,24.1,93.7075,72.7176,77.0,76.17614
2019-04-03-17:59:00,24.1,93.7818,72.9787,77.0,76.17614
2019-04-03-17:59:05,24.1,93.7566,72.7404,77.0,76.17614
2019-04-03-17:59:10,24.1,93.6106,72.693,77.0,76.17614
2019-04-03-17:59:15,24.1,93.502,72.6889,77.0,76.17614
2019-04-03-17:59:20,24.1,93.7727,72.6915,77.0,76.17614
2019-04-03-17:59:25,24.1,93.6695,72.6935,77.0,76.17614
2019-04-03-17:59:30,24.1,93.6695,72.7167,77.0,76.17614
2019-04-03-17:59:35,24.1,93.6695,72.7167,77.0,76.17614
2019-04-03-17:59:40,24.1,93.4597,72.7167,77.0,76.17614
2019-04-03-17:59:45,24.1,93.4728,72.6676,77.0,76.17614
2019-04-03-17:59:50,24.1,93.6454,72.8556,77.0,76.17614
2019-04-03-17:59:55,24.1,93.5356,72.6886,77.0,76.17614
2019-04-03-18:00:00,24.1,93.4496,72.7239,77.0,76.17614
2019-04-03-18:00:05,24.1,93.4481,72.7197,77.0,76.17614
2019-04-03-18:00:10,24.1,93.4304,72.7197,77.0,76.17614
2019-04-03-18:00:15,24.1,93.6424,72.6702,77.0,76.17614
2019-04-03-18:00:20,24.1,93.6424,72.6702,77.0,76.17614
2019-04-03-18:00:25,24.1,93.5634,72.6804,77.0,76.17614
2019-04-03-18:00:30,24.1,93.4282,72.7544,77.0,76.17614
2019-04-03-18:00:35,24.1,93.4727,72.6604,77.0,76.17614
2019-04-03-18:00:40,24.1,93.5721,72.6604,77.0,76.17614
2019-04-03-18:00:45,24.1,93.5231,72.8402,77.0,76.17614
2019-04-03-18:00:50,24.1,93.6583,72.9773,77.0,76.17614
2019-04-03-18:00:55,24.1,93.7051,72.8523,77.0,76.17614
2019-04-03-18:01:00,24.1,93.689,72.8865,77.0,76.17614
2019-04-03-18:01:05,24.1,93.4991,72.8195,77.0,76.17614
2019-04-03-18:01:10,24.1,93.5066,72.706,77.0,76.17614
2019-04-03-18:01:15,24.1,93.357,72.706,77.0,76.17614
2019-04-03-18:01:20,24.1,93.4443,72.702,77.0,76.17614
2019-04-03-18:01:25,24.1,93.4424,72.8734,77.0,76.17614
2019-04-03-18:01:30,24.1,93.4963,72.7659,77.0,76.17614
2019-04-03-18:01:35,24.1,93.3857,72.6639,77.0,76.17614
2019-04-03-18:01:40,24.1,93.3422,72.5289,77.0,76.17614
2019-04-03-18:01:45,24.1,93.3422,72.4522,77.0,76.17614
2019-04-03-18:01:50,24.1,93.4482,72.4306,77.0,76.17614
2019-04-03-18:01:55,24.1,93.314,72.6554,77.0,76.17614
2019-04-03-18:02:00,24.1,93.3058,72.3222,77.0,76.17614
2019-04-03-18:02:05,24.1,93.3964,72.5545,77.0,76.17614
2019-04-03-18:02:10,24.1,93.3221,72.6682,77.0,76.17614
2019-04-03-18:02:15,24.1,93.3224,72.7728,77.0,76.17614
2019-04-03-18:02:20,24.1,93.3557,72.4142,77.0,76.17614
2019-04-03-18:02:25,24.1,93.3557,72.5235,77.0,76.17614
2019-04-03-18:02:30,24.1,93.3412,72.6703,77.0,76.17614
2019-04-03-18:02:35,24.1,93.3529,72.5639,77.0,76.17614
2019-04-03-18:02:40,24.1,93.3529,72.3247,77.0,76.17614
2019-04-03-18:02:45,24.1,93.3529,72.3271,77.0,76.17614
2019-04-03-18:02:50,24.1,93.3529,72.3216,77.0,76.17614
2019-04-03-18:02:55,24.1,93.289,72.3709,77.0,76.17614
2019-04-03-18:03:00,24.1,93.2864,72.4993,77.0,76.17614
2019-04-03-18:03:05,24.1,93.4542,72.4829,77.0,76.17614
2019-04-03-18:03:10,24.1,93.4737,72.7086,77.0,76.17614
2019-04-03-18:03:15,24.1,93.4543,72.4917,77.0,76.17614
2019-04-03-18:03:20,24.1,93.407,72.512,77.0,76.17614
2019-04-03-18:03:25,24.1,93.4282,72.4439,77.0,76.17614
2019-04-03-18:03:30,24.1,93.3104,72.5341,77.0,76.17614
2019-04-03-18:03:35,24.1,93.4312,72.3982,77.0,76.17614
2019-04-03-18:03:40,24.1,93.3861,72.4199,77.0,76.17614
2019-04-03-18:03:45,24.1,93.3649,72.4815,77.0,76.17614
2019-04-03-18:03:50,24.1,93.0605,72.3424,77.0,76.17614
2019-04-03-18:03:55,24.1,93.2722,72.4912,77.0,76.17614
2019-04-03-18:04:00,24.1,93.2392,72.2958,77.0,76.17614
2019-04-03-18:04:05,24.1,93.2638,72.299,77.0,76.17614
2019-04-03-18:04:10,24.1,93.1424,72.4187,77.0,76.17614
2019-04-03-18:04:15,24.1,93.2449,72.3292,77.0,76.17614
2019-04-03-18:04:20,24.1,93.2506,72.4748,77.0,76.17614
2019-04-03-18:04:25,24.1,92.9956,72.4713,77.0,76.17614
2019-04-03-18:04:30,24.1,93.2651,72.3154,77.0,76.17614
2019-04-03-18:04:35,24.1,93.266,72.332,77.0,76.17614
2019-04-03-18:04:40,24.1,93.2769,72.3812,77.0,76.17614
2019-04-03-18:04:45,24.1,93.3097,72.5413,77.0,76.17614
2019-04-03-18:04:50,24.1,93.1264,72.2742,77.0,76.17614
2019-04-03-18:04:55,24.1,93.2503,72.2926,77.0,76.17614
2019-04-03-18:05:00,24.1,93.1584,72.2814,77.0,76.17614
2019-04-03-18:05:05,24.1,93.2421,72.2814,77.0,76.17614
2019-04-03-18:05:10,24.1,93.2222,72.2814,77.0,76.17614
2019-04-03-18:05:15,24.1,93.1493,72.2763,77.0,76.17614
2019-04-03-18:05:20,24.1,93.178,72.2783,77.0,76.17614
2019-04-03-18:05:25,24.1,93.3265,72.4662,77.0,76.17614
2019-04-03-18:05:30,24.1,93.3612,72.67,77.0,76.17614
2019-04-03-18:05:35,24.1,93.1481,72.4328,77.0,76.17614
2019-04-03-18:05:40,24.1,93.1246,72.3054,77.0,76.17614
2019-04-03-18:05:45,24.1,93.2979,72.3054,77.0,76.17614
2019-04-03-18:05:50,24.1,93.0814,72.2735,77.0,76.17614
2019-04-03-18:05:55,24.1,93.2874,72.2921,77.0,76.17614
2019-04-03-18:06:00,24.1,93.184,72.3604,77.0,76.17614
2019-04-03-18:06:05,24.1,93.1388,72.3661,77.0,76.17614
2019-04-03-18:06:10,24.1,93.2382,72.3866,77.0,76.17614
2019-04-03-18:06:15,24.1,93.0721,72.2566,77.0,76.17614
2019-04-03-18:06:20,24.1,93.0453,72.0947,77.0,76.17614
2019-04-03-18:06:25,24.1,93.065,72.2751,77.0,76.17614
2019-04-03-18:06:30,24.1,93.0557,72.2739,77.0,76.17614
2019-04-03-18:06:35,24.1,92.9566,72.2457,77.0,76.17614
2019-04-03-18:06:40,24.1,92.9443,72.268,77.0,76.17614
2019-04-03-18:06:45,24.1,93.138,72.268,77.0,76.17614
2019-04-03-18:06:50,24.1,93.1629,72.164,77.0,76.17614
2019-04-03-18:06:55,24.1,93.0077,72.3174,77.0,76.17614
2019-04-03-18:07:00,24.1,93.0077,72.2194,77.0,76.17614
