Date,CPID:CM03:3001:JT:CV_VALUE,CLL:CM03:2301:DS:LVL,CLL:CM03:2601:US:LVL,Electric Heat Load Setpoint,Electric Heat Load Readback
2019-04-03-17:35:00,24.4334,95.2417,74.2379,64.0,63.26724
2019-04-03-17:35:01,24.4334,95.1194,74.3943,64.0,63.26724
2019-04-03-17:35:02,24.4334,95.2383,74.2339,64.0,63.26724
2019-04-03-17:35:03,24.4334,95.2383,74.4253,64.0,63.26724
2019-04-03-17:35:04,24.4334,95.1374,74.4253,64.0,63.26724
2019-04-03-17:35:05,24.4334,95.1374,74.2622,64.0,63.26724
2019-04-03-17:35:06,24.4334,95.1374,74.3667,64.0,63.26724
2019-04-03-17:35:07,24.4334,95.1374,74.3667,64.0,63.26724
2019-04-03-17:35:08,24.4334,95.349,74.5702,64.0,63.26724
2019-04-03-17:35:09,24.4334,95.2,74.36,64.0,63.26724
2019-04-03-17:35:10,24.4334,94.9052,74.36,64.0,63.26724
2019-04-03-17:35:11,24.4334,95.1646,74.6457,64.0,63.26724
2019-04-03-17:35:12,24.4334,95.06,74.2468,64.0,63.26724
2019-04-03-17:35:13,24.4334,95.06,74.4952,64.0,63.26724
2019-04-03-17:35:14,24.4334,95.1939,74.2576,64.0,63.26724
2019-04-03-17:35:15,24.4334,95.0667,74.374,64.0,63.26724
2019-04-03-17:35:16,24.4334,94.9624,74.2627,64.0,63.26724
2019-04-03-17:35:17,24.4334,95.1731,74.2627,64.0,63.26724
2019-04-03-17:35:18,24.2858,95.1731,74.4779,64.0,63.26724
2019-04-03-17:35:19,24.2858,95.1731,74.2774,64.0,63.26724
2019-04-03-17:35:20,24.2858,95.1731,74.2774,64.0,63.26724
2019-04-03-17:35:21,24.2858,95.3131,74.4794,64.0,63.26724
2019-04-03-17:35:22,24.2858,95.1416,74.2252,64.0,63.26724
2019-04-03-17:35:23,24.2858,95.1416,74.2252,64.0,63.26724
2019-04-03-17:35:24,24.2858,95.1416,74.2252,64.0,63.26724
2019-04-03-17:35:25,24.2858,95.1416,74.2252,64.0,63.26724
2019-04-03-17:35:26,24.2858,95.3183,74.2252,64.0,63.26724
2019-04-03-17:35:27,24.2858,95.1148,74.4065,64.0,63.26724
2019-04-03-17:35:28,24.2858,95.1148,74.2416,64.0,63.26724
2019-04-03-17:35:29,24.2858,95.294,74.2416,64.0,63.26724
2019-04-03-17:35:30,24.2858,95.1569,74.2416,64.0,63.26724
2019-04-03-17:35:31,24.2858,95.347,74.4158,64.0,63.26724
2019-04-03-17:35:32,24.2858,95.1571,74.1998,64.0,63.26724
2019-04-03-17:35:33,24.2858,95.1571,74.1998,64.0,63.26724
2019-04-03-17:35:34,24.2858,95.1571,74.1998,64.0,63.26724
2019-04-03-17:35:35,24.2858,95.0094,74.1998,64.0,63.26724
2019-04-03-17:35:36,24.2858,95.3021,74.524,64.0,63.26724
2019-04-03-17:35:37,24.2858,95.1993,74.3339,64.0,63.26724
2019-04-03-17:35:38,24.6461,94.9538,74.3339,64.0,63.26724
2019-04-03-17:35:39,24.6461,95.2765,74.3339,64.0,63.26724
2019-04-03-17:35:40,24.6461,95.0745,74.4431,64.0,63.26724
2019-04-03-17:35:41,24.6461,95.2908,74.5729,64.0,63.26724
2019-04-03-17:35:42,24.6461,95.1656,74.2018,64.0,63.26724
2019-04-03-17:35:43,24.6461,95.1656,74.4171,64.0,63.26724
2019-04-03-17:35:44,24.6461,95.1656,74.22,64.0,63.26724
2019-04-03-17:35:45,24.6461,95.1656,74.22,64.0,63.26724
2019-04-03-17:35:46,24.6461,95.1656,74.4391,64.0,63.26724
2019-04-03-17:35:47,24.6461,95.1656,74.4391,64.0,63.26724
2019-04-03-17:35:48,24.6461,95.1656,74.2906,64.0,63.26724
2019-04-03-17:35:49,24.6461,95.0564,74.4112,64.0,63.26724
2019-04-03-17:35:50,24.6461,95.0564,74.2493,64.0,63.26724
2019-04-03-17:35:51,24.6461,95.0564,74.5079,64.0,63.26724
2019-04-03-17:35:52,24.6461,95.0564,74.1938,64.0,63.26724
2019-04-03-17:35:53,24.6461,95.2608,74.2995,64.0,63.26724
2019-04-03-17:35:54,24.6461,95.2608,74.2995,64.0,63.26724
2019-04-03-17:35:55,24.6461,94.9966,74.1674,64.0,63.26724
2019-04-03-17:35:56,24.6461,95.2096,74.4982,64.0,63.26724
2019-04-03-17:35:57,24.6461,95.0831,74.2725,64.0,63.26724
2019-04-03-17:35:58,25.1814,95.0831,74.2725,64.0,63.26724
2019-04-03-17:35:59,25.1814,95.1871,74.2725,64.0,63.26724
2019-04-03-17:36:00,25.1814,95.1871,74.3906,64.0,63.26724
2019-04-03-17:36:01,25.1814,95.2885,74.3906,64.0,63.26724
2019-04-03-17:36:02,25.1814,95.0348,74.3906,64.0,63.26724
2019-04-03-17:36:03,25.1814,95.1762,74.3906,64.0,63.26724
2019-04-03-17:36:04,25.1814,95.0281,74.3906,64.0,63.26724
2019-04-03-17:36:05,25.1814,95.0281,74.3906,64.0,63.26724
2019-04-03-17:36:06,25.1814,95.2455,74.1771,64.0,63.26724
2019-04-03-17:36:07,25.1814,95.2455,74.3906,64.0,63.26724
2019-04-03-17:36:08,25.1814,95.2455,74.3906,64.0,63.26724
2019-04-03-17:36:09,25.1814,95.1164,74.231,64.0,63.26724
2019-04-03-17:36:10,25.1814,94.9941,74.4269,64.0,63.26724
2019-04-03-17:36:11,25.1814,95.2462,74.2097,64.0,63.26724
2019-04-03-17:36:12,25.1814,95.145,74.6188,64.0,63.26724
2019-04-03-17:36:13,25.1814,95.2556,74.2233,64.0,63.26724
2019-04-03-17:36:14,25.1814,95.0378,74.2233,64.0,63.26724
2019-04-03-17:36:15,25.1814,95.1458,74.3866,64.0,63.26724
2019-04-03-17:36:16,25.1814,95.3944,74.3866,64.0,63.26724
2019-04-03-17:36:17,25.1814,95.1684,74.3866,64.0,63.26724
2019-04-03-17:36:18,24.665,95.1684,74.5988,64.0,63.26724
2019-04-03-17:36:19,24.665,95.1684,74.2179,64.0,63.26724
2019-04-03-17:36:20,24.665,95.1684,74.2179,64.0,63.26724
2019-04-03-17:36:21,24.665,95.1684,74.2179,64.0,63.26724
2019-04-03-17:36:22,24.665,95.1684,74.2179,64.0,63.26724
2019-04-03-17:36:23,24.665,94.9401,74.4019,64.0,63.26724
2019-04-03-17:36:24,24.665,95.1761,74.269,64.0,63.26724
2019-04-03-17:36:25,24.665,95.1761,74.4928,64.0,63.26724
2019-04-03-17:36:26,24.665,94.9897,74.211,64.0,63.26724
2019-04-03-17:36:27,24.665,95.1456,74.211,64.0,63.26724
2019-04-03-17:36:28,24.665,95.1456,74.5048,64.0,63.26724
2019-04-03-17:36:29,24.665,95.26,74.5048,64.0,63.26724
2019-04-03-17:36:30,24.665,95.26,74.3312,64.0,63.26724
2019-04-03-17:36:31,24.665,95.1412,74.1978,64.0,63.26724
2019-04-03-17:36:32,24.665,95.1412,74.1978,64.0,63.26724
2019-04-03-17:36:33,24.665,95.2489,74.3042,64.0,63.26724
2019-04-03-17:36:34,24.665,95.2489,74.3042,64.0,63.26724
2019-04-03-17:36:35,24.665,95.2489,74.3042,64.0,63.26724
2019-04-03-17:36:36,24.665,95.1223,74.3042,64.0,63.26724
2019-04-03-17:36:37,24.665,94.953,74.3042,64.0,63.26724
2019-04-03-17:36:38,24.5044,95.2874,74.424,64.0,63.26724
2019-04-03-17:36:39,24.5044,95.1779,74.424,64.0,63.26724
2019-04-03-17:36:40,24.5044,95.1779,74.2799,64.0,63.26724
2019-04-03-17:36:41,24.5044,95.1779,74.1646,64.0,63.26724
2019-04-03-17:36:42,24.5044,95.1779,74.1646,64.0,63.26724
2019-04-03-17:36:43,24.5044,95.1779,74.3548,64.0,63.26724
2019-04-03-17:36:44,24.5044,95.1779,74.2083,64.0,63.26724
2019-04-03-17:36:45,24.5044,95.4754,74.2083,64.0,63.26724
2019-04-03-17:36:46,24.5044,95.1249,74.4334,64.0,63.26724
2019-04-03-17:36:47,24.5044,95.1249,74.1711,64.0,63.26724
2019-04-03-17:36:48,24.5044,95.1249,74.1711,64.0,63.26724
2019-04-03-17:36:49,24.5044,95.1249,74.1711,64.0,63.26724
2019-04-03-17:36:50,24.5044,95.0011,74.472,64.0,63.26724
2019-04-03-17:36:51,24.5044,95.1055,74.1936,64.0,63.26724
2019-04-03-17:36:52,24.5044,95.3526,74.321,64.0,63.26724
2019-04-03-17:36:53,24.5044,95.0185,74.321,64.0,63.26724
2019-04-03-17:36:54,24.5044,95.0185,74.1931,64.0,63.26724
2019-04-03-17:36:55,24.5044,95.0185,74.1931,64.0,63.26724
2019-04-03-17:36:56,24.5044,95.1949,74.425,64.0,63.26724
2019-04-03-17:36:57,24.5044,95.3186,74.425,64.0,63.26724
2019-04-03-17:36:58,24.6191,94.9696,74.2269,64.0,63.26724
2019-04-03-17:36:59,24.6191,95.31,74.2269,64.0,63.26724
2019-04-03-17:37:00,24.6191,95.1677,74.2269,64.0,63.26724
2019-04-03-17:37:01,24.6191,94.9522,74.41,64.0,63.26724
2019-04-03-17:37:02,24.6191,95.254,74.41,64.0,63.26724
2019-04-03-17:37:03,24.6191,95.254,74.2183,64.0,63.26724
2019-04-03-17:37:04,24.6191,95.254,74.3878,64.0,63.26724
2019-04-03-17:37:05,24.6191,95.254,74.3878,64.0,63.26724
2019-04-03-17:37:06,24.6191,95.1241,74.2301,64.0,63.26724
2019-04-03-17:37:07,24.6191,95.235,74.6259,64.0,63.26724
2019-04-03-17:37:08,24.6191,95.0865,74.3685,64.0,63.26724
2019-04-03-17:37:09,24.6191,95.2163,74.3685,64.0,63.26724
2019-04-03-17:37:10,24.6191,95.0811,74.1727,64.0,63.26724
2019-04-03-17:37:11,24.6191,95.0811,74.1727,64.0,63.26724
2019-04-03-17:37:12,24.6191,95.2012,74.3827,64.0,63.26724
2019-04-03-17:37:13,24.6191,95.2012,74.1994,64.0,63.26724
2019-04-03-17:37:14,24.6191,95.2012,74.3866,64.0,63.26724
2019-04-03-17:37:15,24.6191,95.0605,74.1938,64.0,63.26724
2019-04-03-17:37:16,24.6191,95.1996,74.6877,64.0,63.26724
2019-04-03-17:37:17,24.6191,95.0947,74.3523,64.0,63.26724
2019-04-03-17:37:18,22.7935,95.2852,74.2073,64.0,63.26724
2019-04-03-17:37:19,22.7935,95.1307,74.6286,64.0,63.26724
2019-04-03-17:37:20,22.7935,94.9965,74.217,64.0,63.26724
2019-04-03-17:37:21,22.7935,95.2003,74.5982,64.0,63.26724
2019-04-03-17:37:22,22.7935,95.2003,74.2726,64.0,63.26724
2019-04-03-17:37:23,22.7935,95.2003,74.2726,64.0,63.26724
2019-04-03-17:37:24,22.7935,95.2003,74.2726,64.0,63.26724
2019-04-03-17:37:25,22.7935,95.0913,74.2726,64.0,63.26724
2019-04-03-17:37:26,22.7935,94.9461,74.2726,64.0,63.26724
2019-04-03-17:37:27,22.7935,95.2139,74.2726,64.0,63.26724
2019-04-03-17:37:28,22.7935,95.1089,74.1703,64.0,63.26724
2019-04-03-17:37:29,22.7935,95.1089,74.6,64.0,63.26724
2019-04-03-17:37:30,22.7935,95.1089,74.2433,64.0,63.26724
2019-04-03-17:37:31,22.7935,95.1089,74.2433,64.0,63.26724
2019-04-03-17:37:32,22.7935,95.224,74.2433,64.0,63.26724
