Date,CPID:CM03:3001:JT:CV_VALUE,CLL:CM03:2301:DS:LVL,CLL:CM03:2601:US:LVL,CPT:CM03:2302:DS:PRESS,Electric Heat Load Setpoint,Electric Heat Load Readback,Effective Gradient
2020-07-30-09:11:35,19,94.1054,75.7842,118.75,0.0,0.0,30.3706835085
2020-07-30-09:11:36,19,94.1054,75.9664,118.75,0.0,0.0,30.3706835085
2020-07-30-09:11:37,19,94.1054,75.7653,118.75,0.0,0.0,30.3706835085
2020-07-30-09:11:38,19,94.1054,76.0334,118.75,0.0,0.0,30.3706835085
2020-07-30-09:11:39,19,93.888,76.0334,118.75,0.0,0.0,30.3706835085
2020-07-30-09:11:40,19,93.888,75.755,118.75,0.0,0.0,30.4160847861
2020-07-30-09:11:41,19,93.888,75.9289,118.75,0.0,0.0,30.4160847861
2020-07-30-09:11:42,19,94.0339,75.9289,118.75,0.0,0.0,30.4160847861
2020-07-30-09:11:43,19,93.8982,75.7938,118.75,0.0,0.0,30.4658173756
2020-07-30-09:11:44,19,94.2273,75.7938,118.75,0.0,0.0,30.5215425899
2020-07-30-09:11:45,19,94.2273,75.7938,118.75,0.0,0.0,30.5215425899
2020-07-30-09:11:46,19,93.8829,76.0127,118.75,0.0,0.0,30.5708485284
2020-07-30-09:11:47,19,93.8829,75.8793,118.75,0.0,0.0,30.5708485284
2020-07-30-09:11:48,19,93.8829,75.7542,118.75,0.0,0.0,30.5708485284
2020-07-30-09:11:49,19,93.8829,76.0132,118.75,0.0,0.0,30.6265446832
2020-07-30-09:11:50,19,93.8829,76.0132,118.75,0.0,0.0,30.6265446832
2020-07-30-09:11:51,18.1,93.9983,75.8139,118.75,0.0,0.0,30.6947926077
2020-07-30-09:11:52,18.1,93.9983,75.9191,118.75,0.0,0.0,30.6947926077
2020-07-30-09:11:53,18.1,93.9983,75.7807,118.75,0.0,0.0,30.7533034629
2020-07-30-09:11:54,18.1,94.1321,75.7807,118.75,0.0,0.0,30.7533034629
2020-07-30-09:11:55,18.1,93.8037,75.7807,118.75,0.0,0.0,30.829738496
2020-07-30-09:11:56,18.1,94.017,75.7807,118.75,0.0,0.0,30.829738496
2020-07-30-09:11:57,18.1,94.017,75.7807,118.75,0.0,0.0,30.829738496
2020-07-30-09:11:58,18.1,94.017,75.7807,118.75,0.0,0.0,30.8699134776
2020-07-30-09:11:59,18.1,93.7471,75.7807,118.75,0.0,0.0,30.8699134776
2020-07-30-09:12:00,18.1,93.9976,75.6783,118.75,0.0,0.0,30.9141332844
2020-07-30-09:12:01,18.1,93.9976,75.6783,118.75,0.0,0.0,30.9141332844
2020-07-30-09:12:02,18.1,93.7601,75.6783,118.75,0.0,0.0,30.9141332844
2020-07-30-09:12:03,18.1,94.1688,75.6783,118.75,0.0,0.0,30.969286334
2020-07-30-09:12:04,18.1,93.7536,75.6783,118.75,0.0,0.0,31.0105871575
2020-07-30-09:12:05,18.1,93.7536,75.6783,118.75,0.0,0.0,31.0105871575
2020-07-30-09:12:06,18.1,93.9144,75.6783,118.75,0.0,0.0,31.0105871575
2020-07-30-09:12:07,18.1,93.8065,75.5417,118.75,0.0,0.0,31.0105871575
2020-07-30-09:12:08,18.1,93.9244,75.6756,118.75,0.0,0.0,31.0105871575
2020-07-30-09:12:09,18.1,93.7907,75.6756,118.75,0.0,0.0,31.0611681542
2020-07-30-09:12:10,18.1,93.7907,75.5126,118.75,0.0,0.0,31.0611681542
2020-07-30-09:12:11,18.1,93.9478,75.7568,118.75,0.0,0.0,31.1334082585
2020-07-30-09:12:12,18.1,93.748,75.5542,118.75,0.0,0.0,31.1334082585
2020-07-30-09:12:13,18.1,93.8893,75.6893,118.75,0.0,0.0,31.1744478974
2020-07-30-09:12:14,18.1,93.7263,75.6893,118.75,0.0,0.0,31.1744478974
2020-07-30-09:12:15,18.1,93.8833,75.6893,118.75,0.0,0.0,31.2284696158
2020-07-30-09:12:16,18.1,93.6292,75.6893,118.75,0.0,0.0,31.2284696158
2020-07-30-09:12:17,18.1,93.7518,75.3894,118.75,0.0,0.0,31.2284696158
2020-07-30-09:12:18,18.1,93.7518,75.6399,118.75,0.0,0.0,31.2768493918
2020-07-30-09:12:19,18.1,93.905,75.4922,118.75,0.0,0.0,31.2768493918
2020-07-30-09:12:20,18.1,93.905,75.4922,118.75,0.0,0.0,31.3257500318
2020-07-30-09:12:21,18.1,93.905,75.4922,118.75,0.0,0.0,31.3257500318
2020-07-30-09:12:22,18.1,93.5355,75.4922,118.75,0.0,0.0,31.3925319162
2020-07-30-09:12:23,18.1,93.782,75.3685,118.75,0.0,0.0,31.3925319162
2020-07-30-09:12:24,18.1,93.782,75.3685,118.75,0.0,0.0,31.3481113587
2020-07-30-09:12:25,18.1,93.782,75.5922,118.75,0.0,0.0,31.3481113587
2020-07-30-09:12:26,18.1,93.782,75.5922,118.75,0.0,0.0,31.3947879612
2020-07-30-09:12:27,18.1,93.782,75.3758,118.75,0.0,0.0,31.3947879612
2020-07-30-09:12:28,18.1,93.5879,75.7112,118.75,0.0,0.0,31.3947879612
2020-07-30-09:12:29,18.1,93.5879,75.3601,118.75,0.0,0.0,31.3947879612
2020-07-30-09:12:30,18.1,93.5879,75.5449,118.75,0.0,0.0,31.3947879612
2020-07-30-09:12:31,18.1,93.5879,75.5449,118.75,0.0,0.0,31.3947879612
2020-07-30-09:12:32,18.1,93.5879,75.3204,118.75,0.0,0.0,31.3947879612
2020-07-30-09:12:33,18.1,93.7795,75.5528,118.75,0.0,0.0,31.4351874796
2020-07-30-09:12:34,18.1,93.6294,75.5528,118.75,0.0,0.0,31.4351874796
2020-07-30-09:12:35,18.1,93.6294,75.5528,118.75,0.0,0.0,31.4351874796
2020-07-30-09:12:36,18.1,93.4937,75.5528,118.75,0.0,0.0,31.4351874796
2020-07-30-09:12:37,18.1,93.4937,75.3333,118.75,0.0,0.0,31.4351874796
2020-07-30-09:12:38,18.1,93.6521,75.794,118.75,0.0,0.0,31.4826044821
2020-07-30-09:12:39,18.1,93.5042,75.3187,118.75,0.0,0.0,31.4826044821
2020-07-30-09:12:40,18.1,93.5042,75.4883,118.75,0.0,0.0,31.5312945817
2020-07-30-09:12:41,18.1,93.5042,75.3267,118.75,0.0,0.0,31.5312945817
2020-07-30-09:12:42,18.1,93.5042,75.3267,118.75,0.0,0.0,31.5312945817
2020-07-30-09:12:43,18.1,93.6491,75.4935,118.75,0.0,0.0,31.5312945817
2020-07-30-09:12:44,18.1,93.3081,75.4935,118.75,0.0,0.0,31.5312945817
2020-07-30-09:12:45,18.1,93.5033,75.4935,118.75,0.0,0.0,31.5312945817
2020-07-30-09:12:46,18.1,93.5033,75.3217,118.75,0.0,0.0,31.5312945817
2020-07-30-09:12:47,18.1,93.6266,75.3217,118.75,0.0,0.0,31.5312945817
2020-07-30-09:12:48,18.1,93.6266,75.4455,118.75,0.0,0.0,31.5312945817
2020-07-30-09:12:49,18.1,93.6266,75.3439,118.75,0.0,0.0,31.5312945817
2020-07-30-09:12:50,18.1,93.4454,75.458,118.75,0.0,0.0,31.5312945817
2020-07-30-09:12:51,18.1,93.4454,75.3371,118.75,0.0,0.0,31.5312945817
2020-07-30-09:12:52,18.1,93.4454,75.1682,118.75,0.0,0.0,31.5312945817
2020-07-30-09:12:53,18.1,93.4454,75.3464,118.75,0.0,0.0,31.5312945817
2020-07-30-09:12:54,18.1,93.4454,75.3464,118.75,0.0,0.0,31.5312945817
2020-07-30-09:12:55,18.1,93.7034,75.3464,118.75,0.0,0.0,31.5774758896
2020-07-30-09:12:56,18.1,93.361,75.3464,118.75,0.0,0.0,31.5774758896
2020-07-30-09:12:57,18.1,93.5738,75.3464,118.75,0.0,0.0,31.5774758896
2020-07-30-09:12:58,18.1,93.3729,75.3464,118.75,0.0,0.0,31.5774758896
2020-07-30-09:12:59,18.1,93.3729,75.3464,118.75,0.0,0.0,31.6304007847
2020-07-30-09:13:00,18.1,93.3729,75.3464,118.75,0.0,0.0,31.6304007847
2020-07-30-09:13:01,18.1,93.3729,75.2111,118.75,0.0,0.0,31.6304007847
2020-07-30-09:13:02,18.1,93.4739,75.3732,118.75,0.0,0.0,31.6304007847
2020-07-30-09:13:03,18.1,93.4739,75.1715,118.75,0.0,0.0,31.6304007847
2020-07-30-09:13:04,18.1,93.3348,75.309,118.75,0.0,0.0,31.6304007847
2020-07-30-09:13:05,18.1,93.4974,75.309,118.75,0.0,0.0,31.6304007847
2020-07-30-09:13:06,18.1,93.4974,75.309,118.75,0.0,0.0,31.6304007847
2020-07-30-09:13:07,18.1,93.4974,75.309,118.75,0.0,0.0,31.6304007847
2020-07-30-09:13:08,18.1,93.3607,75.0946,118.75,0.0,0.0,31.6877529663
2020-07-30-09:13:09,18.1,93.3607,75.2402,118.75,0.0,0.0,31.6877529663
2020-07-30-09:13:10,18.1,93.5101,75.0373,118.75,0.0,0.0,31.6877529663
2020-07-30-09:13:11,18.1,93.3202,75.2586,118.75,0.0,0.0,31.6877529663
2020-07-30-09:13:12,18.1,93.5644,75.2586,118.75,0.0,0.0,31.6877529663
2020-07-30-09:13:13,18.1,93.3201,75.1,118.75,0.0,0.0,31.6877529663
2020-07-30-09:13:14,18.1,93.3201,75.2404,118.75,0.0,0.0,31.6877529663
2020-07-30-09:13:15,18.1,93.3201,75.2404,118.75,0.0,0.0,31.7488576863
2020-07-30-09:13:16,18.1,93.3201,75.2404,118.75,0.0,0.0,31.7488576863
2020-07-30-09:13:17,18.1,93.4465,75.2404,118.75,0.0,0.0,31.7488576863
2020-07-30-09:13:18,18.1,93.3085,74.9861,118.75,0.0,0.0,31.7488576863
2020-07-30-09:13:19,18.1,93.4514,74.9861,118.75,0.0,0.0,31.7488576863
2020-07-30-09:13:20,18.1,93.335,74.9861,118.75,0.0,0.0,31.7488576863
2020-07-30-09:13:21,18.1,93.335,75.2853,118.75,0.0,0.0,31.7488576863
2020-07-30-09:13:22,18.1,93.335,74.9714,118.75,0.0,0.0,31.7488576863
2020-07-30-09:13:23,18.1,93.2336,74.9714,118.75,0.0,0.0,31.7488576863
2020-07-30-09:13:24,18.1,93.2336,74.9714,118.75,0.0,0.0,31.7488576863
2020-07-30-09:13:25,18.1,93.0537,74.9714,118.75,0.0,0.0,31.7488576863
2020-07-30-09:13:26,18.1,93.2901,75.2232,118.75,0.0,0.0,31.7991923863
2020-07-30-09:13:27,18.1,93.2901,74.9858,118.75,0.0,0.0,31.7991923863
2020-07-30-09:13:28,18.1,93.2901,74.9858,118.75,0.0,0.0,31.7991923863
2020-07-30-09:13:29,18.1,93.2901,75.2073,118.75,0.0,0.0,31.7991923863
2020-07-30-09:13:30,18.1,93.2901,75.0466,118.75,0.0,0.0,31.7991923863
2020-07-30-09:13:31,18.1,93.2901,75.0466,118.75,0.0,0.0,31.7991923863
2020-07-30-09:13:32,18.1,93.1021,75.2162,118.75,0.0,0.0,31.7991923863
2020-07-30-09:13:33,18.1,93.1021,74.9674,118.75,0.0,0.0,31.7991923863
2020-07-30-09:13:34,18.1,93.2984,74.9674,118.75,0.0,0.0,31.7991923863
2020-07-30-09:13:35,18.1,93.1208,74.9674,118.75,0.0,0.0,31.7991923863
2020-07-30-09:13:36,18.1,93.1208,74.9674,118.75,0.0,0.0,31.7991923863
2020-07-30-09:13:37,18.1,93.1208,75.1227,118.75,0.0,0.0,31.7991923863
2020-07-30-09:13:38,18.1,93.1208,74.9484,118.75,0.0,0.0,31.7991923863
2020-07-30-09:13:39,18.1,93.1208,74.9484,118.75,0.0,0.0,31.7991923863
