Date,CPV:CM02:3001:JT:POS_RBV,CLL:CM02:2301:DS:LVL,CLL:CM02:2601:US:LVL,ACCL:L1B:0240:GACT,CHTR:CM02:1455:HV:POWER,CPT:CM02:2302:DS:PRESS
2019-03-27-16:30:10,23.7734,97.7581,75.313,15.9841,1.92181,28.5541
2019-03-27-16:30:11,23.7734,97.7581,75.4324,15.9841,1.92181,28.5541
2019-03-27-16:30:12,23.7734,97.7581,75.4324,15.9841,1.92181,28.5541
2019-03-27-16:30:13,23.7734,98.0049,75.1607,15.9841,1.92181,28.5541
2019-03-27-16:30:14,23.7734,97.7454,75.4296,15.9841,1.92181,28.5541
2019-03-27-16:30:15,23.7734,97.7454,75.5602,15.9841,1.92181,28.5541
2019-03-27-16:30:16,23.7734,97.7454,75.2927,15.9841,1.92181,28.5541
2019-03-27-16:30:17,23.7734,97.7454,75.5849,15.9841,1.92181,28.5541
2019-03-27-16:30:18,23.7734,97.8836,75.2647,15.9841,1.92181,28.5541
2019-03-27-16:30:19,23.7734,97.7821,75.5764,15.9841,1.92181,28.5541
2019-03-27-16:30:20,23.7734,97.7821,75.179,15.9841,1.92181,28.5541
2019-03-27-16:30:21,23.7734,97.7821,75.4087,15.9841,1.92181,28.5541
2019-03-27-16:30:22,23.7734,97.7821,75.5322,15.9841,1.92181,28.5541
2019-03-27-16:30:23,23.7734,97.7821,75.4223,15.9841,1.92181,28.5541
2019-03-27-16:30:24,23.7734,97.7821,75.4223,15.9841,1.92181,28.5541
2019-03-27-16:30:25,23.7734,97.7821,75.4223,15.9841,1.92181,28.5541
2019-03-27-16:30:26,23.7734,97.7821,75.2717,15.9733,1.92181,28.5541
2019-03-27-16:30:27,23.7734,97.7821,75.4547,15.9733,1.92181,28.5541
2019-03-27-16:30:28,23.7734,97.888,75.4547,15.9733,1.92181,28.5541
2019-03-27-16:30:29,23.7734,97.7309,75.3503,15.9733,1.92181,28.5541
2019-03-27-16:30:30,23.7734,98.1434,75.4644,15.9733,1.92181,28.5541
2019-03-27-16:30:31,22.8125,97.7576,75.2413,15.9836,1.92181,28.5541
2019-03-27-16:30:32,24.7383,98.0973,75.2413,15.9836,1.92181,28.5541
2019-03-27-16:30:33,23.7734,97.7427,75.4026,15.9836,1.92181,28.5541
2019-03-27-16:30:34,23.7734,97.7427,75.4026,15.9836,1.92181,28.5541
2019-03-27-16:30:35,23.7734,97.932,75.4026,15.9836,1.92181,28.5541
2019-03-27-16:30:36,23.7734,97.7321,75.4026,15.9723,1.92181,28.5541
2019-03-27-16:30:37,23.7734,97.9665,75.4026,15.9723,1.92181,28.5541
2019-03-27-16:30:38,23.7734,97.7614,75.4026,15.9723,1.92181,28.5541
2019-03-27-16:30:39,23.7734,97.7614,75.1447,15.9723,1.92181,28.5541
2019-03-27-16:30:40,23.7734,98.0148,75.3655,15.9723,1.92181,28.5541
2019-03-27-16:30:41,23.7734,97.7477,75.3655,15.9723,1.92181,28.5541
2019-03-27-16:30:42,23.7734,97.9659,75.5205,15.9723,1.92181,28.5541
2019-03-27-16:30:43,23.7734,97.7477,75.2762,15.9723,1.92181,28.5541
2019-03-27-16:30:44,23.7734,97.7477,75.2762,15.9723,1.92181,28.5541
2019-03-27-16:30:45,23.7734,97.7477,75.2762,15.9723,1.92181,28.5541
2019-03-27-16:30:46,23.7734,97.7477,75.2762,15.9723,1.92181,28.5541
2019-03-27-16:30:47,23.7734,97.9201,75.2762,15.9723,1.92181,28.5541
2019-03-27-16:30:48,23.7734,97.9201,75.2762,15.9723,1.92181,28.5541
2019-03-27-16:30:49,23.7734,97.7214,75.2762,15.9723,1.92181,28.5541
2019-03-27-16:30:50,23.7734,97.7214,75.2762,15.9723,1.92181,28.5541
2019-03-27-16:30:51,23.7734,97.7214,75.2762,15.9723,1.92181,28.5541
2019-03-27-16:30:52,23.7734,97.9261,75.4445,15.9723,1.92181,28.5541
2019-03-27-16:30:53,23.7734,97.7976,75.2596,15.9723,1.92181,28.5541
2019-03-27-16:30:54,23.7734,97.7976,75.2596,15.9723,1.92181,28.5541
2019-03-27-16:30:55,23.7734,97.7976,75.2596,15.9723,1.92181,28.5541
2019-03-27-16:30:56,23.7734,97.7976,75.2596,15.9723,1.92181,28.5541
2019-03-27-16:30:57,23.7734,97.7976,75.1236,15.9723,1.92181,28.5541
2019-03-27-16:30:58,23.7734,97.9106,75.2974,15.9723,1.92181,28.5541
2019-03-27-16:30:59,23.7734,97.9106,75.2974,15.9723,1.92181,28.5541
2019-03-27-16:31:00,23.7734,97.7987,75.1326,15.9723,1.92181,28.5541
2019-03-27-16:31:01,23.7734,97.7987,75.1326,15.9723,1.92181,28.5541
2019-03-27-16:31:02,23.7734,97.7987,75.1326,15.9723,1.92181,28.5541
2019-03-27-16:31:03,23.7734,97.9334,75.3583,15.9723,1.92181,28.5541
2019-03-27-16:31:04,23.7734,97.9334,75.4762,15.9623,1.92181,28.5541
2019-03-27-16:31:05,23.7734,97.9334,75.2569,15.9623,1.92181,28.5541
2019-03-27-16:31:06,23.7734,97.7288,75.1326,15.9623,1.92181,28.5541
2019-03-27-16:31:07,23.7734,97.8352,75.2528,15.9623,1.92181,28.5541
2019-03-27-16:31:08,23.7734,97.8352,75.2528,15.9623,1.92181,28.5541
2019-03-27-16:31:09,23.7734,97.8352,75.5115,15.9623,1.92181,28.5541
2019-03-27-16:31:10,23.7734,97.8352,75.2687,15.9623,1.92181,28.5541
2019-03-27-16:31:11,23.7734,97.7252,75.5828,15.9623,1.92181,28.5541
2019-03-27-16:31:12,23.7734,97.8339,75.3615,15.9623,1.92181,28.5541
2019-03-27-16:31:13,23.7734,97.4731,75.3615,15.9623,1.92181,28.5541
2019-03-27-16:31:14,23.7734,97.758,75.3615,15.9623,1.92181,28.5541
2019-03-27-16:31:15,23.7734,97.758,75.2053,15.9623,1.92181,28.5541
2019-03-27-16:31:16,23.7734,97.758,75.2053,15.9623,1.92181,28.5541
2019-03-27-16:31:17,23.7734,97.758,75.2053,15.9623,1.92181,28.5541
2019-03-27-16:31:18,23.7734,97.8757,75.2053,15.9623,1.92181,28.5541
2019-03-27-16:31:19,23.7734,97.7329,75.2053,15.9623,1.92181,28.5541
2019-03-27-16:31:20,23.7734,97.7329,75.0825,15.9623,1.92181,28.5541
2019-03-27-16:31:21,23.7734,97.7329,75.2362,15.9623,1.92181,28.5541
2019-03-27-16:31:22,23.7734,97.7329,75.1106,15.9623,1.92181,28.5541
2019-03-27-16:31:23,23.7734,97.7329,75.2796,15.9623,1.92181,28.5541
2019-03-27-16:31:24,23.7734,97.7329,75.2796,15.9623,1.92181,28.5541
2019-03-27-16:31:25,23.7734,97.7329,75.2796,15.9623,1.92181,28.5541
2019-03-27-16:31:26,23.7734,97.7329,75.2796,15.9623,1.92181,28.5541
2019-03-27-16:31:27,23.7734,97.8369,75.1271,15.9623,1.92181,28.5541
2019-03-27-16:31:28,23.7734,97.8369,75.1271,15.9623,1.92181,28.5541
2019-03-27-16:31:29,23.7734,97.8369,75.1271,15.9623,1.92181,28.5541
2019-03-27-16:31:30,23.7734,97.8369,75.1271,15.9623,1.92181,28.5541
2019-03-27-16:31:31,23.7734,97.7277,75.1271,15.9623,1.92181,28.5541
2019-03-27-16:31:32,23.7734,97.8524,75.1271,15.9623,1.92181,28.5541
2019-03-27-16:31:33,23.7734,97.4789,75.1271,15.9623,1.92181,28.5541
2019-03-27-16:31:34,23.7734,97.8574,75.4286,15.9515,1.92181,28.5541
2019-03-27-16:31:35,23.7734,97.7151,75.2021,15.9515,1.92181,28.5541
2019-03-27-16:31:36,23.7734,97.854,75.2021,15.9515,1.92181,28.5541
2019-03-27-16:31:37,23.7734,97.7302,75.2021,15.9515,1.92181,28.5541
2019-03-27-16:31:38,23.7734,97.7302,75.2021,15.9515,1.92181,28.5541
2019-03-27-16:31:39,23.7734,97.8812,75.2021,15.9515,1.92181,28.5541
2019-03-27-16:31:40,23.7734,97.7329,75.2021,15.9515,1.92181,28.5541
2019-03-27-16:31:41,23.7734,97.9059,75.4191,15.9515,1.92181,28.5541
2019-03-27-16:31:42,23.7734,97.9059,75.1005,15.9515,1.92181,28.5541
2019-03-27-16:31:43,23.7734,97.7471,75.1005,15.9515,1.92181,28.5541
2019-03-27-16:31:44,23.7734,98.0961,75.1005,15.9515,1.92181,28.5541
2019-03-27-16:31:45,23.7734,97.7507,75.1005,15.9515,1.92181,28.5541
2019-03-27-16:31:46,23.7734,97.8663,75.2357,15.9515,1.92181,28.5541
2019-03-27-16:31:47,23.7734,97.8663,75.0891,15.9515,1.92181,28.5541
2019-03-27-16:31:48,23.7734,97.8663,75.2023,15.9515,1.92181,28.5541
2019-03-27-16:31:49,23.7734,97.7285,75.2023,15.9515,1.92181,28.5541
2019-03-27-16:31:50,23.7734,97.7285,75.0739,15.9515,1.92181,28.5541
2019-03-27-16:31:51,23.7734,97.8972,75.0739,15.9515,1.92181,28.5541
2019-03-27-16:31:52,23.7734,97.7403,75.0739,15.9515,1.92181,28.5541
2019-03-27-16:31:53,23.7734,97.8775,75.0739,15.9515,1.92181,28.5541
2019-03-27-16:31:54,23.7734,97.7373,75.0739,15.9515,1.92181,28.5541
2019-03-27-16:31:55,23.7734,97.7373,75.2964,15.9515,1.92181,28.5541
2019-03-27-16:31:56,23.7734,97.9234,75.168,15.9515,1.92181,28.5541
2019-03-27-16:31:57,23.7734,97.4251,75.168,15.9515,1.92181,28.5541
2019-03-27-16:31:58,23.7734,97.9128,75.168,15.9515,1.92181,28.5541
2019-03-27-16:31:59,23.7734,97.7442,75.168,15.9515,1.92181,28.5541
2019-03-27-16:32:00,23.7734,97.8813,75.168,15.9515,1.92181,28.5541
2019-03-27-16:32:01,23.7734,97.7303,75.168,15.9515,1.92181,28.5541
2019-03-27-16:32:02,23.7734,97.7303,75.168,15.9515,1.92181,28.5541
2019-03-27-16:32:03,23.7734,98.0859,75.168,15.9515,1.92181,28.5541
2019-03-27-16:32:04,23.7734,97.6787,75.168,15.9515,1.92181,28.5541
2019-03-27-16:32:05,23.7734,97.6787,75.063,15.9515,1.92181,28.5541
2019-03-27-16:32:06,23.7734,97.4433,75.063,15.9515,1.92181,28.5541
2019-03-27-16:32:07,23.7734,97.7299,75.063,15.9515,1.92181,28.5541
2019-03-27-16:32:08,23.7734,97.435,75.2199,15.9515,1.92181,28.5541
2019-03-27-16:32:09,23.7734,97.8004,75.2199,15.9515,1.92181,28.5541
2019-03-27-16:32:10,23.7734,97.6368,75.0783,15.9515,1.92181,28.5541
2019-03-27-16:32:11,23.7734,97.7743,75.0783,15.9515,1.92181,28.5541
2019-03-27-16:32:12,23.7734,97.7743,75.0783,15.9515,1.92181,28.5541
2019-03-27-16:32:13,23.7734,97.7743,75.2446,15.9515,1.92181,28.5541
2019-03-27-16:32:14,23.7734,97.7743,75.0727,15.9515,1.92181,28.5541
2019-03-27-16:32:15,23.7734,97.6612,75.2921,15.9515,1.92181,28.5541
2019-03-27-16:32:16,23.7734,97.8289,75.0831,15.9515,1.92181,28.5541
2019-03-27-16:32:17,23.7734,97.321,75.0831,15.9515,1.92181,28.5541
2019-03-27-16:32:18,23.7734,97.7082,75.272,15.9515,1.92181,28.5541
2019-03-27-16:32:19,23.7734,97.5234,75.0752,15.9515,1.92181,28.5541
2019-03-27-16:32:20,23.7734,97.695,75.4494,15.9515,1.92181,28.5541
2019-03-27-16:32:21,23.7734,97.4624,75.059,15.9402,1.92181,28.5541
2019-03-27-16:32:22,23.7734,97.6962,75.059,15.9402,1.92181,28.5541
2019-03-27-16:32:23,23.7734,97.4046,75.2271,15.9402,1.92181,28.5541
2019-03-27-16:32:24,23.7734,97.5954,75.0802,15.9402,1.92181,28.5541
2019-03-27-16:32:25,23.7734,97.6956,75.2538,15.9402,1.92181,28.5541
2019-03-27-16:32:26,23.7734,97.3985,75.2538,15.9402,1.92181,28.5541
2019-03-27-16:32:27,23.7734,97.7259,75.2538,15.9402,1.92181,28.5541
2019-03-27-16:32:28,23.7734,97.3755,75.133,15.9402,1.92181,28.5541
2019-03-27-16:32:29,23.7734,97.7309,75.133,15.9402,1.92181,28.5541
2019-03-27-16:32:30,23.7734,97.6285,75.133,15.9402,1.92181,28.5541
2019-03-27-16:32:31,23.7734,97.7825,75.133,15.9402,1.92181,28.5541
2019-03-27-16:32:32,23.7734,97.344,75.133,15.9402,1.92181,28.5541
2019-03-27-16:32:33,23.7734,97.4824,75.133,15.9402,1.92181,28.5541
2019-03-27-16:32:34,23.7734,97.3721,75.133,15.9402,1.92181,28.5541
2019-03-27-16:32:35,23.7734,97.6618,75.133,15.9402,1.92181,28.5541
2019-03-27-16:32:36,23.7734,97.4927,75.133,15.9402,1.92181,28.5541
2019-03-27-16:32:37,23.7734,97.3669,75.133,15.9402,1.92181,28.5541
2019-03-27-16:32:38,23.7734,97.8375,75.133,15.9402,1.92181,28.5541
2019-03-27-16:32:39,23.7734,97.3623,74.9084,15.9402,1.92181,28.5541
2019-03-27-16:32:40,23.7734,97.6195,75.336,15.9402,1.92181,28.5541
2019-03-27-16:32:41,23.7734,97.3355,75.1646,15.9402,1.92181,28.5541
2019-03-27-16:32:42,23.7734,97.5142,75.1646,15.9402,1.92181,28.5541
2019-03-27-16:32:43,23.7734,97.5142,75.0236,15.9402,1.92181,28.5541
2019-03-27-16:32:44,23.7734,97.6689,75.0236,15.9402,1.92181,28.5541
2019-03-27-16:32:45,23.7734,97.5133,75.1495,15.9402,1.92181,28.5541
2019-03-27-16:32:46,23.7734,97.6138,75.1495,15.9402,1.92181,28.5541
2019-03-27-16:32:47,23.7734,97.3866,75.1495,15.9402,1.92181,28.5541
2019-03-27-16:32:48,23.7734,97.6858,75.1495,15.9402,1.92181,28.5541
2019-03-27-16:32:49,23.7734,97.5189,75.1495,15.9402,1.92181,28.5541
2019-03-27-16:32:50,23.7734,97.5189,75.1495,15.9402,1.92181,28.5541
2019-03-27-16:32:51,23.7734,97.6982,75.1495,15.9402,1.92181,28.5541
2019-03-27-16:32:52,23.7734,97.5613,74.9622,15.9402,1.92181,28.5541
2019-03-27-16:32:53,23.7734,97.3912,75.0714,15.9402,1.92181,28.5541
2019-03-27-16:32:54,23.7734,97.3912,75.0714,15.9402,1.92181,28.5541
2019-03-27-16:32:55,23.7734,97.5747,75.0714,15.9402,1.92181,28.5541
2019-03-27-16:32:56,23.7734,97.3763,75.0714,15.9402,1.92181,28.5541
2019-03-27-16:32:57,23.7734,97.83,75.0714,15.9402,1.92181,28.5541
2019-03-27-16:32:58,23.7734,97.3661,75.0714,15.9402,1.92181,28.5541
2019-03-27-16:32:59,23.7734,97.3661,75.0714,15.9402,1.92181,28.5541
2019-03-27-16:33:00,23.7734,97.6362,75.0714,15.9402,1.92181,28.5541
2019-03-27-16:33:01,23.7734,97.4144,75.0714,15.9402,1.92181,28.5541
2019-03-27-16:33:02,22.6211,97.5664,75.0714,15.9402,1.92181,28.5541
2019-03-27-16:33:03,25.5625,97.3233,75.0714,15.9402,1.92181,28.5541
2019-03-27-16:33:04,24.0508,97.5712,75.0714,15.9402,1.92181,28.5541
2019-03-27-16:33:05,24.0508,97.3764,75.0714,15.9402,1.92181,28.5541
2019-03-27-16:33:06,24.0508,97.5543,75.0714,15.9402,1.92181,28.5541
2019-03-27-16:33:07,24.0508,97.7525,75.0714,15.9402,1.92181,28.5541
2019-03-27-16:33:08,24.0508,97.371,75.0714,15.9402,1.92181,28.5541
2019-03-27-16:33:09,24.0508,97.5214,75.0714,15.9402,1.92181,28.5541
2019-03-27-16:33:10,24.0508,97.361,75.0714,15.9402,1.92181,28.5541
2019-03-27-16:33:11,24.0508,97.5936,75.2205,15.9402,1.92181,28.5541
2019-03-27-16:33:12,24.0508,97.4144,75.2205,15.9402,1.92181,28.5541
2019-03-27-16:33:13,24.0508,97.7101,75.0473,15.9402,1.92181,28.5541
2019-03-27-16:33:14,24.0508,97.4878,75.0473,15.9402,1.92181,28.5541
2019-03-27-16:33:15,24.0508,97.6328,75.1541,15.9402,1.92181,28.5541
2019-03-27-16:33:16,24.0508,97.3533,74.8316,15.9402,1.92181,28.5541
2019-03-27-16:33:17,24.0508,97.3533,75.2564,15.9402,1.92181,28.5541
2019-03-27-16:33:18,24.0508,97.3533,75.0523,15.9402,1.92181,28.5541
2019-03-27-16:33:19,24.0508,97.3533,75.2186,15.9402,1.92181,28.5541
2019-03-27-16:33:20,24.0508,97.5367,75.0647,15.9402,1.92181,28.5541
2019-03-27-16:33:21,24.0508,97.3034,75.0647,15.9402,1.92181,28.5541
2019-03-27-16:33:22,24.0508,97.3034,75.2368,15.9402,1.92181,28.5541
2019-03-27-16:33:23,24.0508,97.3034,74.8982,15.9402,1.92181,28.5541
2019-03-27-16:33:24,24.0508,97.3034,75.2289,15.9402,1.92181,28.5541
2019-03-27-16:33:25,24.0508,97.3034,75.0758,15.9402,1.92181,28.5541
2019-03-27-16:33:26,24.0508,97.4601,75.0758,15.9402,1.92181,28.5541
2019-03-27-16:33:27,24.0508,97.3147,75.0758,15.9402,1.92181,28.5541
2019-03-27-16:33:28,24.0508,97.3147,75.0758,15.9402,1.92181,28.5541
2019-03-27-16:33:29,24.0508,97.3147,75.0758,15.9402,1.92181,28.5541
2019-03-27-16:33:30,24.0508,97.4681,75.1924,15.9402,1.92181,28.5541
2019-03-27-16:33:31,24.0508,97.4681,75.1924,15.9402,1.92181,28.5541
2019-03-27-16:33:32,24.0508,97.4681,75.0688,15.9402,1.92181,28.5541
2019-03-27-16:33:33,24.0508,97.6078,75.0688,15.9402,1.92181,28.5541
2019-03-27-16:33:34,24.0508,97.3069,75.0688,15.9402,1.92181,28.5541
2019-03-27-16:33:35,24.0508,97.3069,75.0688,15.9402,1.92181,28.5541
2019-03-27-16:33:36,24.0508,97.3069,75.0688,15.9402,1.92181,28.5541
2019-03-27-16:33:37,24.0508,97.4114,75.2885,15.9287,1.92181,28.5541
2019-03-27-16:33:38,24.0508,97.2697,74.8594,15.9287,1.92181,28.5541
2019-03-27-16:33:39,24.0508,97.3779,75.0768,15.9287,1.92181,28.5541
2019-03-27-16:33:40,24.0508,97.3779,75.0768,15.9287,1.92181,28.5541
2019-03-27-16:33:41,24.0508,97.3779,75.0768,15.9287,1.92181,28.5541
2019-03-27-16:33:42,24.0508,97.3779,75.0768,15.9287,1.92181,28.5541
2019-03-27-16:33:43,24.0508,97.3779,75.0768,15.9287,1.92181,28.5541
2019-03-27-16:33:44,24.0508,97.4849,75.0768,15.9287,1.92181,28.5541
2019-03-27-16:33:45,24.0508,97.2926,75.0768,15.9287,1.92181,28.5541
2019-03-27-16:33:46,24.0508,97.5365,75.0768,15.9287,1.92181,28.5541
2019-03-27-16:33:47,24.0508,97.5365,75.0768,15.9287,1.92181,28.5541
2019-03-27-16:33:48,24.0508,97.5365,75.0768,15.9287,1.92181,28.5541
2019-03-27-16:33:49,24.0508,97.3957,74.8951,15.9287,1.92181,28.5541
2019-03-27-16:33:50,24.0508,97.6253,75.0726,15.9287,1.92181,28.5541
2019-03-27-16:33:51,24.0508,97.2733,75.0726,15.9287,1.92181,28.5541
2019-03-27-16:33:52,24.0508,97.7193,75.0726,15.9287,1.92181,28.5541
2019-03-27-16:33:53,24.0508,97.3231,75.0726,15.9287,1.92181,28.5541
2019-03-27-16:33:54,24.0508,97.4355,74.9461,15.9287,1.92181,28.5541
2019-03-27-16:33:55,24.0508,97.4355,74.9461,15.9287,1.92181,28.5541
2019-03-27-16:33:56,24.0508,97.4355,75.1132,15.9287,1.92181,28.5541
2019-03-27-16:33:57,24.0508,97.4355,74.8647,15.9287,1.92181,28.5541
2019-03-27-16:33:58,24.0508,97.4355,74.8647,15.9287,1.92181,28.5541
2019-03-27-16:33:59,24.0508,97.7322,75.1338,15.9287,1.92181,28.5541
2019-03-27-16:34:00,24.0508,97.2682,74.8368,15.9287,1.92181,28.5541
2019-03-27-16:34:01,24.0508,97.7616,75.1191,15.9287,1.92181,28.5541
2019-03-27-16:34:02,24.0508,97.2975,75.1191,15.9287,1.92181,28.5541
2019-03-27-16:34:03,24.0508,97.2975,75.1191,15.9287,1.92181,28.5541
2019-03-27-16:34:04,24.0508,97.5142,74.8851,15.9287,1.92181,28.5541
2019-03-27-16:34:05,24.0508,97.3115,75.0452,15.9287,1.92181,28.5541
2019-03-27-16:34:06,24.0508,97.7382,74.888,15.9287,1.92181,28.5541
2019-03-27-16:34:07,24.0508,97.2872,74.888,15.9287,1.92181,28.5541
2019-03-27-16:34:08,24.0508,97.2872,75.0117,15.9287,1.92181,28.5541
2019-03-27-16:34:09,24.0508,97.2872,74.8747,15.9287,1.92181,28.5541
2019-03-27-16:34:10,24.0508,97.2872,75.0558,15.9287,1.92181,28.5541
2019-03-27-16:34:11,24.0508,97.455,75.0558,15.9287,1.92181,28.5541
2019-03-27-16:34:12,24.0508,97.455,75.0558,15.9287,1.92181,28.5541
2019-03-27-16:34:13,24.0508,97.3412,74.9196,15.9287,1.92181,28.5541
2019-03-27-16:34:14,24.0508,97.3412,75.0202,15.9287,1.92181,28.5541
2019-03-27-16:34:15,24.0508,97.3412,74.8294,15.9287,1.92181,28.5541
2019-03-27-16:34:16,24.0508,97.4603,75.0298,15.9287,1.92181,28.5541
2019-03-27-16:34:17,24.0508,97.4603,74.8862,15.9287,1.92181,28.5541
2019-03-27-16:34:18,24.0508,97.2705,75.0145,15.9287,1.92181,28.5541
2019-03-27-16:34:19,24.0508,97.3773,74.787,15.9287,1.92181,28.5541
2019-03-27-16:34:20,24.0508,97.3773,74.9306,15.9161,1.92181,28.5541
2019-03-27-16:34:21,24.0508,97.3773,74.9306,15.9161,1.92181,28.5541
2019-03-27-16:34:22,24.0508,97.2751,74.9306,15.9263,1.92181,28.5541
2019-03-27-16:34:23,24.0508,97.2751,75.2343,15.9263,1.92181,28.5541
2019-03-27-16:34:24,24.0508,97.2751,74.7781,15.9263,1.92181,28.5541
2019-03-27-16:34:25,24.0508,97.2751,75.028,15.9263,1.92181,28.5541
2019-03-27-16:34:26,24.0508,97.2751,74.8584,15.9263,1.92181,28.5541
2019-03-27-16:34:27,24.0508,97.2751,75.0222,15.9263,1.92181,28.5541
2019-03-27-16:34:28,24.0508,97.2751,75.0222,15.9263,1.92181,28.5541
2019-03-27-16:34:29,24.0508,97.2751,74.8131,15.9263,1.92181,28.5541
2019-03-27-16:34:30,24.0508,97.2751,74.9951,15.9263,1.92181,28.5541
2019-03-27-16:34:31,24.0508,97.2751,74.9951,15.9263,1.92181,28.5541
2019-03-27-16:34:32,24.0508,97.2751,74.9951,15.9263,1.92181,28.5541
2019-03-27-16:34:33,24.0508,97.2751,74.9951,15.9263,1.92181,28.5541
2019-03-27-16:34:34,24.0508,97.2751,74.9951,15.9263,1.92181,28.5541
2019-03-27-16:34:35,24.0508,97.2751,74.8745,15.9263,1.92181,28.5541
2019-03-27-16:34:36,24.0508,97.3887,74.8745,15.9263,1.92181,28.5541
2019-03-27-16:34:37,24.0508,97.2755,74.7421,15.9263,1.92181,28.5541
2019-03-27-16:34:38,24.0508,97.4927,75.0944,15.9263,1.92181,28.5541
2019-03-27-16:34:39,24.0508,97.3052,74.824,15.9263,1.92181,28.5541
2019-03-27-16:34:40,24.0508,97.3052,74.824,15.9263,1.92181,28.5541
2019-03-27-16:34:41,24.0508,97.3052,74.9241,15.9263,1.92181,28.5541
2019-03-27-16:34:42,24.0508,97.3052,74.9241,15.9263,1.92181,28.5541
2019-03-27-16:34:43,24.0508,97.3052,75.0599,15.9263,1.92181,28.5541
2019-03-27-16:34:44,24.0508,97.3052,74.8194,15.9263,1.92181,28.5541
2019-03-27-16:34:45,24.0508,97.3052,75.055,15.9263,1.92181,28.5541
2019-03-27-16:34:46,24.0508,97.3052,74.9131,15.9263,1.92181,28.5541
2019-03-27-16:34:47,24.0508,97.5007,74.9131,15.9263,1.92181,28.5541
2019-03-27-16:34:48,24.0508,97.5007,74.9131,15.9263,1.92181,28.5541
2019-03-27-16:34:49,24.0508,97.3895,74.761,15.9263,1.92181,28.5541
2019-03-27-16:34:50,24.0508,97.2743,74.761,15.9263,1.92181,28.5541
2019-03-27-16:34:51,24.0508,97.2743,74.9155,15.9263,1.92181,28.5541
2019-03-27-16:34:52,24.0508,97.2743,74.7622,15.9263,1.92181,28.5541
2019-03-27-16:34:53,24.0508,97.3876,75.0684,15.9263,1.92181,28.5541
2019-03-27-16:34:54,24.0508,97.3876,75.0684,15.9263,1.92181,28.5541
2019-03-27-16:34:55,24.0508,97.2507,74.721,15.9263,1.92181,28.5541
2019-03-27-16:34:56,24.0508,97.3945,75.0748,15.9263,1.92181,28.5541
2019-03-27-16:34:57,24.0508,97.2794,74.7297,15.9263,1.92181,28.5541
2019-03-27-16:34:58,24.0508,97.3942,75.0299,15.9263,1.92181,28.5541
2019-03-27-16:34:59,24.0508,97.2744,74.7262,15.9263,1.92181,28.5541
2019-03-27-16:35:00,24.0508,97.6864,74.9168,15.9263,1.92181,28.5541
2019-03-27-16:35:01,24.0508,97.3975,74.9168,15.9263,1.92181,28.5541
2019-03-27-16:35:02,24.0508,97.2649,74.7925,15.9263,1.92181,28.5541
2019-03-27-16:35:03,24.0508,97.4871,75.0654,15.9263,1.92181,28.5541
2019-03-27-16:35:04,24.0508,97.2584,74.8693,15.9263,1.92181,28.5541
2019-03-27-16:35:05,24.0508,97.5065,74.8693,15.9263,1.92181,28.5541
2019-03-27-16:35:06,24.0508,97.2523,74.8693,15.9263,1.92181,28.5541
2019-03-27-16:35:07,24.0508,97.5223,74.8693,15.9263,1.92181,28.5541
2019-03-27-16:35:08,24.0508,97.5223,74.8693,15.9263,1.92181,28.5541
2019-03-27-16:35:09,24.0508,97.2677,74.8693,15.9151,1.92181,28.5541
2019-03-27-16:35:10,24.0508,97.4566,74.9714,15.9151,1.92181,28.5541
2019-03-27-16:35:11,24.0508,97.2675,74.9714,15.9151,1.92181,28.5541
2019-03-27-16:35:12,24.0508,97.5039,74.846,15.9151,1.92181,28.5541
2019-03-27-16:35:13,24.0508,97.2615,74.7398,15.9151,1.92181,28.5541
2019-03-27-16:35:14,24.0508,97.2615,74.7398,15.9151,1.92181,28.5541
2019-03-27-16:35:15,24.0508,97.5255,74.9045,15.9151,1.92181,28.5541
2019-03-27-16:35:16,24.0508,97.3257,74.9045,15.9151,1.92181,28.5541
2019-03-27-16:35:17,24.0508,97.474,74.9045,15.9151,1.92181,28.5541
2019-03-27-16:35:18,24.0508,97.3092,74.9045,15.9151,1.92181,28.5541
2019-03-27-16:35:19,24.0508,97.3092,74.7218,15.9151,1.92181,28.5541
2019-03-27-16:35:20,24.0508,97.4696,74.9953,15.9151,1.92181,28.5541
2019-03-27-16:35:21,24.0508,97.2742,74.7097,15.9151,1.92181,28.5541
2019-03-27-16:35:22,24.0508,97.5143,75.123,15.9151,1.92181,28.5541
2019-03-27-16:35:23,24.0508,97.2772,74.8101,15.9151,1.92181,28.5541
2019-03-27-16:35:24,24.0508,97.2772,74.8101,15.9151,1.92181,28.5541
2019-03-27-16:35:25,24.0508,97.2772,74.8101,15.9151,1.92181,28.5541
2019-03-27-16:35:26,24.0508,97.2772,74.7095,15.9151,1.92181,28.5541
2019-03-27-16:35:27,24.0508,97.3854,74.933,15.9151,1.92181,28.5541
2019-03-27-16:35:28,24.0508,97.2597,74.7194,15.9151,1.92181,28.5541
2019-03-27-16:35:29,24.0508,97.2597,74.9675,15.9151,1.92181,28.5541
2019-03-27-16:35:30,24.0508,97.2597,74.7362,15.9151,1.92181,28.5541
2019-03-27-16:35:31,24.0508,97.3889,74.892,15.9151,1.92181,28.5541
2019-03-27-16:35:32,24.0508,97.0247,74.892,15.9151,1.92181,28.5541
2019-03-27-16:35:33,24.0508,97.3733,74.7588,15.9151,1.92181,28.5541
