Date,CPV:CM02:3001:JT:POS_RBV,CLL:CM02:2301:DS:LVL,CLL:CM02:2601:US:LVL,CHTR:CM02:1155:HV:POWER
2019-03-27-12:21:01,24.0508,93.6425,71.7429,9.85777
2019-03-27-12:21:02,24.0508,93.5181,72.0023,9.85777
2019-03-27-12:21:03,24.0508,93.5181,71.8673,9.85777
2019-03-27-12:21:04,24.0508,93.5181,71.8673,9.85777
2019-03-27-12:21:05,24.0508,93.5181,71.8673,9.85777
2019-03-27-12:21:06,24.0508,93.6218,71.7356,9.85777
2019-03-27-12:21:07,24.0508,93.6218,71.9848,9.85777
2019-03-27-12:21:08,24.0508,93.5156,71.7849,9.85777
2019-03-27-12:21:09,24.0508,93.5156,71.7849,9.85777
2019-03-27-12:21:10,24.0508,93.5156,71.7849,9.85777
2019-03-27-12:21:11,24.0508,93.5156,71.7849,9.85777
2019-03-27-12:21:12,24.0508,93.5156,71.7849,9.85777
2019-03-27-12:21:13,24.0508,93.5156,71.7849,9.85777
2019-03-27-12:21:14,24.0508,93.5156,71.9308,9.85777
2019-03-27-12:21:15,24.0508,93.5156,71.7943,9.85777
2019-03-27-12:21:16,24.0508,93.6265,71.7943,9.85777
2019-03-27-12:21:17,24.0508,93.5212,71.7943,9.85777
2019-03-27-12:21:18,24.0508,93.5212,71.7943,9.85777
2019-03-27-12:21:19,24.0508,93.5212,71.7943,9.85777
2019-03-27-12:21:20,24.0508,93.5212,71.7943,9.85777
2019-03-27-12:21:21,24.0508,93.6488,71.7943,9.85777
2019-03-27-12:21:22,24.0508,93.5307,71.93,9.85777
2019-03-27-12:21:23,24.0508,93.6516,71.756,9.85777
2019-03-27-12:21:24,24.0508,93.5341,71.756,9.85777
2019-03-27-12:21:25,24.0508,93.6763,71.756,9.85777
2019-03-27-12:21:26,24.0508,93.5347,71.756,9.85777
2019-03-27-12:21:27,24.0508,93.7154,71.756,9.85777
2019-03-27-12:21:28,24.0508,93.7154,71.756,9.85777
2019-03-27-12:21:29,24.0508,93.5703,71.756,9.85777
2019-03-27-12:21:30,24.0508,93.723,71.756,9.85777
2019-03-27-12:21:31,24.0508,93.5622,71.756,9.85777
2019-03-27-12:21:32,24.0508,93.5622,71.9313,9.85777
2019-03-27-12:21:33,24.0508,93.7412,71.8275,9.85777
2019-03-27-12:21:34,24.0508,93.5208,71.8275,9.85777
2019-03-27-12:21:35,24.0508,93.759,71.8275,9.85777
2019-03-27-12:21:36,24.0508,93.5146,71.7247,9.85777
2019-03-27-12:21:37,24.0508,93.7563,71.7247,9.85777
2019-03-27-12:21:38,24.0508,93.5374,71.7247,9.85777
2019-03-27-12:21:39,24.0508,93.5374,71.7247,9.85777
2019-03-27-12:21:40,24.0508,93.7361,71.7247,9.85777
2019-03-27-12:21:41,24.0508,93.5054,71.7247,9.85777
2019-03-27-12:21:42,24.0508,93.7245,71.7247,9.85777
2019-03-27-12:21:43,24.0508,93.5378,71.7247,9.85777
2019-03-27-12:21:44,24.0508,93.5378,71.8579,9.85777
2019-03-27-12:21:45,24.0508,93.7119,71.7353,9.85777
2019-03-27-12:21:46,24.0508,93.5395,71.7353,9.85777
2019-03-27-12:21:47,24.0508,93.6875,71.7353,9.85777
2019-03-27-12:21:48,24.0508,93.8174,71.8482,9.85777
2019-03-27-12:21:49,24.0508,93.5266,71.8482,9.85777
2019-03-27-12:21:50,24.0508,93.5266,71.6683,9.85777
2019-03-27-12:21:51,24.0508,93.5266,71.9581,9.85777
2019-03-27-12:21:52,24.0508,93.6464,71.7017,9.85777
2019-03-27-12:21:53,24.0508,93.6464,71.7017,9.85777
2019-03-27-12:21:54,24.0508,93.5069,72.0765,9.85777
2019-03-27-12:21:55,24.0508,93.5069,71.7231,9.85777
2019-03-27-12:21:56,24.0508,93.2972,71.9083,9.85777
2019-03-27-12:21:57,24.0508,93.6042,71.7551,9.85777
2019-03-27-12:21:58,24.0508,93.6042,71.7551,9.85777
2019-03-27-12:21:59,24.0508,93.4989,71.8921,9.85777
2019-03-27-12:22:00,24.0508,93.4989,71.5837,9.85777
2019-03-27-12:22:01,24.0508,93.4989,71.865,9.85777
2019-03-27-12:22:02,24.0508,93.4989,71.7398,9.85777
2019-03-27-12:22:03,24.0508,93.4989,71.8563,9.85777
2019-03-27-12:22:04,24.0508,93.4989,71.8563,9.85777
2019-03-27-12:22:05,24.0508,93.6077,71.8563,9.85777
2019-03-27-12:22:06,24.0508,93.6077,71.8563,9.85777
2019-03-27-12:22:07,24.0508,93.6077,71.7494,9.85777
2019-03-27-12:22:08,24.0508,93.6077,71.7494,9.85777
2019-03-27-12:22:09,24.0508,93.4335,71.7494,9.85777
2019-03-27-12:22:10,24.0508,93.799,71.7494,9.85777
2019-03-27-12:22:11,24.0508,93.5002,71.7494,9.85777
2019-03-27-12:22:12,24.0508,93.2868,71.7494,9.85777
2019-03-27-12:22:13,24.0508,93.5242,71.7494,9.85777
2019-03-27-12:22:14,24.0508,93.5242,71.7494,9.85777
2019-03-27-12:22:15,24.0508,93.5242,71.7494,9.85777
2019-03-27-12:22:16,24.0508,93.2571,71.7494,9.85777
2019-03-27-12:22:17,24.0508,93.5971,71.7494,9.85777
2019-03-27-12:22:18,24.0508,93.5971,71.7494,9.85777
2019-03-27-12:22:19,24.0508,93.5971,71.7494,9.85777
2019-03-27-12:22:20,24.0508,93.4397,71.5614,9.85777
2019-03-27-12:22:21,24.0508,93.4397,71.8012,9.85777
2019-03-27-12:22:22,24.0508,93.5584,71.8012,9.85777
2019-03-27-12:22:23,24.0508,93.366,71.6997,9.85777
2019-03-27-12:22:24,24.0508,93.5172,71.816,9.85777
2019-03-27-12:22:25,24.0508,93.5172,71.816,9.85777
2019-03-27-12:22:26,24.0508,93.2518,71.816,9.85777
2019-03-27-12:22:27,24.0508,93.6085,71.7134,9.85777
2019-03-27-12:22:28,24.0508,93.6085,71.9274,9.85777
2019-03-27-12:22:29,24.0508,93.6085,71.6162,9.85777
2019-03-27-12:22:30,24.0508,93.3645,71.6162,9.85777
2019-03-27-12:22:31,24.0508,93.5098,71.7672,9.85777
2019-03-27-12:22:32,24.0508,93.6348,71.7672,9.85777
2019-03-27-12:22:33,24.0508,93.4946,71.6219,9.85777
2019-03-27-12:22:34,24.0508,93.6395,71.6219,9.85777
2019-03-27-12:22:35,24.0508,93.1947,71.7329,9.85777
2019-03-27-12:22:36,24.0508,93.7138,71.7329,9.85777
2019-03-27-12:22:37,24.0508,93.7138,71.7329,9.85777
2019-03-27-12:22:38,24.0508,93.4069,71.7329,9.85777
2019-03-27-12:22:39,24.0508,93.6439,71.7329,9.85777
2019-03-27-12:22:40,24.0508,93.5088,71.7329,9.85777
2019-03-27-12:22:41,24.0508,93.5088,71.7329,9.85777
2019-03-27-12:22:42,24.0508,93.6375,71.7329,9.85777
2019-03-27-12:22:43,24.0508,93.2287,71.862,9.85777
2019-03-27-12:22:44,24.0508,93.6949,71.6996,9.85777
2019-03-27-12:22:45,24.0508,93.4054,71.6996,9.85777
2019-03-27-12:22:46,24.0508,93.9279,71.6996,9.85777
2019-03-27-12:22:47,24.0508,93.5128,71.6996,9.85777
2019-03-27-12:22:48,24.0508,93.5128,71.8616,9.85777
2019-03-27-12:22:49,24.0508,93.5128,71.7026,9.85777
2019-03-27-12:22:50,24.0508,93.5128,71.7026,9.85777
2019-03-27-12:22:51,24.0508,93.7038,71.7026,9.85777
2019-03-27-12:22:52,24.0508,93.3236,71.7026,9.85777
2019-03-27-12:22:53,24.0508,93.3236,71.8342,9.85777
2019-03-27-12:22:54,24.0508,93.5007,71.7117,9.85777
2019-03-27-12:22:55,24.0508,93.258,71.8757,9.85777
2019-03-27-12:22:56,24.0508,93.586,71.8757,9.85777
2019-03-27-12:22:57,24.0508,93.586,71.7169,9.85777
2019-03-27-12:22:58,24.0508,93.4021,71.8783,9.85777
2019-03-27-12:22:59,24.0508,93.2017,71.6553,9.85777
2019-03-27-12:23:00,24.0508,93.4884,71.8775,9.85777
2019-03-27-12:23:01,24.0508,93.4884,71.7061,9.85777
2019-03-27-12:23:02,24.0508,93.2102,71.7061,9.85777
2019-03-27-12:23:03,24.0508,93.4559,71.8454,9.85777
2019-03-27-12:23:04,24.0508,93.5675,71.6804,9.85777
2019-03-27-12:23:05,24.0508,93.4425,71.8502,9.85777
2019-03-27-12:23:06,24.0508,93.5551,71.6736,9.85777
2019-03-27-12:23:07,24.0508,93.5551,71.8419,9.85777
2019-03-27-12:23:08,24.0508,93.4371,71.7167,9.85777
2019-03-27-12:23:09,24.0508,93.4371,71.7167,9.85777
2019-03-27-12:23:10,24.0508,93.3186,71.7167,9.85777
2019-03-27-12:23:11,24.0508,93.5902,71.7167,9.85777
2019-03-27-12:23:12,24.0508,93.3039,71.7167,9.85777
2019-03-27-12:23:13,24.0508,93.478,71.7167,9.85777
2019-03-27-12:23:14,24.0508,93.2602,71.7167,9.85777
2019-03-27-12:23:15,24.0508,93.2602,71.7167,9.85777
2019-03-27-12:23:16,24.0508,93.5188,71.7167,9.85777
2019-03-27-12:23:17,24.0508,93.5188,71.7167,9.85777
2019-03-27-12:23:18,24.0508,93.5188,71.7167,9.85777
2019-03-27-12:23:19,24.0508,93.2679,71.7167,9.85777
2019-03-27-12:23:20,24.0508,93.4509,71.7167,9.85777
2019-03-27-12:23:21,24.0508,93.3349,71.7167,9.85777
2019-03-27-12:23:22,24.0508,93.3349,71.7167,9.85777
2019-03-27-12:23:23,24.0508,93.3349,71.7167,9.85777
2019-03-27-12:23:24,24.0508,93.4606,71.7167,9.85777
2019-03-27-12:23:25,24.0508,93.1749,71.7167,9.85777
2019-03-27-12:23:26,24.0508,93.1749,71.7167,9.85777
2019-03-27-12:23:27,24.0508,93.3261,71.7167,9.85777
2019-03-27-12:23:28,24.0508,93.4607,71.5782,9.85777
2019-03-27-12:23:29,24.0508,93.4607,71.703,9.85777
2019-03-27-12:23:30,24.0508,93.4607,71.703,9.85777
2019-03-27-12:23:31,24.0508,93.4607,71.703,9.85777
2019-03-27-12:23:32,24.0508,93.1935,71.703,9.85777
2019-03-27-12:23:33,24.0508,93.1935,71.703,9.85777
2019-03-27-12:23:34,24.0508,93.1935,71.703,9.85777
2019-03-27-12:23:35,24.0508,93.492,71.703,9.85777
2019-03-27-12:23:36,24.0508,93.492,71.5701,9.85777
2019-03-27-12:23:37,24.0508,93.359,71.5701,9.85777
2019-03-27-12:23:38,24.0508,93.5343,71.711,9.85777
2019-03-27-12:23:39,24.0508,93.1725,71.5142,9.85777
2019-03-27-12:23:40,24.0508,93.1725,71.7785,9.85777
2019-03-27-12:23:41,24.0508,93.287,71.508,9.85777
2019-03-27-12:23:42,24.0508,93.287,71.8396,9.85777
2019-03-27-12:23:43,24.0508,93.287,71.6394,9.85777
2019-03-27-12:23:44,24.0508,93.287,71.6394,9.85777
2019-03-27-12:23:45,24.0508,93.287,71.6394,9.85777
2019-03-27-12:23:46,24.0508,93.1446,71.6394,9.85777
2019-03-27-12:23:47,24.0508,93.4102,71.8169,9.85777
2019-03-27-12:23:48,24.0508,93.5642,71.5543,9.85777
2019-03-27-12:23:49,24.0508,93.4369,71.8263,9.85777
2019-03-27-12:23:50,24.0508,93.6104,71.6506,9.85777
2019-03-27-12:23:51,24.0508,93.1648,71.5499,9.85777
2019-03-27-12:23:52,24.0508,93.3486,71.8501,9.85777
2019-03-27-12:23:53,24.0508,93.6569,71.7284,9.85777
2019-03-27-12:23:54,24.0508,93.1631,71.7284,9.85777
2019-03-27-12:23:55,24.0508,93.6714,71.7284,9.85777
2019-03-27-12:23:56,24.0508,93.147,71.4949,9.85777
2019-03-27-12:23:57,24.0508,93.35,71.8765,9.85777
2019-03-27-12:23:58,24.0508,93.137,71.6148,9.85777
2019-03-27-12:23:59,24.0508,93.4388,71.8736,9.85777
2019-03-27-12:24:00,24.0508,93.3177,71.6938,9.85777
2019-03-27-12:24:01,24.0508,93.3177,71.4833,9.85777
2019-03-27-12:24:02,24.0508,93.3177,71.6792,9.85777
2019-03-27-12:24:03,24.0508,93.1707,71.6792,9.85777
2019-03-27-12:24:04,24.0508,93.3873,71.866,9.85777
2019-03-27-12:24:05,24.0508,93.2609,71.6604,9.85777
2019-03-27-12:24:06,24.0508,93.4767,71.6604,9.85777
2019-03-27-12:24:07,24.0508,93.2252,71.4574,9.85777
2019-03-27-12:24:08,24.0508,93.2252,71.6896,9.85777
2019-03-27-12:24:09,24.0508,93.1235,71.5827,9.85777
2019-03-27-12:24:10,24.0508,93.1235,71.5827,9.85777
2019-03-27-12:24:11,24.0508,93.1235,71.7985,9.85777
2019-03-27-12:24:12,24.0508,93.4474,71.7985,9.85777
2019-03-27-12:24:13,24.0508,93.4474,71.5261,9.85777
2019-03-27-12:24:14,24.0508,93.1347,71.5261,9.85777
2019-03-27-12:24:15,24.0508,93.1347,71.6331,9.85777
2019-03-27-12:24:16,24.0508,93.3,71.6331,9.85777
2019-03-27-12:24:17,24.0508,93.3,71.7617,9.85777
2019-03-27-12:24:18,24.0508,93.4968,71.6175,9.85777
2019-03-27-12:24:19,24.0508,93.1521,71.7295,9.85777
2019-03-27-12:24:20,24.0508,93.1521,71.4729,9.85777
2019-03-27-12:24:21,24.0508,93.1521,71.4729,9.85777
2019-03-27-12:24:22,24.0508,93.3987,71.4729,9.85777
2019-03-27-12:24:23,24.0508,93.1466,71.4729,9.85777
2019-03-27-12:24:24,24.0508,93.3128,71.7551,9.85777
2019-03-27-12:24:25,24.0508,93.5033,71.5992,9.85777
2019-03-27-12:24:26,24.0508,93.1153,71.5992,9.85777
2019-03-27-12:24:27,24.0508,93.1153,71.5992,9.85777
2019-03-27-12:24:28,24.0508,93.3806,71.5992,9.85777
2019-03-27-12:24:29,24.0508,93.3806,71.5992,9.85777
2019-03-27-12:24:30,24.0508,93.4967,71.5992,9.85777
2019-03-27-12:24:31,24.0508,93.1452,71.5992,9.85777
2019-03-27-12:24:32,24.0508,93.1452,71.728,9.85777
2019-03-27-12:24:33,24.0508,93.1452,71.6146,9.85777
2019-03-27-12:24:34,24.0508,93.3114,71.6146,9.85777
2019-03-27-12:24:35,24.0508,93.177,71.5093,9.85777
2019-03-27-12:24:36,24.0508,93.177,71.5093,9.85777
2019-03-27-12:24:37,24.0508,93.177,71.6817,9.85777
2019-03-27-12:24:38,24.0508,93.177,71.6817,9.85777
2019-03-27-12:24:39,24.0508,93.3103,71.6817,9.85777
2019-03-27-12:24:40,24.0508,93.1326,71.4486,9.85777
2019-03-27-12:24:41,24.0508,93.1326,71.7443,9.85777
2019-03-27-12:24:42,24.0508,93.1326,71.5214,9.85777
2019-03-27-12:24:43,24.0508,93.1326,71.6834,9.85777
2019-03-27-12:24:44,24.0508,93.1326,71.6834,9.85777
2019-03-27-12:24:45,24.0508,93.4254,71.6834,9.85777
2019-03-27-12:24:46,23.9141,93.1321,71.6834,9.85777
2019-03-27-12:24:47,23.9141,93.3248,71.4499,9.85777
2019-03-27-12:24:48,23.9141,93.1061,71.6173,9.85777
2019-03-27-12:24:49,23.9141,93.5044,71.4997,9.85777
2019-03-27-12:24:50,23.9141,93.0981,71.6711,9.85777
2019-03-27-12:24:51,24.0508,93.0981,71.5352,9.85777
2019-03-27-12:24:52,23.9141,93.2637,71.6655,9.85777
2019-03-27-12:24:53,23.9141,93.1442,71.5464,9.85777
2019-03-27-12:24:54,23.9141,93.3523,71.6915,9.85777
2019-03-27-12:24:55,23.9141,93.3523,71.4319,9.85777
2019-03-27-12:24:56,23.9141,93.1326,71.8352,9.85777
2019-03-27-12:24:57,23.9141,93.2969,71.6109,9.85777
2019-03-27-12:24:58,23.9141,93.1261,71.6109,9.85777
2019-03-27-12:24:59,23.9141,93.304,71.5029,9.85777
2019-03-27-12:25:00,23.9141,93.304,71.5029,9.85777
2019-03-27-12:25:01,23.9141,93.304,71.6564,9.85777
2019-03-27-12:25:02,23.9141,93.304,71.4236,9.85777
2019-03-27-12:25:03,23.9141,93.1138,71.7115,9.85777
2019-03-27-12:25:04,23.9141,93.2939,71.4948,9.85777
2019-03-27-12:25:05,23.9141,93.1223,71.6576,9.85777
2019-03-27-12:25:06,23.9141,93.3064,71.4018,9.85777
2019-03-27-12:25:07,23.9141,93.1412,71.4018,9.85777
2019-03-27-12:25:08,23.9141,93.262,71.6447,9.85777
2019-03-27-12:25:09,23.9141,93.262,71.6447,9.85777
2019-03-27-12:25:10,23.9141,93.1273,71.6447,9.85777
2019-03-27-12:25:11,23.9141,93.3054,71.4515,9.85777
2019-03-27-12:25:12,23.9141,93.1464,71.4515,9.85777
2019-03-27-12:25:13,23.9141,93.1464,71.7224,9.85777
2019-03-27-12:25:14,23.9141,93.2743,71.7224,9.85777
2019-03-27-12:25:15,23.9141,93.1055,71.5217,9.85777
2019-03-27-12:25:16,23.9141,93.2072,71.6894,9.85777
2019-03-27-12:25:17,23.9141,93.2072,71.4168,9.85777
2019-03-27-12:25:18,23.9141,93.0962,71.5388,9.85777
2019-03-27-12:25:19,23.9141,93.2616,71.4095,9.85777
2019-03-27-12:25:20,23.9141,93.0959,71.6396,9.85777
2019-03-27-12:25:21,23.9141,93.3699,71.5176,9.85777
2019-03-27-12:25:22,23.9141,93.3699,71.406,9.85777
2019-03-27-12:25:23,23.9141,93.2183,71.6347,9.85777
2019-03-27-12:25:24,23.9141,93.3862,71.4546,9.85777
2019-03-27-12:25:25,23.9141,93.0848,71.4546,9.85777
2019-03-27-12:25:26,23.9141,93.0848,71.685,9.85777
2019-03-27-12:25:27,23.9141,93.0848,71.685,9.85777
2019-03-27-12:25:28,23.9141,93.0848,71.685,9.85777
2019-03-27-12:25:29,23.9141,93.4944,71.5795,9.85777
2019-03-27-12:25:30,23.9141,93.093,71.3727,9.85777
2019-03-27-12:25:31,23.9141,93.2083,71.5641,9.85777
2019-03-27-12:25:32,23.9141,93.2083,71.4051,9.85777
2019-03-27-12:25:33,23.9141,93.2083,71.5055,9.85777
2019-03-27-12:25:34,23.9141,93.2083,71.6352,9.85777
2019-03-27-12:25:35,23.9141,93.0982,71.4045,9.85777
2019-03-27-12:25:36,23.9141,93.0982,71.4045,9.85777
2019-03-27-12:25:37,23.9141,93.0982,71.4045,9.85777
2019-03-27-12:25:38,23.9141,93.0982,71.5492,9.85777
2019-03-27-12:25:39,23.9141,93.0982,71.3761,9.85777
2019-03-27-12:25:40,23.9141,93.0982,71.6767,9.85777
2019-03-27-12:25:41,23.7734,93.4383,71.384,9.85777
2019-03-27-12:25:42,23.7734,93.0926,71.5832,9.85777
2019-03-27-12:25:43,23.7734,93.0926,71.4591,9.85777
2019-03-27-12:25:44,23.7734,93.0926,71.4591,9.85777
2019-03-27-12:25:45,23.7734,93.0926,71.4591,9.85777
2019-03-27-12:25:46,23.7734,93.2675,71.4591,9.85777
2019-03-27-12:25:47,23.7734,93.0893,71.5873,9.85777
2019-03-27-12:25:48,23.7734,93.0893,71.5873,9.85777
2019-03-27-12:25:49,23.7734,93.0893,71.4168,9.85777
2019-03-27-12:25:50,23.7734,93.0893,71.5209,9.85777
2019-03-27-12:25:51,23.7734,93.0893,71.5209,9.85777
2019-03-27-12:25:52,23.7734,93.2349,71.5209,9.85777
2019-03-27-12:25:53,23.7734,93.2349,71.4119,9.85777
2019-03-27-12:25:54,23.7734,93.1037,71.4119,9.85777
2019-03-27-12:25:55,23.7734,93.1037,71.6819,9.85777
2019-03-27-12:25:56,23.7734,93.2195,71.4746,9.85777
2019-03-27-12:25:57,23.7734,93.0847,71.4746,9.85777
2019-03-27-12:25:58,23.7734,93.4768,71.4746,9.85777
2019-03-27-12:25:59,23.7734,93.1036,71.4746,9.85777
2019-03-27-12:26:00,23.7734,93.1036,71.767,9.85777
2019-03-27-12:26:01,23.7734,93.2661,71.3862,9.85777
2019-03-27-12:26:02,23.7734,93.0785,71.651,9.85777
2019-03-27-12:26:03,23.7734,93.2697,71.3795,9.85777
2019-03-27-12:26:04,23.7734,93.1021,71.5538,9.85777
2019-03-27-12:26:05,23.7734,93.1021,71.5538,9.85777
2019-03-27-12:26:06,23.7734,93.1021,71.5538,9.85777
2019-03-27-12:26:07,23.7734,93.1021,71.5538,9.85777
2019-03-27-12:26:08,23.7734,93.3223,71.3998,9.85777
2019-03-27-12:26:09,23.7734,93.0975,71.3998,9.85777
2019-03-27-12:26:10,23.7734,93.2968,71.6365,9.85777
2019-03-27-12:26:11,23.7734,93.0815,71.5215,9.85777
2019-03-27-12:26:12,23.7734,93.0815,71.5215,9.85777
2019-03-27-12:26:13,23.7734,93.2908,71.5215,9.85777
2019-03-27-12:26:14,23.7734,93.2908,71.5215,9.85777
2019-03-27-12:26:15,23.7734,93.2908,71.5215,9.85777
2019-03-27-12:26:16,23.7734,93.1271,71.5215,9.85777
2019-03-27-12:26:17,23.7734,93.1271,71.5215,9.85777
2019-03-27-12:26:18,23.7734,93.2377,71.4167,9.85777
2019-03-27-12:26:19,23.7734,93.0903,71.6292,9.85777
2019-03-27-12:26:20,23.7734,93.2666,71.4282,9.85777
2019-03-27-12:26:21,23.7734,93.1534,71.4282,9.85777
2019-03-27-12:26:22,23.7734,93.1534,71.5311,9.85777
2019-03-27-12:26:23,23.7734,93.1534,71.5311,9.85777
2019-03-27-12:26:24,23.7734,93.1534,71.5311,9.85777
2019-03-27-12:26:25,23.7734,93.1534,71.5311,9.85777
2019-03-27-12:26:26,23.7734,93.1534,71.418,9.85777
2019-03-27-12:26:27,23.7734,93.1534,71.5813,9.85777
2019-03-27-12:26:28,23.7734,93.1534,71.5813,9.85777
2019-03-27-12:26:29,23.7734,93.1534,71.5813,9.85777
2019-03-27-12:26:30,23.7734,93.1534,71.4744,9.85777
2019-03-27-12:26:31,23.7734,93.3768,71.4744,9.85777
2019-03-27-12:26:32,23.7734,93.1624,71.4744,9.85777
2019-03-27-12:26:33,23.7734,93.1624,71.4744,9.85777
2019-03-27-12:26:34,23.7734,93.1624,71.4744,9.85777
2019-03-27-12:26:35,23.7734,93.1624,71.4744,9.85777
2019-03-27-12:26:36,23.7734,93.1624,71.4744,9.85777
2019-03-27-12:26:37,23.7734,93.1624,71.4744,9.85777
2019-03-27-12:26:38,23.7734,93.1624,71.3737,9.85777
2019-03-27-12:26:39,23.7734,93.1624,71.3737,9.85777
2019-03-27-12:26:40,23.7734,93.1624,71.3737,9.85777
2019-03-27-12:26:41,23.7734,93.1624,71.3737,9.85777
2019-03-27-12:26:42,23.7734,93.1624,71.5025,9.85777
2019-03-27-12:26:43,23.7734,93.1624,71.5025,9.85777
2019-03-27-12:26:44,23.7734,93.1624,71.5025,9.85777
2019-03-27-12:26:45,23.7734,93.1624,71.336,9.85777
2019-03-27-12:26:46,23.7734,93.1624,71.336,9.85777
2019-03-27-12:26:47,23.7734,93.1624,71.488,9.85777
2019-03-27-12:26:48,23.7734,93.1624,71.488,9.85777
2019-03-27-12:26:49,23.7734,93.1624,71.488,9.85777
2019-03-27-12:26:50,23.7734,93.1624,71.488,9.85777
2019-03-27-12:26:51,23.7734,93.1624,71.488,9.85777
2019-03-27-12:26:52,23.7734,93.1624,71.488,9.85777
2019-03-27-12:26:53,23.7734,93.1624,71.3375,9.85777
2019-03-27-12:26:54,23.7734,93.1624,71.4843,9.85777
2019-03-27-12:26:55,23.7734,93.3922,71.3604,9.85777
2019-03-27-12:26:56,23.7734,93.0743,71.3604,9.85777
2019-03-27-12:26:57,23.7734,93.1808,71.3604,9.85777
2019-03-27-12:26:58,23.7734,93.1808,71.3604,9.85777
2019-03-27-12:26:59,23.7734,93.1808,71.5459,9.85777
2019-03-27-12:27:00,23.7734,93.1808,71.3464,9.85777
2019-03-27-12:27:01,23.7734,93.0744,71.5736,9.85777
2019-03-27-12:27:02,23.7734,93.2171,71.3401,9.85777
2019-03-27-12:27:03,23.7734,93.0809,71.3401,9.85777
2019-03-27-12:27:04,23.7734,93.0809,71.545,9.85777
2019-03-27-12:27:05,23.7734,93.4643,71.545,9.85777
2019-03-27-12:27:06,23.7734,93.0873,71.545,9.85777
2019-03-27-12:27:07,23.7734,93.2484,71.352,9.85777
2019-03-27-12:27:08,23.7734,93.0746,71.352,9.85777
2019-03-27-12:27:09,23.7734,93.0746,71.6022,9.85777
2019-03-27-12:27:10,23.7734,93.2421,71.3666,9.85777
2019-03-27-12:27:11,23.7734,93.0896,71.5511,9.85777
2019-03-27-12:27:12,23.7734,93.2599,71.3715,9.85777
2019-03-27-12:27:13,23.7734,93.2599,71.526,9.85777
2019-03-27-12:27:14,23.7734,93.2599,71.3988,9.85777
2019-03-27-12:27:15,23.7734,93.094,71.3988,9.85777
2019-03-27-12:27:16,23.7734,93.094,71.5705,9.85777
2019-03-27-12:27:17,23.7734,93.5529,71.3713,9.85777
2019-03-27-12:27:18,23.7734,93.1982,71.5211,9.85777
2019-03-27-12:27:19,23.7734,93.1982,71.3857,9.85777
2019-03-27-12:27:20,23.7734,93.0937,71.524,9.85777
2019-03-27-12:27:21,23.7734,93.0937,71.524,9.85777
2019-03-27-12:27:22,23.7734,93.2614,71.524,9.85777
2019-03-27-12:27:23,23.7734,93.071,71.524,9.85777
2019-03-27-12:27:24,23.7734,93.2368,71.392,9.85777
2019-03-27-12:27:25,23.7734,93.0769,71.392,9.85777
2019-03-27-12:27:26,23.7734,93.2173,71.392,9.85777
2019-03-27-12:27:27,23.7734,93.2173,71.5096,9.85777
2019-03-27-12:27:28,23.7734,93.0712,71.3986,9.85777
2019-03-27-12:27:29,23.7734,93.1894,71.3986,9.85777
2019-03-27-12:27:30,23.7734,93.1894,71.3986,9.85777
2019-03-27-12:27:31,23.7734,93.1894,71.3986,9.85777
2019-03-27-12:27:32,23.7734,93.3327,71.3986,9.85777
2019-03-27-12:27:33,23.7734,93.3327,71.3986,9.85777
2019-03-27-12:27:34,23.7734,93.1641,71.3986,9.85777
2019-03-27-12:27:35,23.7734,93.1641,71.3986,9.85777
2019-03-27-12:27:36,23.7734,93.1641,71.5988,9.85777
2019-03-27-12:27:37,23.7734,93.1641,71.3583,9.85777
2019-03-27-12:27:38,23.7734,92.8489,71.535,9.85777
2019-03-27-12:27:39,23.7734,93.1891,71.3599,9.85777
2019-03-27-12:27:40,23.7734,93.0561,71.3599,9.85777
2019-03-27-12:27:41,23.7734,93.0561,71.3599,9.85777
2019-03-27-12:27:42,23.7734,93.1829,71.3599,9.85777
2019-03-27-12:27:43,23.7734,93.0791,71.3599,9.85777
2019-03-27-12:27:44,23.7734,93.0791,71.3599,9.85777
2019-03-27-12:27:45,23.7734,93.0791,71.3599,9.85777
2019-03-27-12:27:46,23.7734,93.0791,71.3599,9.85777
2019-03-27-12:27:47,23.7734,93.0791,71.3599,9.85777
2019-03-27-12:27:48,23.7734,93.0791,71.3599,9.85777
2019-03-27-12:27:49,23.7734,93.0791,71.3599,9.85777
2019-03-27-12:27:50,23.7734,93.2047,71.3599,9.85777
2019-03-27-12:27:51,23.7734,93.0603,71.4783,9.85777
2019-03-27-12:27:52,23.7734,93.0603,71.3523,9.85777
2019-03-27-12:27:53,23.7734,93.0603,71.5829,9.85777
2019-03-27-12:27:54,23.7734,92.8937,71.3371,9.85777
2019-03-27-12:27:55,23.7734,93.0994,71.3371,9.85777
2019-03-27-12:27:56,23.7734,93.0994,71.5287,9.85777
2019-03-27-12:27:57,23.7734,93.0994,71.3985,9.85777
2019-03-27-12:27:58,23.7734,92.9671,71.3985,9.85777
2019-03-27-12:27:59,23.7734,93.3682,71.3985,9.85777
2019-03-27-12:28:00,23.7734,93.0355,71.3985,9.85777
2019-03-27-12:28:01,23.7734,93.1514,71.2224,9.85777
2019-03-27-12:28:02,23.7734,92.8716,71.3537,9.85777
2019-03-27-12:28:03,23.7734,93.0303,71.5063,9.85777
2019-03-27-12:28:04,23.7734,93.0303,71.3685,9.85777
