Date,CPV:CM02:3001:JT:POS_RBV,CLL:CM02:2301:DS:LVL,CLL:CM02:2601:US:LVL,CHTR:CM02:1155:HV:POWER
2019-03-27-14:54:16,23.8555,95.9166,73.6245,7.93255
2019-03-27-14:54:17,23.8555,95.9166,73.6245,7.93255
2019-03-27-14:54:18,23.8555,95.9166,73.6245,7.93255
2019-03-27-14:54:19,23.8555,95.9166,73.875,7.93255
2019-03-27-14:54:20,23.8555,95.9166,73.875,7.93255
2019-03-27-14:54:21,23.8555,95.9166,73.875,7.93255
2019-03-27-14:54:22,23.8555,95.9166,73.7055,7.93255
2019-03-27-14:54:23,23.8555,95.9166,73.7055,7.93255
2019-03-27-14:54:24,23.8555,96.0262,73.7055,7.93255
2019-03-27-14:54:25,23.8555,96.0262,74.0687,7.93255
2019-03-27-14:54:26,23.8555,96.0262,73.7359,7.93255
2019-03-27-14:54:27,23.8555,95.8848,73.7359,7.93255
2019-03-27-14:54:28,23.8555,96.1458,73.9547,7.93255
2019-03-27-14:54:29,23.8555,95.8796,73.6378,7.93255
2019-03-27-14:54:30,23.8555,95.8796,73.7833,7.93255
2019-03-27-14:54:31,23.8555,95.8796,73.7833,7.93255
2019-03-27-14:54:32,23.8555,95.8796,74.0221,7.93255
2019-03-27-14:54:33,23.8555,95.9809,73.6732,7.93255
2019-03-27-14:54:34,23.8555,95.9809,73.9602,7.93255
2019-03-27-14:54:35,23.8555,95.9809,73.9602,7.93255
2019-03-27-14:54:36,23.8555,95.9809,73.6152,7.93255
2019-03-27-14:54:37,23.8555,95.9809,73.7459,7.93255
2019-03-27-14:54:38,23.8555,95.9809,73.7459,7.93255
2019-03-27-14:54:39,23.8555,95.9809,73.7459,7.93255
2019-03-27-14:54:40,23.8555,95.9809,73.9046,7.93255
2019-03-27-14:54:41,23.8555,95.9809,73.7142,7.93255
2019-03-27-14:54:42,23.8555,95.9809,73.8912,7.93255
2019-03-27-14:54:43,23.8555,95.9809,73.8912,7.93255
2019-03-27-14:54:44,23.8555,95.9809,73.6354,7.93255
2019-03-27-14:54:45,23.8555,95.9809,73.897,7.93255
2019-03-27-14:54:46,23.8555,95.9809,73.897,7.93255
2019-03-27-14:54:47,23.8555,95.9809,73.897,7.93255
2019-03-27-14:54:48,23.8555,95.9809,73.6175,7.93255
2019-03-27-14:54:49,23.8555,95.9809,73.6175,7.93255
2019-03-27-14:54:50,23.8555,96.1141,73.7314,7.93255
2019-03-27-14:54:51,23.8555,95.8772,73.7314,7.93255
2019-03-27-14:54:52,23.8555,96.0872,73.7314,7.93255
2019-03-27-14:54:53,23.8555,95.8808,73.7314,7.93255
2019-03-27-14:54:54,23.8555,95.8808,73.8574,7.93255
2019-03-27-14:54:55,23.8555,96.1461,73.8574,7.93255
2019-03-27-14:54:56,23.8555,95.8763,73.671,7.93255
2019-03-27-14:54:57,23.8555,96.1265,73.671,7.93255
2019-03-27-14:54:58,23.8555,95.8981,73.671,7.93255
2019-03-27-14:54:59,23.8555,95.8981,73.671,7.93255
2019-03-27-14:55:00,23.8555,96.0516,73.671,7.93255
2019-03-27-14:55:01,23.8555,95.8588,73.8419,7.93255
2019-03-27-14:55:02,23.8555,96.0313,73.8419,7.93255
2019-03-27-14:55:03,23.8555,95.9211,73.8419,7.93255
2019-03-27-14:55:04,23.8555,95.9211,73.6114,7.93255
2019-03-27-14:55:05,23.8555,95.9211,73.6114,7.93255
2019-03-27-14:55:06,23.8555,95.9211,73.8478,7.93255
2019-03-27-14:55:07,23.8555,96.0247,73.6913,7.93255
2019-03-27-14:55:08,23.8555,96.0247,73.6913,7.93255
2019-03-27-14:55:09,23.8555,96.0247,73.9435,7.93255
2019-03-27-14:55:10,23.8555,96.0247,73.5985,7.93255
2019-03-27-14:55:11,23.8555,95.8705,73.5985,7.93255
2019-03-27-14:55:12,23.8555,95.9836,73.5985,7.93255
2019-03-27-14:55:13,23.8555,95.9836,73.8413,7.93255
2019-03-27-14:55:14,23.8555,95.9836,73.9748,7.93255
2019-03-27-14:55:15,23.8555,95.9836,73.7138,7.93255
2019-03-27-14:55:16,23.8555,95.9836,73.7138,7.93255
2019-03-27-14:55:17,23.8555,95.9836,73.9214,7.93255
2019-03-27-14:55:18,23.8555,95.9836,73.6394,7.93255
2019-03-27-14:55:19,23.8555,95.9836,73.7406,7.93255
2019-03-27-14:55:20,23.8555,95.9836,73.7406,7.93255
2019-03-27-14:55:21,23.8555,96.0911,73.9856,7.93255
2019-03-27-14:55:22,23.8555,95.9815,73.7077,7.93255
2019-03-27-14:55:23,23.7188,95.9815,73.7077,7.93255
2019-03-27-14:55:24,23.7188,95.8716,73.8238,7.93255
2019-03-27-14:55:25,23.7188,96.0583,73.8238,7.93255
2019-03-27-14:55:26,23.7188,96.0583,73.8238,7.93255
2019-03-27-14:55:27,23.7188,96.0583,73.8238,7.93255
2019-03-27-14:55:28,23.7188,95.8779,73.6236,7.93255
2019-03-27-14:55:29,23.7188,95.8779,73.8293,7.93255
2019-03-27-14:55:30,23.7188,95.8779,73.6373,7.93255
2019-03-27-14:55:31,23.7188,95.8779,73.983,7.93255
2019-03-27-14:55:32,23.7188,95.8779,73.7954,7.93255
2019-03-27-14:55:33,23.7188,95.8779,73.625,7.93255
2019-03-27-14:55:34,23.7188,95.8779,73.7306,7.93255
2019-03-27-14:55:35,23.7188,95.8779,73.7306,7.93255
2019-03-27-14:55:36,23.7188,96.0866,73.7306,7.93255
2019-03-27-14:55:37,23.7188,95.9519,73.6279,7.93255
2019-03-27-14:55:38,23.3086,95.9519,73.852,7.93255
2019-03-27-14:55:39,24.0508,95.9519,73.6312,7.93255
2019-03-27-14:55:40,24.0508,95.9519,73.6312,7.93255
2019-03-27-14:55:41,24.0508,95.9519,73.7493,7.93255
2019-03-27-14:55:42,24.0508,95.9519,73.7493,7.93255
2019-03-27-14:55:43,24.0508,95.9519,73.6023,7.93255
2019-03-27-14:55:44,24.0508,95.9519,73.6023,7.93255
2019-03-27-14:55:45,24.0508,95.9519,73.7414,7.93255
2019-03-27-14:55:46,24.0508,95.9519,73.7414,7.93255
2019-03-27-14:55:47,24.0508,95.9519,73.7414,7.93255
2019-03-27-14:55:48,24.0508,95.9519,73.7414,7.93255
2019-03-27-14:55:49,24.0508,96.0662,73.7414,7.93255
2019-03-27-14:55:50,24.0508,95.8695,73.6028,7.93255
2019-03-27-14:55:51,24.0508,96.0771,73.6028,7.93255
2019-03-27-14:55:52,24.0508,95.8577,73.6028,7.93255
2019-03-27-14:55:53,24.0508,95.8577,73.6028,7.93255
2019-03-27-14:55:54,24.0508,96.0504,73.7369,7.93255
2019-03-27-14:55:55,24.0508,95.8627,73.7369,7.93255
2019-03-27-14:55:56,24.0508,96.0816,73.7369,7.93255
2019-03-27-14:55:57,24.0508,96.0816,73.6095,7.93255
2019-03-27-14:55:58,24.0508,95.8642,73.6095,7.93255
2019-03-27-14:55:59,24.0508,95.8642,73.7234,7.93255
2019-03-27-14:56:00,24.0508,95.8642,73.7234,7.93255
2019-03-27-14:56:01,24.0508,96.0819,73.7234,7.93255
2019-03-27-14:56:02,24.0508,95.9066,73.7234,7.93255
2019-03-27-14:56:03,24.0508,95.9066,73.6016,7.93255
2019-03-27-14:56:04,24.0508,96.0873,73.7352,7.93255
2019-03-27-14:56:05,24.0508,95.8787,73.6244,7.93255
2019-03-27-14:56:06,24.0508,96.1109,73.803,7.93255
2019-03-27-14:56:07,24.0508,95.8866,73.6092,7.93255
2019-03-27-14:56:08,24.0508,95.8866,73.6092,7.93255
2019-03-27-14:56:09,24.0508,95.8866,73.6092,7.93255
2019-03-27-14:56:10,24.0508,95.8866,73.6092,7.93255
2019-03-27-14:56:11,24.0508,96.0244,73.7119,7.93255
2019-03-27-14:56:12,24.0508,95.7754,73.6087,7.93255
2019-03-27-14:56:13,24.0508,96.001,73.6087,7.93255
2019-03-27-14:56:14,24.0508,96.001,73.6087,7.93255
2019-03-27-14:56:15,24.0508,96.001,73.6087,7.93255
2019-03-27-14:56:16,24.0508,96.001,73.6087,7.93255
2019-03-27-14:56:17,24.0508,95.8723,73.7618,7.93255
2019-03-27-14:56:18,24.0508,95.8723,73.7618,7.93255
2019-03-27-14:56:19,24.0508,95.8723,73.7618,7.93255
2019-03-27-14:56:20,24.0508,95.8723,73.5755,7.93255
2019-03-27-14:56:21,24.0508,95.9792,73.7248,7.93255
2019-03-27-14:56:22,24.0508,95.9792,73.5826,7.93255
2019-03-27-14:56:23,24.0508,95.9792,73.7177,7.93255
2019-03-27-14:56:24,24.0508,95.9792,73.6055,7.93255
2019-03-27-14:56:25,24.0508,95.9792,73.7707,7.93255
2019-03-27-14:56:26,24.0508,95.9792,73.5869,7.93255
2019-03-27-14:56:27,24.0508,95.8459,73.5869,7.93255
2019-03-27-14:56:28,24.0508,95.8459,73.7854,7.93255
2019-03-27-14:56:29,24.0508,95.9811,73.6259,7.93255
2019-03-27-14:56:30,24.0508,95.8807,73.8203,7.93255
2019-03-27-14:56:31,24.0508,95.8807,73.5846,7.93255
2019-03-27-14:56:32,24.0508,95.8807,73.5846,7.93255
2019-03-27-14:56:33,24.0508,95.8807,73.7655,7.93255
2019-03-27-14:56:34,24.0508,96.1357,73.6051,7.93255
2019-03-27-14:56:35,24.0508,95.854,73.7551,7.93255
2019-03-27-14:56:36,24.0508,95.854,73.5968,7.93255
2019-03-27-14:56:37,24.0508,96.0051,73.5968,7.93255
2019-03-27-14:56:38,24.0508,96.0051,73.5968,7.93255
2019-03-27-14:56:39,24.0508,95.8752,73.5968,7.93255
2019-03-27-14:56:40,24.0508,95.8752,73.7378,7.93255
2019-03-27-14:56:41,24.0508,95.8752,73.7378,7.93255
2019-03-27-14:56:42,24.0508,95.8752,73.6156,7.93255
2019-03-27-14:56:43,24.0508,95.8752,73.6156,7.93255
2019-03-27-14:56:44,24.0508,95.9918,73.6156,7.93255
2019-03-27-14:56:45,24.0508,95.8336,73.6156,7.93255
2019-03-27-14:56:46,24.0508,95.9505,73.6156,7.93255
2019-03-27-14:56:47,24.0508,95.9505,73.6156,7.93255
2019-03-27-14:56:48,24.0508,95.9505,73.6156,7.93255
2019-03-27-14:56:49,24.0508,95.9505,73.6156,7.93255
2019-03-27-14:56:50,24.0508,95.9505,73.6156,7.93255
2019-03-27-14:56:51,24.0508,95.8495,73.6156,7.93255
2019-03-27-14:56:52,24.0508,95.8495,73.6156,7.93255
2019-03-27-14:56:53,24.0508,95.9848,73.6156,7.93255
2019-03-27-14:56:54,24.0508,95.8655,73.801,7.93255
2019-03-27-14:56:55,24.0508,95.8655,73.6343,7.93255
2019-03-27-14:56:56,24.0508,95.8655,73.6343,7.93255
2019-03-27-14:56:57,24.0508,95.8655,73.6343,7.93255
2019-03-27-14:56:58,24.0508,95.8655,73.6343,7.93255
2019-03-27-14:56:59,24.0508,95.8655,73.6343,7.93255
2019-03-27-14:57:00,24.0508,95.8655,73.6343,7.93255
2019-03-27-14:57:01,24.0508,95.9903,73.6343,7.93255
2019-03-27-14:57:02,24.0508,95.8678,73.6343,7.93255
2019-03-27-14:57:03,24.0508,95.8678,73.6343,7.93255
2019-03-27-14:57:04,24.0508,95.8678,73.6343,7.93255
2019-03-27-14:57:05,24.0508,96.0749,73.6343,7.93255
2019-03-27-14:57:06,24.0508,95.7507,73.6343,7.93255
2019-03-27-14:57:07,24.0508,95.7507,73.6343,7.93255
2019-03-27-14:57:08,24.0508,95.8723,73.6343,7.93255
2019-03-27-14:57:09,24.0508,95.8723,73.6343,7.93255
2019-03-27-14:57:10,24.0508,96.0822,73.6343,7.93255
2019-03-27-14:57:11,24.0508,95.8313,73.6343,7.93255
2019-03-27-14:57:12,24.0508,95.8313,73.6343,7.93255
2019-03-27-14:57:13,24.0508,95.8313,73.6343,7.93255
2019-03-27-14:57:14,24.0508,95.8313,73.6343,7.93255
2019-03-27-14:57:15,24.0508,96.0049,73.6343,7.93255
2019-03-27-14:57:16,24.0508,95.8572,73.6343,7.93255
2019-03-27-14:57:17,24.0508,96.0187,73.6343,7.93255
2019-03-27-14:57:18,24.0508,95.8722,73.6343,7.93255
2019-03-27-14:57:19,24.0508,95.8722,73.6343,7.93255
2019-03-27-14:57:20,24.0508,95.9825,73.6343,7.93255
2019-03-27-14:57:21,24.0508,95.9825,73.6343,7.93255
2019-03-27-14:57:22,24.0508,95.9825,73.6343,7.93255
2019-03-27-14:57:23,24.0508,95.9825,73.6343,7.93255
2019-03-27-14:57:24,24.0508,95.6879,73.6343,7.93255
2019-03-27-14:57:25,24.0508,95.9584,73.6343,7.93255
2019-03-27-14:57:26,24.0508,95.9584,73.6343,7.93255
2019-03-27-14:57:27,24.0508,95.9584,73.9242,7.93255
2019-03-27-14:57:28,24.0508,96.1201,73.6817,7.93255
2019-03-27-14:57:29,24.0508,95.911,73.6817,7.93255
2019-03-27-14:57:30,24.0508,95.911,73.5637,7.93255
2019-03-27-14:57:31,24.0508,95.6629,73.5637,7.93255
2019-03-27-14:57:32,24.0508,95.8875,73.7654,7.93255
2019-03-27-14:57:33,24.0508,95.7204,73.5823,7.93255
2019-03-27-14:57:34,24.0508,95.8888,73.9613,7.93255
2019-03-27-14:57:35,24.0508,95.7526,73.5692,7.93255
2019-03-27-14:57:36,24.0508,95.8778,73.5692,7.93255
2019-03-27-14:57:37,24.0508,95.8778,73.5692,7.93255
2019-03-27-14:57:38,24.0508,96.0049,73.5692,7.93255
2019-03-27-14:57:39,24.0508,95.8999,73.7341,7.93255
2019-03-27-14:57:40,24.0508,95.8999,73.6021,7.93255
2019-03-27-14:57:41,24.0508,95.7935,73.6021,7.93255
2019-03-27-14:57:42,24.0508,95.7935,73.7243,7.93255
2019-03-27-14:57:43,24.0508,95.7935,73.5921,7.93255
2019-03-27-14:57:44,24.0508,95.7935,73.7106,7.93255
2019-03-27-14:57:45,24.0508,95.9163,73.7106,7.93255
2019-03-27-14:57:46,24.0508,95.6645,73.7106,7.93255
2019-03-27-14:57:47,24.0508,95.9407,73.7106,7.93255
2019-03-27-14:57:48,24.0508,95.7438,73.5623,7.93255
2019-03-27-14:57:49,24.0508,95.7438,73.672,7.93255
2019-03-27-14:57:50,24.0508,95.9087,73.672,7.93255
2019-03-27-14:57:51,24.0508,95.9087,73.672,7.93255
2019-03-27-14:57:52,24.0508,95.9087,73.5294,7.93255
2019-03-27-14:57:53,24.0508,95.7175,73.5294,7.93255
2019-03-27-14:57:54,24.0508,95.8725,73.6585,7.93255
2019-03-27-14:57:55,24.0508,95.8725,73.6585,7.93255
2019-03-27-14:57:56,24.0508,95.8725,73.6585,7.93255
2019-03-27-14:57:57,24.0508,95.8725,73.6585,7.93255
2019-03-27-14:57:58,24.0508,95.8725,73.6585,7.93255
2019-03-27-14:57:59,24.0508,95.8725,73.6585,7.93255
2019-03-27-14:58:00,24.0508,95.8725,73.6585,7.93255
2019-03-27-14:58:01,24.0508,95.7348,73.6585,7.93255
2019-03-27-14:58:02,24.0508,95.97,73.6585,7.93255
2019-03-27-14:58:03,24.0508,95.6933,73.6585,7.93255
2019-03-27-14:58:04,24.0508,96.008,73.6585,7.93255
2019-03-27-14:58:05,24.0508,95.8533,73.6585,7.93255
2019-03-27-14:58:06,24.0508,95.8533,73.6585,7.93255
2019-03-27-14:58:07,24.0508,95.8533,73.6585,7.93255
2019-03-27-14:58:08,24.0508,95.8533,73.3956,7.93255
2019-03-27-14:58:09,24.0508,96.0381,73.676,7.93255
2019-03-27-14:58:10,24.0508,95.6208,73.676,7.93255
2019-03-27-14:58:11,24.0508,95.8347,73.676,7.93255
2019-03-27-14:58:12,24.0508,95.7157,73.5744,7.93255
2019-03-27-14:58:13,24.0508,95.567,73.5744,7.93255
2019-03-27-14:58:14,24.0508,96.0395,73.5744,7.93255
2019-03-27-14:58:15,24.0508,95.8546,73.5744,7.93255
2019-03-27-14:58:16,24.0508,95.8546,73.7365,7.93255
2019-03-27-14:58:17,24.0508,95.8546,73.5713,7.93255
2019-03-27-14:58:18,24.0508,95.8546,73.4134,7.93255
2019-03-27-14:58:19,24.0508,95.9635,73.6627,7.93255
2019-03-27-14:58:20,24.0508,95.9635,73.6627,7.93255
2019-03-27-14:58:21,24.0508,95.9635,73.6627,7.93255
2019-03-27-14:58:22,24.0508,95.9635,73.6627,7.93255
2019-03-27-14:58:23,24.0508,95.5676,73.4036,7.93255
2019-03-27-14:58:24,24.0508,95.9961,73.8485,7.93255
2019-03-27-14:58:25,24.0508,95.8024,73.5635,7.93255
2019-03-27-14:58:26,24.0508,95.9074,73.5635,7.93255
2019-03-27-14:58:27,24.0508,95.9074,73.5635,7.93255
2019-03-27-14:58:28,24.0508,95.7825,73.5635,7.93255
2019-03-27-14:58:29,24.0508,95.7825,73.7187,7.93255
2019-03-27-14:58:30,24.0508,95.7825,73.5774,7.93255
2019-03-27-14:58:31,24.0508,95.9609,73.7475,7.93255
2019-03-27-14:58:32,24.0508,95.772,73.7475,7.93255
2019-03-27-14:58:33,24.0508,95.772,73.7475,7.93255
2019-03-27-14:58:34,24.0508,95.8773,73.5835,7.93255
2019-03-27-14:58:35,24.0508,95.5943,73.5835,7.93255
2019-03-27-14:58:36,24.0508,95.5943,73.7813,7.93255
2019-03-27-14:58:37,24.0508,95.7372,73.7813,7.93255
2019-03-27-14:58:38,24.0508,95.7372,73.7813,7.93255
2019-03-27-14:58:39,24.0508,95.7372,73.6008,7.93255
2019-03-27-14:58:40,24.0508,95.7372,73.6008,7.93255
2019-03-27-14:58:41,24.0508,95.549,73.732,7.93255
2019-03-27-14:58:42,24.0508,95.929,73.5693,7.93255
2019-03-27-14:58:43,24.0508,95.7586,73.7369,7.93255
2019-03-27-14:58:44,24.0508,95.9163,73.6029,7.93255
2019-03-27-14:58:45,24.0508,95.7935,73.6029,7.93255
2019-03-27-14:58:46,24.0508,95.9373,73.6029,7.93255
2019-03-27-14:58:47,24.0508,95.575,73.6029,7.93255
2019-03-27-14:58:48,24.0508,95.575,73.6029,7.93255
2019-03-27-14:58:49,24.0508,95.8329,73.6029,7.93255
2019-03-27-14:58:50,24.0508,95.8329,73.6029,7.93255
2019-03-27-14:58:51,24.0508,96.0204,73.6029,7.93255
2019-03-27-14:58:52,24.0508,95.6304,73.6029,7.93255
2019-03-27-14:58:53,24.0508,95.8394,73.6029,7.93255
2019-03-27-14:58:54,24.0508,95.6575,73.6029,7.93255
2019-03-27-14:58:55,24.0508,96.028,73.6029,7.93255
2019-03-27-14:58:56,24.0508,95.6877,73.4548,7.93255
2019-03-27-14:58:57,24.0508,95.8422,73.5576,7.93255
2019-03-27-14:58:58,24.0508,95.5906,73.5576,7.93255
2019-03-27-14:58:59,24.0508,95.7718,73.5576,7.93255
2019-03-27-14:59:00,24.0508,95.617,73.5576,7.93255
2019-03-27-14:59:01,24.0508,95.7495,73.7987,7.93255
2019-03-27-14:59:02,24.0508,95.7495,73.6475,7.93255
2019-03-27-14:59:03,24.0508,95.5913,73.6475,7.93255
2019-03-27-14:59:04,24.0508,95.6969,73.6475,7.93255
2019-03-27-14:59:05,24.0508,95.6969,73.6475,7.93255
2019-03-27-14:59:06,24.0508,95.6969,73.6475,7.93255
2019-03-27-14:59:07,24.0508,95.6969,73.4439,7.93255
2019-03-27-14:59:08,24.0508,95.878,73.6595,7.93255
2019-03-27-14:59:09,24.0508,95.878,73.5555,7.93255
2019-03-27-14:59:10,24.0508,95.5484,73.5555,7.93255
2019-03-27-14:59:11,24.0508,95.6912,73.5555,7.93255
2019-03-27-14:59:12,24.0508,95.5252,73.5555,7.93255
2019-03-27-14:59:13,24.0508,95.9062,73.5555,7.93255
2019-03-27-14:59:14,24.0508,95.6197,73.5555,7.93255
2019-03-27-14:59:15,24.0508,95.7839,73.5555,7.93255
2019-03-27-14:59:16,24.0508,95.5832,73.5555,7.93255
2019-03-27-14:59:17,24.0508,95.5832,73.5555,7.93255
2019-03-27-14:59:18,24.0508,95.9132,73.5555,7.93255
2019-03-27-14:59:19,24.0508,95.9132,73.5555,7.93255
2019-03-27-14:59:20,24.0508,95.4946,73.5555,7.93255
2019-03-27-14:59:21,24.0508,95.7934,73.5555,7.93255
2019-03-27-14:59:22,24.0508,95.5683,73.5555,7.93255
2019-03-27-14:59:23,24.0508,95.8938,73.5555,7.93255
2019-03-27-14:59:24,24.0508,95.6127,73.736,7.93255
2019-03-27-14:59:25,24.0508,95.7231,73.6198,7.93255
2019-03-27-14:59:26,24.0508,95.7231,73.6198,7.93255
2019-03-27-14:59:27,24.0508,95.7231,73.6198,7.93255
2019-03-27-14:59:28,24.0508,95.9574,73.6198,7.93255
2019-03-27-14:59:29,24.0508,95.72,73.6198,7.93255
2019-03-27-14:59:30,24.0508,95.9617,73.5032,7.93255
2019-03-27-14:59:31,24.0508,95.7544,73.3548,7.93255
2019-03-27-14:59:32,24.0508,95.7544,73.5791,7.93255
2019-03-27-14:59:33,24.0508,95.7544,73.7046,7.93255
2019-03-27-14:59:34,24.0508,95.7544,73.3736,7.93255
2019-03-27-14:59:35,24.0508,95.9431,73.9016,7.93255
2019-03-27-14:59:36,24.0508,95.4316,73.5439,7.93255
2019-03-27-14:59:37,24.0508,95.6478,73.7383,7.93255
2019-03-27-14:59:38,24.0508,95.6478,73.5469,7.93255
2019-03-27-14:59:39,24.0508,95.8732,73.5469,7.93255
2019-03-27-14:59:40,24.0508,95.5922,73.5469,7.93255
2019-03-27-14:59:41,24.0508,95.5922,73.5469,7.93255
2019-03-27-14:59:42,24.0508,95.7764,73.7483,7.93255
2019-03-27-14:59:43,24.0508,95.603,73.5986,7.93255
2019-03-27-14:59:44,24.0508,95.603,73.5986,7.93255
2019-03-27-14:59:45,24.0508,95.603,73.7046,7.93255
2019-03-27-14:59:46,24.0508,95.603,73.5739,7.93255
2019-03-27-14:59:47,24.0508,95.603,73.7228,7.93255
2019-03-27-14:59:48,24.0508,95.7747,73.606,7.93255
2019-03-27-14:59:49,24.0508,95.7747,73.606,7.93255
2019-03-27-14:59:50,24.0508,95.9486,73.606,7.93255
2019-03-27-14:59:51,24.0508,95.4523,73.606,7.93255
2019-03-27-14:59:52,24.0508,95.4523,73.606,7.93255
2019-03-27-14:59:53,24.0508,95.554,73.606,7.93255
2019-03-27-14:59:54,24.0508,95.7984,73.606,7.93255
2019-03-27-14:59:55,24.0508,95.5503,73.606,7.93255
2019-03-27-14:59:56,24.0508,95.5503,73.606,7.93255
2019-03-27-14:59:57,24.0508,95.5503,73.606,7.93255
2019-03-27-14:59:58,24.0508,95.5503,73.606,7.93255
2019-03-27-14:59:59,24.0508,95.5503,73.4185,7.93255
2019-03-27-15:00:00,24.0508,95.7185,73.5799,7.93255
2019-03-27-15:00:01,24.0508,95.7185,73.5799,7.93255
2019-03-27-15:00:02,24.0508,95.6151,73.5799,7.93255
2019-03-27-15:00:03,24.0508,95.6151,73.5799,7.93255
2019-03-27-15:00:04,24.0508,95.6151,73.5799,7.93255
2019-03-27-15:00:05,24.0508,95.8023,73.5799,7.93255
2019-03-27-15:00:06,24.0508,95.449,73.4748,7.93255
2019-03-27-15:00:07,24.0508,95.78,73.5927,7.93255
2019-03-27-15:00:08,24.0508,95.4262,73.3976,7.93255
2019-03-27-15:00:09,24.0508,95.6839,73.5442,7.93255
2019-03-27-15:00:10,24.0508,95.8457,73.5442,7.93255
2019-03-27-15:00:11,24.0508,95.5464,73.5442,7.93255
2019-03-27-15:00:12,24.0508,95.5464,73.6496,7.93255
2019-03-27-15:00:13,24.0508,95.5464,73.5431,7.93255
2019-03-27-15:00:14,24.0508,95.7343,73.5431,7.93255
2019-03-27-15:00:15,24.0508,95.5502,73.4342,7.93255
2019-03-27-15:00:16,24.0508,95.6781,73.5635,7.93255
2019-03-27-15:00:17,24.0508,95.5559,73.5635,7.93255
2019-03-27-15:00:18,24.0508,95.7476,73.5635,7.93255
2019-03-27-15:00:19,24.0508,95.511,73.5635,7.93255
2019-03-27-15:00:20,24.0508,95.511,73.5635,7.93255
2019-03-27-15:00:21,24.0508,95.511,73.3287,7.93255
2019-03-27-15:00:22,24.0508,95.806,73.534,7.93255
2019-03-27-15:00:23,24.0508,95.6395,73.534,7.93255
2019-03-27-15:00:24,24.0508,95.4554,73.534,7.93255
2019-03-27-15:00:25,24.0508,95.5736,73.534,7.93255
2019-03-27-15:00:26,24.0508,95.437,73.534,7.93255
2019-03-27-15:00:27,24.0508,95.6112,73.534,7.93255
2019-03-27-15:00:28,24.0508,95.4937,73.534,7.93255
2019-03-27-15:00:29,24.0508,95.9296,73.534,7.93255
2019-03-27-15:00:30,24.0508,95.4216,73.534,7.93255
2019-03-27-15:00:31,24.0508,95.6376,73.3136,7.93255
2019-03-27-15:00:32,24.0508,95.6376,73.5249,7.93255
2019-03-27-15:00:33,24.0508,95.6376,73.5249,7.93255
2019-03-27-15:00:34,24.0508,95.6376,73.6991,7.93255
2019-03-27-15:00:35,24.0508,95.6376,73.5126,7.93255
2019-03-27-15:00:36,24.0508,95.6376,73.5126,7.93255
2019-03-27-15:00:37,24.0508,95.6376,73.5126,7.93255
2019-03-27-15:00:38,24.0508,95.4709,73.5126,7.93255
2019-03-27-15:00:39,24.0508,95.6079,73.5126,7.93255
2019-03-27-15:00:40,24.0508,95.6079,73.5126,7.93255
2019-03-27-15:00:41,24.0508,95.8096,73.5126,7.93255
2019-03-27-15:00:42,24.0508,95.4465,73.5126,7.93255
2019-03-27-15:00:43,24.0508,95.4465,73.5126,7.93255
2019-03-27-15:00:44,24.0508,95.4465,73.5126,7.93255
2019-03-27-15:00:45,24.0508,95.4465,73.3597,7.93255
2019-03-27-15:00:46,24.0508,95.7811,73.5602,7.93255
2019-03-27-15:00:47,24.0508,95.5264,73.5602,7.93255
2019-03-27-15:00:48,24.0508,95.5264,73.5602,7.93255
2019-03-27-15:00:49,24.0508,95.7627,73.5602,7.93255
2019-03-27-15:00:50,24.0508,95.4364,73.293,7.93255
2019-03-27-15:00:51,24.0508,95.4364,73.5145,7.93255
2019-03-27-15:00:52,24.0508,95.4364,73.5145,7.93255
2019-03-27-15:00:53,24.0508,95.4364,73.5145,7.93255
2019-03-27-15:00:54,24.0508,95.4364,73.5145,7.93255
2019-03-27-15:00:55,24.0508,95.4364,73.3734,7.93255
2019-03-27-15:00:56,24.0508,95.4364,73.659,7.93255
2019-03-27-15:00:57,24.0508,95.4364,73.3582,7.93255
2019-03-27-15:00:58,24.0508,95.4364,73.6574,7.93255
2019-03-27-15:00:59,24.0508,95.6375,73.4886,7.93255
2019-03-27-15:01:00,24.0508,95.4426,73.4886,7.93255
2019-03-27-15:01:01,24.0508,95.4426,73.3822,7.93255
2019-03-27-15:01:02,24.0508,95.7012,73.624,7.93255
2019-03-27-15:01:03,24.0508,95.438,73.3309,7.93255
2019-03-27-15:01:04,24.0508,95.6115,73.4858,7.93255
2019-03-27-15:01:05,24.0508,95.6115,73.4858,7.93255
2019-03-27-15:01:06,24.0508,95.6115,73.4858,7.93255
2019-03-27-15:01:07,24.0508,95.6115,73.4858,7.93255
2019-03-27-15:01:08,24.0508,95.4276,73.4858,7.93255
2019-03-27-15:01:09,24.0508,95.4276,73.4858,7.93255
2019-03-27-15:01:10,24.0508,95.4276,73.4858,7.93255
2019-03-27-15:01:11,24.0508,95.6713,73.6477,7.93255
2019-03-27-15:01:12,24.0508,95.406,73.4984,7.93255
2019-03-27-15:01:13,24.0508,95.406,73.4984,7.93255
2019-03-27-15:01:14,24.0508,95.406,73.4984,7.93255
2019-03-27-15:01:15,24.0508,95.406,73.3533,7.93255
2019-03-27-15:01:16,24.0508,95.406,73.3533,7.93255
2019-03-27-15:01:17,24.0508,95.406,73.3533,7.93255
2019-03-27-15:01:18,24.0508,95.406,73.3533,7.93255
2019-03-27-15:01:19,24.0508,95.406,73.3533,7.93255
