time,Unix time,CHTR:CM02:1255:HV:POWER,CLL:CM02:2301:DS:LVL,CPV:CM02:3001:JT:POS_RBV,CLL:CM02:2601:US:LVL,CHTR:CM02:1855:HV:POWER
2019-03-03 14:00:27,1551639627.56,2.13125,96.8581,17.3984,74.831,1.90911
2019-03-03 14:00:29,1551639629.56,2.13125,97.1844,17.3984,74.7121,1.90911
2019-03-03 14:00:30,1551639630.57,2.13125,96.9818,17.3984,74.8166,1.90911
2019-03-03 14:00:31,1551639631.56,2.13125,96.8606,17.3984,74.8166,1.90911
2019-03-03 14:00:32,1551639632.57,2.13125,96.8606,17.3984,74.6756,1.90911
2019-03-03 14:00:33,1551639633.56,2.13125,96.8606,17.3984,74.8359,1.90911
2019-03-03 14:00:34,1551639634.56,2.13125,96.8606,17.3984,74.6974,1.90911
2019-03-03 14:00:35,1551639635.56,2.13125,96.8606,17.3984,74.8691,1.90911
2019-03-03 14:00:36,1551639636.56,2.13125,97.132,17.3984,74.7085,1.90911
2019-03-03 14:00:38,1551639638.56,2.13125,96.9343,17.3984,74.8153,1.90911
