2019-03-27-18:44:00,24
2019-03-27-18:44:15,26
2019-03-27-18:44:30,24
2019-03-27-18:44:45,22
2019-03-27-18:45:00,22
2019-03-27-18:45:15,20
2019-03-27-18:45:30,18
2019-03-27-18:45:45,16
2019-03-27-18:46:00,16
2019-03-27-18:46:15,14
2019-03-27-18:46:30,12
2019-03-27-18:46:45,10
2019-03-27-18:47:00,10
2019-03-27-18:47:15,8
2019-03-27-18:47:30,8.81669
2019-03-27-18:47:45,7.2557
2019-03-27-18:48:00,7.2557
2019-03-27-18:48:15,5.2557
2019-03-27-18:48:30,7.2557
2019-03-27-18:48:45,9.2557
2019-03-27-18:49:00,9.2557
2019-03-27-18:49:15,8.10831
2019-03-27-18:49:30,7.19244
2019-03-27-18:49:45,9.19244
2019-03-27-18:50:00,9.19244
2019-03-27-18:50:15,9.78661
2019-03-27-18:50:30,7.78661
2019-03-27-18:50:45,8.99849
2019-03-27-18:51:00,8.99849
2019-03-27-18:51:15,8.85734
2019-03-27-18:51:30,8.24114
2019-03-27-18:51:45,10.1268
2019-03-27-18:52:00,10.1268
2019-03-27-18:52:15,8.12679
2019-03-27-18:52:30,9.87343
2019-03-27-18:52:45,11.8734
2019-03-27-18:53:00,11.8734
2019-03-27-18:53:15,12.3092
2019-03-27-18:53:30,11.3624
2019-03-27-18:53:45,9.36242
2019-03-27-18:54:00,9.36242
2019-03-27-18:54:15,11.3624
2019-03-27-18:54:30,12.2691
2019-03-27-18:54:45,12.2691
2019-03-27-18:55:00,12.2691
2019-03-27-18:55:15,11.6123
2019-03-27-18:55:30,13.368
2019-03-27-18:55:45,11.368
2019-03-27-18:56:00,11.368
2019-03-27-18:56:15,9.36803
2019-03-27-18:56:30,11.368
2019-03-27-18:56:45,12.6415
2019-03-27-18:57:00,12.6415
2019-03-27-18:57:15,10.6415
2019-03-27-18:57:30,12.6415
2019-03-27-18:57:45,13.2563
2019-03-27-18:58:00,13.2563
2019-03-27-18:58:15,13.2563
2019-03-27-18:58:30,13.9742
2019-03-27-18:58:45,13.2371
2019-03-27-18:59:00,13.2371
2019-03-27-18:59:15,13.2371
2019-03-27-18:59:30,11.2762
2019-03-27-18:59:45,12.1298
2019-03-27-19:00:00,12.1298
2019-03-27-19:00:15,14.1298
2019-03-27-19:00:30,13.8575
2019-03-27-19:00:45,15.8575
2019-03-27-19:01:00,15.8575
2019-03-27-19:01:15,14.0203
2019-03-27-19:01:30,13.7913
2019-03-27-19:01:45,15.6695
2019-03-27-19:02:00,15.6695
2019-03-27-19:02:15,14.0222
2019-03-27-19:02:30,13.5623
2019-03-27-19:02:45,14.0843
2019-03-27-19:03:00,14.0843
2019-03-27-19:03:15,16.0843
2019-03-27-19:03:30,15.2323
2019-03-27-19:03:45,15.6297
2019-03-27-19:04:00,15.6297
2019-03-27-19:04:15,17.0242
2019-03-27-19:04:30,15.3622
2019-03-27-19:04:45,16.4827
2019-03-27-19:05:00,16.4827
2019-03-27-19:05:15,14.4827
2019-03-27-19:05:30,16.4827
2019-03-27-19:05:45,16.2844
2019-03-27-19:06:00,16.2844
2019-03-27-19:06:15,15.0412
2019-03-27-19:06:30,16.6475
2019-03-27-19:06:45,17.2925
2019-03-27-19:07:00,17.2925
2019-03-27-19:07:15,17.1252
2019-03-27-19:07:30,17.1252
2019-03-27-19:07:45,17.1252
2019-03-27-19:08:00,17.1252
2019-03-27-19:08:15,18.2384
2019-03-27-19:08:30,16.2384
2019-03-27-19:08:45,16.2384
2019-03-27-19:09:00,16.9489
2019-03-27-19:09:15,16.4618
2019-03-27-19:09:30,18.4618
2019-03-27-19:09:45,18.4618
2019-03-27-19:10:00,17.5929
2019-03-27-19:10:15,17.4086
2019-03-27-19:10:30,18.7711
2019-03-27-19:10:45,18.7711
2019-03-27-19:11:00,20.7711
2019-03-27-19:11:15,18.7711
2019-03-27-19:11:30,20.2006
2019-03-27-19:11:45,20.2006
2019-03-27-19:12:00,18.2006
2019-03-27-19:12:15,20.2006
2019-03-27-19:12:30,19.7878
2019-03-27-19:12:45,19.7878
2019-03-27-19:13:00,18.2829
2019-03-27-19:13:15,20.2829
2019-03-27-19:13:30,21.9117
2019-03-27-19:13:45,21.9117
2019-03-27-19:14:00,21.5557
2019-03-27-19:14:15,19.5557
2019-03-27-19:14:30,20.9525
2019-03-27-19:14:45,20.9525
2019-03-27-19:15:00,20.8015
2019-03-27-19:15:15,21.9159
2019-03-27-19:15:30,21.3253
