time,Unix time,CPT:CM02:2302:DS:PRESS,CHTR:CM02:1455:HV:POWER,CLL:CM02:2601:US:LVL,CLL:CM02:2301:DS:LVL,CTE:CM02:1420:DH:TEMP,CTE:CM02:1418:UH:TEMP,ACCL:L1B:0240:CPLRTEMP1,ACCL:L1B:0240:CPLRTEMP2,CPV:CM02:3001:JT:POS_RBV
2019-03-17 12:04:35,1552838675.56,29.5314,1.91554,72.6623,94.6502,5.39695,6.23439,71.5856,73.1072,34.4961
2019-03-17 12:04:36,1552838676.56,29.5314,1.91554,72.5315,94.4749,5.39695,6.23439,71.5856,73.1072,34.4961
2019-03-17 12:04:37,1552838677.56,29.5314,1.91554,72.5315,94.6732,5.39695,6.23439,71.5856,73.1072,34.4961
2019-03-17 12:04:38,1552838678.56,29.5314,1.91554,72.5315,94.5007,5.39695,6.23439,71.5856,73.1072,34.4961
2019-03-17 12:04:40,1552838680.57,29.5314,1.91554,72.5315,94.5007,5.39695,6.23439,71.5856,73.1072,34.1641
2019-03-17 12:04:42,1552838682.56,29.5314,1.91554,72.7774,94.6443,5.39695,6.23439,71.5856,73.1072,34.1641
2019-03-17 12:04:43,1552838683.56,29.5314,1.91554,72.4918,94.4616,5.39695,6.23439,71.5856,73.1072,34.1641
2019-03-17 12:04:45,1552838685.57,29.5314,1.91554,72.4918,94.4616,5.39695,6.23439,71.5856,73.1072,33.6719
2019-03-17 12:04:47,1552838687.56,29.5314,1.91554,72.4918,94.702,5.39695,6.23439,71.5856,73.1072,33.6719
2019-03-17 12:04:48,1552838688.56,29.5314,1.91554,72.4918,94.5207,5.39695,6.23439,71.5856,73.1072,33.6719
2019-03-17 12:04:49,1552838689.16,29.5314,1.91554,72.4918,94.5207,5.39695,6.23439,71.7092,73.1072,33.6719
2019-03-17 12:04:49,1552838689.56,29.5314,1.91554,72.6579,94.6883,5.39695,6.23439,71.7092,73.1072,33.6719
2019-03-17 12:04:50,1552838690.56,29.5314,1.91554,72.6579,94.4842,5.39695,6.23439,71.7092,73.1072,33.6719
2019-03-17 12:04:52,1552838692.56,29.5314,1.91554,72.5463,94.6715,5.39695,6.23439,71.7092,73.1072,33.6719
2019-03-17 12:04:53,1552838693.56,29.5314,1.91554,72.5463,94.4769,5.39695,6.23439,71.7092,73.1072,32.9844
2019-03-17 12:04:54,1552838694.56,29.5314,1.91554,72.5463,94.6502,5.39695,6.23439,71.7092,73.1072,33.8086
2019-03-17 12:04:55,1552838695.56,29.5314,1.91554,72.5463,94.5302,5.39695,6.23439,71.7092,73.1072,33.8086
2019-03-17 12:04:57,1552838697.56,29.5314,1.91554,72.6701,94.5302,5.39695,6.23439,71.7092,73.1072,33.8086
2019-03-17 12:04:58,1552838698.57,29.5314,1.91554,72.6701,94.5302,5.39695,6.23439,71.7092,73.1072,35.043
2019-03-17 12:04:59,1552838699.57,29.5314,1.91554,72.6701,94.5302,5.39695,6.23439,71.7092,73.1072,34.9062
2019-03-17 12:05:00,1552838700.56,29.5314,1.91554,72.4756,94.5302,5.39695,6.23439,71.7092,73.1072,34.3594
2019-03-17 12:05:02,1552838702.57,29.5314,1.91554,72.4756,94.5302,5.39695,6.23439,71.7092,73.1072,34.2188
2019-03-17 12:05:04,1552838704.56,29.5314,1.91554,72.6422,94.5302,5.39695,6.23439,71.7092,73.1072,34.2188
2019-03-17 12:05:05,1552838705.56,29.5314,1.91554,72.4915,94.5302,5.39695,6.23439,71.7092,73.1072,34.2188
2019-03-17 12:05:06,1552838706.56,29.5314,1.91554,72.6573,94.5302,5.39695,6.23439,71.7092,73.1072,34.2188
2019-03-17 12:05:07,1552838707.56,29.5314,1.91554,72.4851,94.5302,5.39695,6.23439,71.7092,73.1072,32.9844
2019-03-17 12:05:08,1552838708.57,29.5314,1.91554,72.4851,94.5302,5.39695,6.23439,71.7092,73.1072,35.5938
