Date,CPV:CM02:3001:JT:POS_RBV,CLL:CM02:2301:DS:LVL,CLL:CM02:2601:US:LVL,ACCL:L1B:0220:GACT,CHTR:CM02:1255:HV:POWER,CPT:CM02:2302:DS:PRESS
2019-03-28-15:46:58,26.0547,94.5054,72.6157,15.9096,1.82506,28.472
2019-03-28-15:46:59,26.0547,94.5054,72.4834,15.8979,1.82506,28.472
2019-03-28-15:47:00,26.0547,94.5054,72.6303,15.8979,1.82506,28.472
2019-03-28-15:47:01,26.0547,94.5054,72.4782,15.8979,1.82506,28.472
2019-03-28-15:47:02,26.0547,94.6513,72.4782,15.8979,1.82506,28.472
2019-03-28-15:47:03,26.0547,94.5085,72.5847,15.8979,1.82506,28.472
2019-03-28-15:47:04,26.0547,94.6134,72.5847,15.8979,1.82506,28.472
2019-03-28-15:47:05,26.0547,94.6134,72.5847,15.8979,1.82506,28.472
2019-03-28-15:47:06,26.0547,94.4846,72.5847,15.8979,1.82506,28.472
2019-03-28-15:47:07,26.0547,94.6182,72.5847,15.8979,1.82506,28.472
2019-03-28-15:47:08,26.0547,94.4836,72.5847,15.8979,1.82506,28.472
2019-03-28-15:47:09,26.0547,94.6331,72.5847,15.8979,1.82506,28.472
2019-03-28-15:47:10,26.0547,94.6331,72.5847,15.8979,1.82506,28.472
2019-03-28-15:47:11,26.0547,94.4922,72.5847,15.8979,1.82506,28.472
2019-03-28-15:47:12,26.0547,94.4922,72.465,15.8979,1.82506,28.472
2019-03-28-15:47:13,26.0547,94.4922,72.465,15.8979,1.82506,28.472
2019-03-28-15:47:14,26.0547,94.4922,72.465,15.8979,1.82506,28.472
2019-03-28-15:47:15,26.0547,94.8434,72.7234,15.8979,1.82506,28.472
2019-03-28-15:47:16,26.0547,94.4928,72.5365,15.8979,1.82506,28.472
2019-03-28-15:47:17,26.0547,94.6049,72.6945,15.8979,1.82506,28.472
2019-03-28-15:47:18,26.0547,94.4804,72.4894,15.8979,1.82506,28.472
2019-03-28-15:47:19,26.0547,94.4804,72.4894,15.8979,1.82506,28.472
2019-03-28-15:47:20,26.0547,94.6018,72.7524,15.8979,1.82506,28.472
2019-03-28-15:47:21,26.0547,94.4797,72.481,15.8979,1.82506,28.472
2019-03-28-15:47:22,26.0547,94.5964,72.7211,15.8979,1.82506,28.472
2019-03-28-15:47:23,26.0547,94.4451,72.4836,15.8979,1.82506,28.472
2019-03-28-15:47:24,26.0547,94.4451,72.4836,15.8979,1.82506,28.472
2019-03-28-15:47:25,26.0547,94.4451,72.6511,15.8979,1.82506,28.472
2019-03-28-15:47:26,26.0547,94.4451,72.6511,15.8979,1.82506,28.472
2019-03-28-15:47:27,26.0547,94.5552,72.6511,15.8979,1.82506,28.472
2019-03-28-15:47:28,26.0547,94.5552,72.5272,15.8979,1.82506,28.472
2019-03-28-15:47:29,26.0547,94.5552,72.6412,15.8979,1.82506,28.472
2019-03-28-15:47:30,26.0547,94.5552,72.5241,15.8979,1.82506,28.472
2019-03-28-15:47:31,26.0547,94.5552,72.5241,15.8877,1.82506,28.472
2019-03-28-15:47:32,26.0547,94.5552,72.5241,15.8877,1.82506,28.472
2019-03-28-15:47:33,26.0547,94.5552,72.5241,15.8877,1.82506,28.472
2019-03-28-15:47:34,26.0547,94.5552,72.5241,15.8877,1.82506,28.472
2019-03-28-15:47:35,26.0547,94.5552,72.5241,15.8877,1.82506,28.472
2019-03-28-15:47:36,26.0547,94.5552,72.5241,15.8877,1.82506,28.472
2019-03-28-15:47:37,26.0547,94.5552,72.5241,15.8877,1.82506,28.472
2019-03-28-15:47:38,26.0547,94.5552,72.5241,15.8877,1.82506,28.472
2019-03-28-15:47:39,26.0547,94.5552,72.5241,15.8877,1.82506,28.472
2019-03-28-15:47:40,26.0547,94.5552,72.6368,15.8877,1.82506,28.472
2019-03-28-15:47:41,26.1953,94.5552,72.6368,15.8877,1.82506,28.472
2019-03-28-15:47:42,26.0547,94.5552,72.6368,15.8877,1.82506,28.472
2019-03-28-15:47:43,26.0547,94.5552,72.5034,15.8877,1.82506,28.472
2019-03-28-15:47:44,26.0547,94.5552,72.5034,15.8877,1.82506,28.472
2019-03-28-15:47:45,26.0547,94.3255,72.5034,15.8877,1.82506,28.472
2019-03-28-15:47:46,26.0547,94.8865,72.5034,15.8982,1.82506,28.472
2019-03-28-15:47:47,26.0547,94.6073,72.5034,15.8982,1.82506,28.472
2019-03-28-15:47:48,26.0547,94.4678,72.5034,15.8982,1.82506,28.472
2019-03-28-15:47:49,26.0547,94.5873,72.5034,15.8982,1.82506,28.472
2019-03-28-15:47:50,26.0547,94.5873,72.5034,15.8874,1.82506,28.472
2019-03-28-15:47:51,26.0547,94.8501,72.5034,15.8874,1.82506,28.472
2019-03-28-15:47:52,26.0547,94.4997,72.699,15.8892,1.82506,28.472
2019-03-28-15:47:53,26.0547,94.4997,72.47,15.8892,1.82506,28.472
2019-03-28-15:47:54,26.1953,94.6815,72.47,15.8892,1.82506,28.472
2019-03-28-15:47:55,26.0547,94.4693,72.47,15.8892,1.82506,28.472
2019-03-28-15:47:56,26.0547,94.642,72.47,15.8892,1.82506,28.472
2019-03-28-15:47:57,26.0547,94.4935,72.6649,15.8892,1.82506,28.472
2019-03-28-15:47:58,26.0547,94.4935,72.4769,15.8892,1.82506,28.472
2019-03-28-15:47:59,26.0547,94.4935,72.4769,15.8892,1.82506,28.472
2019-03-28-15:48:00,26.0547,94.36,72.4769,15.8892,1.82506,28.472
2019-03-28-15:48:01,26.0547,94.7152,72.4769,15.8892,1.82506,28.472
2019-03-28-15:48:02,26.0547,94.5189,72.4769,15.8892,1.82506,28.472
2019-03-28-15:48:03,26.0547,94.5189,72.4769,15.8892,1.82506,28.472
2019-03-28-15:48:04,26.0547,94.0787,72.4769,15.8892,1.82506,28.472
2019-03-28-15:48:05,26.0547,94.4711,72.5967,15.8892,1.82506,28.472
2019-03-28-15:48:06,26.0547,94.4711,72.4564,15.8892,1.82506,28.472
2019-03-28-15:48:07,26.0547,94.4711,72.7182,15.8892,1.82506,28.472
2019-03-28-15:48:08,26.0547,94.6507,72.7182,15.8758,1.82506,28.472
2019-03-28-15:48:09,26.0547,94.4892,72.5737,15.8758,1.82506,28.472
2019-03-28-15:48:10,26.0547,94.4892,72.5737,15.8758,1.82506,28.472
2019-03-28-15:48:11,26.0547,94.4892,72.4547,15.8863,1.82506,28.472
2019-03-28-15:48:12,26.0547,94.4892,72.4547,15.8863,1.82506,28.472
2019-03-28-15:48:13,26.0547,94.4892,72.5942,15.8863,1.82506,28.472
2019-03-28-15:48:14,26.0547,94.4892,72.771,15.8863,1.82506,28.472
2019-03-28-15:48:15,26.0547,94.3564,72.4747,15.8863,1.82506,28.472
2019-03-28-15:48:16,26.0547,94.5728,72.4747,15.8863,1.82506,28.472
2019-03-28-15:48:17,26.0547,94.4115,72.4747,15.8863,1.82506,28.472
2019-03-28-15:48:18,26.0547,94.5503,72.4747,15.8863,1.82506,28.472
2019-03-28-15:48:19,26.0547,94.5503,72.6499,15.8863,1.82506,28.472
2019-03-28-15:48:20,26.0547,94.5503,72.4522,15.8863,1.82506,28.472
2019-03-28-15:48:21,26.0547,94.5503,72.6692,15.8863,1.82506,28.472
2019-03-28-15:48:22,26.0547,94.2792,72.4507,15.8863,1.82506,28.5735
2019-03-28-15:48:23,26.0547,94.5159,72.4507,15.8863,1.82506,28.5735
2019-03-28-15:48:24,26.0547,94.341,72.4507,15.8863,1.82506,28.5735
2019-03-28-15:48:25,26.0547,94.5204,72.4507,15.875,1.82506,28.5735
2019-03-28-15:48:26,26.0547,94.5204,72.6781,15.875,1.82506,28.5735
2019-03-28-15:48:27,26.0547,94.5204,72.4767,15.875,1.82506,28.5735
2019-03-28-15:48:28,26.0547,94.1059,72.4767,15.875,1.82506,28.5735
2019-03-28-15:48:29,26.0547,94.4858,72.4767,15.875,1.82506,28.5735
2019-03-28-15:48:30,26.0547,94.3858,72.4767,15.875,1.82506,28.5735
2019-03-28-15:48:31,26.0547,94.5546,72.6331,15.875,1.82506,28.5735
2019-03-28-15:48:32,26.0547,94.5546,72.511,15.875,1.82506,28.5735
2019-03-28-15:48:33,26.0547,94.5546,72.6143,15.875,1.82506,28.5735
2019-03-28-15:48:34,26.0547,94.5546,72.5048,15.875,1.82506,28.5735
2019-03-28-15:48:35,26.0547,94.1337,72.5048,15.875,1.82506,28.5735
2019-03-28-15:48:36,26.0547,94.7325,72.6156,15.875,1.82506,28.5735
2019-03-28-15:48:37,26.0547,94.0395,72.3632,15.875,1.82506,28.5735
2019-03-28-15:48:38,26.0547,94.5765,72.5637,15.875,1.82506,28.5735
2019-03-28-15:48:39,26.0547,94.1605,72.5637,15.875,1.82506,28.5735
2019-03-28-15:48:40,26.0547,94.4576,72.5637,15.875,1.82506,28.5735
2019-03-28-15:48:41,26.0547,94.2458,72.5637,15.875,1.82506,28.5735
2019-03-28-15:48:42,26.0547,94.4875,72.4576,15.875,1.82506,28.5735
2019-03-28-15:48:43,26.0547,94.4875,72.4576,15.875,1.82506,28.5735
2019-03-28-15:48:44,26.0547,94.4875,72.4576,15.875,1.82506,28.5735
2019-03-28-15:48:45,26.0547,94.4875,72.4576,15.875,1.82506,28.5735
2019-03-28-15:48:46,26.0547,94.4875,72.4576,15.875,1.82506,28.5735
2019-03-28-15:48:47,26.0547,94.4875,72.4576,15.8641,1.82506,28.5735
2019-03-28-15:48:48,26.0547,94.093,72.4576,15.8641,1.82506,28.5735
2019-03-28-15:48:49,26.0547,94.4883,72.5775,15.8641,1.82506,28.5735
2019-03-28-15:48:50,26.0547,94.4883,72.4596,15.8641,1.82506,28.5735
2019-03-28-15:48:51,26.0547,94.4883,72.5724,15.8641,1.82506,28.5735
2019-03-28-15:48:52,26.0547,94.352,72.4574,15.8641,1.82506,28.5735
2019-03-28-15:48:53,26.0547,94.5767,72.4574,15.8641,1.82506,28.5735
2019-03-28-15:48:54,26.0547,94.1626,72.5586,15.8641,1.82506,28.5735
2019-03-28-15:48:55,26.0547,94.6246,72.5586,15.8741,1.82506,28.5735
2019-03-28-15:48:56,26.0547,94.4639,72.5586,15.8741,1.82506,28.5735
2019-03-28-15:48:57,26.0547,94.4639,72.4468,15.8741,1.82506,28.5735
2019-03-28-15:48:58,26.0547,94.6514,72.4468,15.8741,1.82506,28.5735
2019-03-28-15:48:59,26.0547,94.084,72.3287,15.8603,1.82506,28.5735
2019-03-28-15:49:00,26.0547,94.696,72.4544,15.8603,1.82506,28.5735
2019-03-28-15:49:01,26.0547,94.2779,72.4544,15.8603,1.82506,28.5735
2019-03-28-15:49:02,26.0547,94.2779,72.4544,15.8603,1.82506,28.5735
2019-03-28-15:49:03,26.0547,94.035,72.5762,15.8603,1.82506,28.5735
2019-03-28-15:49:04,26.0547,94.4509,72.4759,15.8603,1.82506,28.5735
2019-03-28-15:49:05,26.0547,94.4509,72.4759,15.8603,1.82506,28.5735
2019-03-28-15:49:06,26.0547,94.4509,72.4759,15.8603,1.82506,28.5735
2019-03-28-15:49:07,26.0547,94.4509,72.4759,15.8603,1.82506,28.5735
2019-03-28-15:49:08,26.0547,94.4509,72.4759,15.8603,1.82506,28.5735
2019-03-28-15:49:09,26.0547,94.1997,72.4759,15.8603,1.82506,28.5735
2019-03-28-15:49:10,26.0547,94.8324,72.4759,15.8603,1.82506,28.5735
2019-03-28-15:49:11,26.0547,94.4919,72.5809,15.8603,1.82506,28.5735
2019-03-28-15:49:12,26.0547,94.4919,72.4342,15.8603,1.82506,28.5735
2019-03-28-15:49:13,26.0547,94.4919,72.5848,15.8603,1.82506,28.5735
2019-03-28-15:49:14,26.0547,94.0882,72.3223,15.8603,1.82506,28.5735
2019-03-28-15:49:15,26.0547,94.4773,72.5885,15.8603,1.82506,28.5735
2019-03-28-15:49:16,26.0547,94.0339,72.4503,15.8603,1.82506,28.5735
2019-03-28-15:49:17,26.0547,94.5533,72.4503,15.8603,1.82506,28.5735
2019-03-28-15:49:18,26.0547,94.2301,72.6131,15.8603,1.82506,28.5735
2019-03-28-15:49:19,26.0547,94.4276,72.4009,15.8603,1.82506,28.5735
2019-03-28-15:49:20,26.0547,94.2438,72.4009,15.8603,1.82506,28.5735
2019-03-28-15:49:21,26.0547,94.2438,72.4009,15.8603,1.82506,28.5735
2019-03-28-15:49:22,26.0547,94.6083,72.4009,15.8603,1.82506,28.5735
2019-03-28-15:49:23,26.0547,94.3942,72.6357,15.8603,1.82506,28.5735
2019-03-28-15:49:24,26.0547,94.5555,72.4596,15.8603,1.82506,28.5735
2019-03-28-15:49:25,26.0547,94.4195,72.6015,15.8603,1.82506,28.5735
2019-03-28-15:49:26,26.0547,94.5557,72.4641,15.8603,1.82506,28.5735
2019-03-28-15:49:27,26.0547,94.1761,72.4641,15.8503,1.82506,28.5735
2019-03-28-15:49:28,26.0547,94.4494,72.4641,15.8503,1.82506,28.5735
2019-03-28-15:49:29,26.0547,94.3233,72.3494,15.8503,1.82506,28.5735
2019-03-28-15:49:30,26.0547,94.5287,72.6309,15.8503,1.82506,28.5735
2019-03-28-15:49:31,26.0547,94.5287,72.6309,15.8503,1.82506,28.5735
2019-03-28-15:49:32,26.0547,94.3978,72.4485,15.8503,1.82506,28.5735
2019-03-28-15:49:33,26.0547,94.3978,72.4485,15.8503,1.82506,28.5735
2019-03-28-15:49:34,26.0547,94.3978,72.4485,15.8503,1.82506,28.5735
2019-03-28-15:49:35,26.0547,94.588,72.5989,15.8503,1.82506,28.5735
2019-03-28-15:49:36,26.0547,94.2606,72.4666,15.8503,1.82506,28.5735
2019-03-28-15:49:37,26.0547,94.5624,72.6124,15.8503,1.82506,28.5735
2019-03-28-15:49:38,26.0547,94.0418,72.2912,15.8503,1.82506,28.5735
2019-03-28-15:49:39,26.0547,94.4592,72.464,15.8503,1.82506,28.5735
2019-03-28-15:49:40,26.0547,94.1739,72.464,15.8503,1.82506,28.5735
2019-03-28-15:49:41,26.0547,94.4094,72.464,15.8503,1.82506,28.5735
2019-03-28-15:49:42,26.0547,94.4094,72.464,15.8503,1.82506,28.5735
2019-03-28-15:49:43,26.0547,94.2545,72.464,15.8503,1.82506,28.5735
2019-03-28-15:49:44,26.0547,94.2545,72.464,15.8503,1.82506,28.5735
2019-03-28-15:49:45,26.0547,94.2545,72.464,15.8503,1.82506,28.5735
2019-03-28-15:49:46,26.0547,94.4385,72.464,15.8503,1.82506,28.5735
2019-03-28-15:49:47,26.0547,94.4385,72.464,15.8503,1.82506,28.5735
2019-03-28-15:49:48,26.0547,94.4385,72.464,15.8503,1.82506,28.5735
2019-03-28-15:49:49,26.0547,94.0058,72.464,15.8503,1.82506,28.5735
2019-03-28-15:49:50,26.0547,94.4483,72.6273,15.8503,1.82506,28.5735
2019-03-28-15:49:51,26.0547,94.0973,72.2852,15.8503,1.82506,28.5735
2019-03-28-15:49:52,26.0547,94.511,72.4513,15.8503,1.82506,28.5735
2019-03-28-15:49:53,26.0547,94.0779,72.5551,15.8503,1.82506,28.5735
2019-03-28-15:49:54,26.0547,94.4689,72.4334,15.8503,1.82506,28.5735
2019-03-28-15:49:55,26.0547,94.1317,72.5535,15.8503,1.82506,28.5735
2019-03-28-15:49:56,26.0547,94.2335,72.274,15.8503,1.82506,28.5735
2019-03-28-15:49:57,26.0547,94.5869,72.4625,15.8503,1.82506,28.5735
2019-03-28-15:49:58,26.0547,94.1219,72.2869,15.8503,1.82506,28.5735
2019-03-28-15:49:59,26.0547,94.5822,72.4819,15.8503,1.82506,28.5735
2019-03-28-15:50:00,26.0547,94.1825,72.2977,15.8503,1.82506,28.5735
2019-03-28-15:50:01,26.0547,94.4796,72.4807,15.8503,1.82506,28.5735
2019-03-28-15:50:02,26.0547,94.4796,72.3299,15.8503,1.82506,28.5735
2019-03-28-15:50:03,26.0547,94.6375,72.3299,15.8503,1.82506,28.5735
2019-03-28-15:50:04,26.0547,94.2662,72.2288,15.8503,1.82506,28.5735
2019-03-28-15:50:05,26.0547,94.2662,72.4731,15.8503,1.82506,28.5735
2019-03-28-15:50:06,26.0547,94.2662,72.3324,15.8503,1.82506,28.5735
2019-03-28-15:50:07,26.0547,94.374,72.4657,15.8503,1.82506,28.5735
2019-03-28-15:50:08,26.0547,94.1286,72.3444,15.8391,1.82506,28.5735
2019-03-28-15:50:09,26.0547,94.2542,72.3444,15.8391,1.82506,28.5735
2019-03-28-15:50:10,26.0547,94.3652,72.4769,15.8523,1.82506,28.5735
2019-03-28-15:50:11,26.0547,94.265,72.2823,15.8523,1.82506,28.5735
2019-03-28-15:50:12,26.0547,94.4087,72.2823,15.8392,1.82506,28.5735
2019-03-28-15:50:13,26.0547,94.0649,72.2823,15.8392,1.82506,28.5735
2019-03-28-15:50:14,26.0547,94.6763,72.4747,15.8392,1.82506,28.5735
2019-03-28-15:50:15,26.0547,94.0258,72.4747,15.8392,1.82506,28.5735
2019-03-28-15:50:16,26.0547,94.5426,72.4747,15.8392,1.82506,28.5735
2019-03-28-15:50:17,26.0547,94.2379,72.4747,15.8392,1.82506,28.5735
2019-03-28-15:50:18,26.0547,94.1135,72.2938,15.8392,1.82506,28.5735
2019-03-28-15:50:19,26.0547,94.1135,72.4021,15.8513,1.82506,28.5735
2019-03-28-15:50:20,26.0547,94.1135,72.4021,15.8513,1.82506,28.5735
2019-03-28-15:50:21,26.0547,94.3355,72.4021,15.8513,1.82506,28.5735
2019-03-28-15:50:22,26.0547,94.0939,72.4021,15.8377,1.82506,28.5735
2019-03-28-15:50:23,26.0547,94.0939,72.4021,15.8377,1.82506,28.5735
2019-03-28-15:50:24,26.0547,94.3106,72.5383,15.8377,1.82506,28.5735
2019-03-28-15:50:25,26.0547,94.4867,72.3445,15.8377,1.82506,28.5735
2019-03-28-15:50:26,26.0547,94.1382,72.1546,15.8377,1.82506,28.5735
