Date,CPID:CM02:3001:JT:CV_VALUE,CLL:CM02:2301:DS:LVL,CLL:CM02:2601:US:LVL,Electric Heat Load Setpoint,Electric Heat Load Readback
2019-07-09-10:07:00,31.5,94.2459,74.1411,48.0,47.09574
2019-07-09-10:07:01,31.5,94.0428,74.1411,48.0,47.09574
2019-07-09-10:07:02,31.5,94.2253,74.1411,48.0,47.09574
2019-07-09-10:07:03,31.5,94.0569,74.1411,48.0,47.09574
2019-07-09-10:07:04,31.5,94.4513,74.0284,48.0,47.09574
2019-07-09-10:07:05,31.5,94.0701,74.2019,48.0,47.09574
2019-07-09-10:07:06,31.5,94.0701,74.2019,48.0,47.09574
2019-07-09-10:07:07,31.5,94.184,74.0517,48.0,47.09574
2019-07-09-10:07:08,31.5,94.184,74.3527,48.0,47.09574
2019-07-09-10:07:09,31.5,94.184,74.1152,48.0,47.09574
2019-07-09-10:07:10,31.5,94.296,74.1152,48.0,47.09574
2019-07-09-10:07:11,31.5,94.0287,74.1152,48.0,47.09574
2019-07-09-10:07:12,31.5,94.1583,74.1152,48.0,47.09574
2019-07-09-10:07:13,31.5,94.1583,74.3285,48.0,47.09574
2019-07-09-10:07:14,31.5,94.1583,73.997,48.0,47.09574
2019-07-09-10:07:15,31.5,94.1583,74.2753,48.0,47.09574
2019-07-09-10:07:16,31.5,94.1583,74.1234,48.0,47.09574
2019-07-09-10:07:17,31.5,94.3362,74.1234,49.0,47.09574
2019-07-09-10:07:18,31.5,94.1998,74.1234,49.0,47.09574
2019-07-09-10:07:19,31.5,94.1998,74.0108,50.0,47.2429
2019-07-09-10:07:20,31.5,94.033,74.2468,50.0,47.39083
2019-07-09-10:07:21,31.5,94.033,74.2468,51.0,47.68769
2019-07-09-10:07:22,31.5,94.1448,74.2468,51.0,47.98825
2019-07-09-10:07:23,31.5,94.03,74.2468,52.0,48.47517
2019-07-09-10:07:24,31.5,94.1385,74.2468,52.0,48.93057
2019-07-09-10:07:25,31.5,94.1385,74.2468,53.0,49.54952
2019-07-09-10:07:26,31.5,94.1385,74.1237,53.0,50.03323
2019-07-09-10:07:27,31.5,94.2452,74.1237,53.0,50.63988
2019-07-09-10:07:28,31.5,94.0302,74.1237,54.0,50.85485
2019-07-09-10:07:29,31.5,94.1366,74.1237,54.0,51.44168
2019-07-09-10:07:30,31.5,94.1366,74.3366,55.0,51.85899
2019-07-09-10:07:31,31.5,94.1366,74.0244,55.0,52.31847
2019-07-09-10:07:32,31.5,94.0361,74.2638,56.0,52.77469
2019-07-09-10:07:33,31.5,94.0361,73.9003,56.0,53.19078
2019-07-09-10:07:34,31.5,94.1413,73.9003,56.0,53.6423
2019-07-09-10:07:35,31.5,94.1413,74.1074,56.0,54.10015
2019-07-09-10:07:36,31.5,94.262,74.2212,56.0,54.56481
2019-07-09-10:07:37,31.5,94.0272,74.3414,56.0,54.87177
2019-07-09-10:07:38,31.5,94.0272,74.1631,56.0,55.14774
2019-07-09-10:07:39,31.5,94.2357,74.0243,56.0,55.30056
2019-07-09-10:07:40,31.5,94.0597,74.1843,56.0,55.41948
2019-07-09-10:07:41,31.5,94.0597,74.0044,56.0,55.41948
2019-07-09-10:07:42,31.5,94.2203,74.1681,56.0,55.41948
2019-07-09-10:07:43,31.5,94.0219,74.0351,56.0,55.41948
2019-07-09-10:07:44,31.5,94.1535,74.2047,56.0,55.41948
2019-07-09-10:07:45,31.5,94.0275,73.9883,56.0,55.41948
2019-07-09-10:07:46,31.5,94.137,73.9883,56.0,55.41948
2019-07-09-10:07:47,31.5,94.0284,74.2095,56.0,55.41948
2019-07-09-10:07:48,31.5,94.0284,74.2095,56.0,55.41948
2019-07-09-10:07:49,31.5,94.1759,73.8715,56.0,55.41948
2019-07-09-10:07:50,31.5,94.0112,74.0515,56.0,55.41948
2019-07-09-10:07:51,31.5,94.1691,74.2519,56.0,55.41948
2019-07-09-10:07:52,31.5,93.8729,74.3601,56.0,55.41948
2019-07-09-10:07:53,31.5,94.2323,74.2379,56.0,55.41948
2019-07-09-10:07:54,31.5,94.2323,74.2379,56.0,55.41948
2019-07-09-10:07:55,31.5,94.0446,74.1195,56.0,55.41948
2019-07-09-10:07:56,31.5,94.2307,74.1195,56.0,55.41948
2019-07-09-10:07:57,31.5,94.0333,74.1195,56.0,55.41948
2019-07-09-10:07:58,31.5,94.3095,74.1195,56.0,55.41948
2019-07-09-10:07:59,31.5,94.1319,74.1195,56.0,55.41948
2019-07-09-10:08:00,31.5,93.7861,73.8913,56.0,55.41948
2019-07-09-10:08:01,31.5,94.2626,74.1759,56.0,55.41948
2019-07-09-10:08:02,31.5,94.0423,74.1759,56.0,55.41948
2019-07-09-10:08:03,31.5,94.2597,74.1759,56.0,55.41948
2019-07-09-10:08:04,31.5,94.1326,74.1759,56.0,55.41948
2019-07-09-10:08:05,31.5,94.1326,74.0539,56.0,55.41948
2019-07-09-10:08:06,31.5,94.2723,74.2205,56.0,55.41948
