Date,CPID:CM02:3001:JT:CV_VALUE,CLL:CM02:2301:DS:LVL,CLL:CM02:2601:US:LVL,ACCL:L1B:0260:GACT,CPT:CM02:2302:DS:PRESS,Electric Heat Load Setpoint,Electric Heat Load Readback
2019-07-18-18:08:00,46.9,94.689,74.7105,8.64612,32.679,48.0,48.90667
2019-07-18-18:08:01,46.9,94.689,74.7105,8.64612,32.679,48.0,48.90667
2019-07-18-18:08:02,46.9,94.689,74.4723,9.1157,32.679,48.0,48.90667
2019-07-18-18:08:03,46.9,94.689,74.4723,9.1157,32.679,48.0,48.90667
2019-07-18-18:08:04,46.9,94.8688,74.6803,9.1157,32.679,48.0,48.90667
2019-07-18-18:08:05,46.9,94.5821,74.546,9.58279,32.679,48.0,48.90667
2019-07-18-18:08:06,46.9,94.5821,74.6772,9.58279,32.679,48.0,48.90667
2019-07-18-18:08:07,46.9,94.5821,74.6772,9.58279,32.679,48.0,48.90667
2019-07-18-18:08:08,46.9,94.8664,74.6772,10.0614,32.679,48.0,48.90667
2019-07-18-18:08:09,46.9,94.5157,74.6772,10.0614,32.679,48.0,48.90667
2019-07-18-18:08:10,46.9,94.5157,74.7856,10.5431,32.679,48.0,48.90667
2019-07-18-18:08:11,46.9,94.6908,74.63,10.5431,32.679,48.0,48.90667
2019-07-18-18:08:12,46.9,94.6908,74.8423,10.5431,32.679,48.0,48.90667
2019-07-18-18:08:13,46.9,94.6908,74.5821,11.0326,32.679,48.0,48.90667
2019-07-18-18:08:14,46.9,94.5676,74.6977,11.0326,32.679,48.0,48.90667
2019-07-18-18:08:15,46.9,94.5676,74.7981,11.5251,32.679,48.0,48.90667
2019-07-18-18:08:16,46.9,94.5676,74.6824,11.5251,32.679,48.0,48.90667
2019-07-18-18:08:17,46.9,94.5676,74.8168,11.5251,32.679,48.0,48.90667
2019-07-18-18:08:18,46.9,94.5676,74.622,12.0175,32.679,48.0,48.90667
2019-07-18-18:08:19,46.9,94.5676,74.622,12.0175,32.679,48.0,48.90667
2019-07-18-18:08:20,46.9,94.5676,74.4525,12.509,32.679,48.0,48.90667
2019-07-18-18:08:21,46.9,94.5676,74.4525,12.509,32.679,48.0,48.90667
2019-07-18-18:08:22,46.9,94.5676,74.6259,12.509,32.679,48.0,48.90667
2019-07-18-18:08:23,46.9,94.5676,74.5188,13.0032,32.679,48.0,48.90667
2019-07-18-18:08:24,46.9,94.5676,74.5188,13.0147,32.679,48.0,48.90667
2019-07-18-18:08:25,46.9,94.8545,74.6782,13.5103,32.679,48.0,48.90667
2019-07-18-18:08:26,46.9,94.5847,74.5448,13.5103,32.679,48.0,48.90667
2019-07-18-18:08:27,46.9,94.5847,74.881,13.5224,32.679,48.0,48.90667
2019-07-18-18:08:28,46.9,94.8956,74.4345,14.0177,32.679,48.0,48.90667
2019-07-18-18:08:29,46.9,94.8956,74.7052,14.0177,32.679,48.0,48.90667
2019-07-18-18:08:30,46.9,94.6162,74.7052,14.0177,32.679,48.0,48.90667
2019-07-18-18:08:31,46.9,94.6162,74.5004,14.0285,32.679,48.0,48.90667
2019-07-18-18:08:32,46.9,94.6162,74.7409,14.0285,32.679,48.0,48.90667
2019-07-18-18:08:33,46.9,94.6162,74.6236,14.0285,32.679,48.0,48.90667
2019-07-18-18:08:34,46.9,94.6162,74.6236,14.0389,32.679,48.0,48.90667
2019-07-18-18:08:35,46.9,94.6162,74.7274,14.5309,32.679,48.0,48.90667
2019-07-18-18:08:36,46.9,94.6162,74.5883,14.5309,32.679,48.0,48.90667
2019-07-18-18:08:37,46.9,94.6162,74.722,14.5309,32.679,48.0,48.90667
2019-07-18-18:08:38,46.9,94.5151,74.4603,15.0214,32.679,48.0,48.90667
2019-07-18-18:08:39,46.9,94.5151,74.7091,15.0214,32.679,48.0,48.90667
2019-07-18-18:08:40,46.9,94.7043,74.7091,15.2618,32.679,48.0,48.90667
2019-07-18-18:08:41,46.9,94.524,74.4846,15.2618,32.679,48.0,48.90667
2019-07-18-18:08:42,46.9,94.524,74.7675,15.5115,32.679,48.0,48.90667
2019-07-18-18:08:43,46.9,94.524,74.4873,15.5115,32.679,48.0,48.90667
2019-07-18-18:08:44,46.9,94.524,74.7189,15.5115,32.679,48.0,48.90667
2019-07-18-18:08:45,46.9,94.7408,74.7189,15.6329,32.679,48.0,48.90667
2019-07-18-18:08:46,46.9,94.524,74.7189,15.6439,32.679,48.0,48.90667
2019-07-18-18:08:47,46.9,94.9315,74.8428,15.6439,32.679,48.0,48.90667
2019-07-18-18:08:48,46.9,94.5451,74.8428,15.7634,32.679,48.0,48.90667
2019-07-18-18:08:49,46.9,94.1827,74.6037,15.7634,32.679,48.0,48.90667
2019-07-18-18:08:50,46.9,94.8117,74.7971,15.8284,32.679,48.0,48.90667
2019-07-18-18:08:51,46.9,94.6975,74.5719,15.8284,32.679,48.0,48.90667
2019-07-18-18:08:52,46.9,94.6975,74.7747,15.8405,32.679,48.0,48.90667
2019-07-18-18:08:53,46.9,94.6975,74.4048,15.8953,32.679,48.0,48.90667
2019-07-18-18:08:54,46.9,94.5135,74.4048,15.8953,32.679,48.0,48.90667
2019-07-18-18:08:55,46.9,94.9577,74.5064,15.9327,32.679,48.0,48.90667
2019-07-18-18:08:56,46.9,94.4516,74.5064,15.9327,32.679,48.0,48.90667
2019-07-18-18:08:57,46.9,94.7348,74.5064,15.9327,32.679,48.0,48.90667
2019-07-18-18:08:58,46.9,94.4995,74.5064,15.9625,32.679,48.0,48.90667
2019-07-18-18:08:59,46.9,94.7025,74.5064,15.9625,32.679,48.0,48.90667
2019-07-18-18:09:00,46.9,94.5597,74.5064,15.9917,32.679,48.0,48.90667
2019-07-18-18:09:01,46.9,94.5597,74.6332,15.9917,32.679,48.0,48.90667
2019-07-18-18:09:02,46.9,94.7012,74.6332,15.9921,32.679,48.0,48.90667
2019-07-18-18:09:03,46.9,94.7012,74.6332,16.0023,32.679,48.0,48.90667
2019-07-18-18:09:04,46.9,94.7012,74.4477,16.0023,32.679,48.0,48.90667
2019-07-18-18:09:05,46.9,94.7012,74.4477,16.0023,32.679,48.0,48.90667
2019-07-18-18:09:06,46.9,94.5064,74.4477,16.0023,32.679,48.0,48.90667
2019-07-18-18:09:07,46.9,94.6459,74.6807,16.0023,32.679,48.0,48.90667
2019-07-18-18:09:08,46.9,94.5076,74.6807,16.0023,32.679,48.0,48.90667
2019-07-18-18:09:09,46.9,94.5076,74.6807,16.0023,32.679,48.0,48.90667
2019-07-18-18:09:10,46.9,94.6172,74.4226,15.9855,32.679,48.0,48.90667
2019-07-18-18:09:11,46.9,94.6172,74.7817,15.9855,32.679,48.0,48.90667
2019-07-18-18:09:12,46.9,94.6172,74.3784,15.9855,32.679,48.0,48.90667
2019-07-18-18:09:13,46.9,94.6172,74.3784,15.9855,32.679,48.0,48.90667
2019-07-18-18:09:14,46.9,94.6172,74.72,15.9855,32.679,48.0,48.90667
2019-07-18-18:09:15,46.9,94.6172,74.5587,15.9855,32.679,48.0,48.90667
2019-07-18-18:09:16,46.9,94.6172,74.7491,15.9749,32.679,48.0,48.90667
2019-07-18-18:09:17,46.9,94.6172,74.6422,15.9749,32.679,48.0,48.90667
2019-07-18-18:09:18,46.9,94.6172,74.4694,15.9869,32.7296,48.0,48.90667
2019-07-18-18:09:19,46.9,94.4715,74.4694,15.9869,32.7296,48.0,48.90667
2019-07-18-18:09:20,46.9,94.6848,74.718,15.9869,32.7296,48.0,48.90667
2019-07-18-18:09:21,46.9,94.4787,74.718,15.9869,32.7296,48.0,48.90667
2019-07-18-18:09:22,46.9,94.6271,74.718,15.9869,32.7296,48.0,48.90667
2019-07-18-18:09:23,46.9,94.6271,74.4583,15.9869,32.7296,48.0,48.90667
2019-07-18-18:09:24,46.9,94.6271,74.675,15.9869,32.7296,48.0,48.90667
2019-07-18-18:09:25,46.9,94.4851,74.3879,16.0006,32.7296,48.0,48.90667
2019-07-18-18:09:26,46.9,94.4851,74.8599,16.0006,32.7296,48.0,48.90667
2019-07-18-18:09:27,46.9,94.4851,74.4439,16.0006,32.7296,48.0,48.90667
2019-07-18-18:09:28,46.9,94.4851,74.4439,16.0006,32.7296,48.0,48.90667
2019-07-18-18:09:29,46.9,94.4851,74.4439,16.0006,32.7296,48.0,48.90667
2019-07-18-18:09:30,46.9,94.4851,74.4439,16.0006,32.7296,48.0,48.90667
2019-07-18-18:09:31,46.9,94.4851,74.5828,16.0006,32.7296,48.0,48.90667
2019-07-18-18:09:32,46.9,94.4851,74.4402,16.0112,32.7296,48.0,48.90667
2019-07-18-18:09:33,46.9,94.4851,74.5613,16.0112,32.7296,48.0,48.90667
2019-07-18-18:09:34,46.9,94.4851,74.4377,16.0112,32.7296,48.0,48.90667
2019-07-18-18:09:35,46.9,94.4851,74.6046,16.0112,32.7296,48.0,48.90667
2019-07-18-18:09:36,46.9,94.4851,74.6046,16.0112,32.7296,48.0,48.90667
2019-07-18-18:09:37,46.9,94.4851,74.4653,16.0112,32.7296,48.0,48.90667
2019-07-18-18:09:38,46.9,94.4851,74.4653,15.9996,32.7296,48.0,48.90667
2019-07-18-18:09:39,46.9,94.6059,74.4653,16.0143,32.7296,48.0,48.90667
2019-07-18-18:09:40,46.9,94.6059,74.4653,16.0143,32.7296,48.0,48.90667
2019-07-18-18:09:41,46.9,94.6059,74.7558,16.0143,32.7296,48.0,48.90667
2019-07-18-18:09:42,46.9,94.3309,74.4168,16.0143,32.7296,48.0,48.90667
2019-07-18-18:09:43,46.9,94.5361,74.7264,16.0143,32.7296,48.0,48.90667
2019-07-18-18:09:44,46.9,94.5361,74.4269,16.0143,32.7296,48.0,48.90667
2019-07-18-18:09:45,46.9,94.5361,74.5968,16.0143,32.7296,48.0,48.90667
2019-07-18-18:09:46,46.9,94.5361,74.4156,16.0143,32.7296,48.0,48.90667
2019-07-18-18:09:47,46.9,94.5361,74.6087,16.0041,32.7296,48.0,48.90667
2019-07-18-18:09:48,46.9,94.266,74.3751,16.0041,32.7296,48.0,48.90667
2019-07-18-18:09:49,46.9,94.3944,74.6019,16.0041,32.7296,48.0,48.90667
2019-07-18-18:09:50,46.9,94.3944,74.417,16.0041,32.7296,48.0,48.90667
2019-07-18-18:09:51,46.9,94.3944,74.522,16.0041,32.7296,48.0,48.90667
2019-07-18-18:09:52,46.9,94.5021,74.522,16.0041,32.7296,48.0,48.90667
2019-07-18-18:09:53,46.9,94.4008,74.522,16.0041,32.7296,48.0,48.90667
2019-07-18-18:09:54,46.9,94.4008,74.522,16.0041,32.7296,48.0,48.90667
2019-07-18-18:09:55,46.9,94.507,74.3711,16.0041,32.7296,48.0,48.90667
2019-07-18-18:09:56,46.9,94.7123,74.4917,16.0041,32.7296,48.0,48.90667
2019-07-18-18:09:57,46.9,94.4459,74.3776,16.0041,32.7296,48.0,48.90667
2019-07-18-18:09:58,46.9,94.4459,74.3776,16.0041,32.7296,48.0,48.90667
2019-07-18-18:09:59,46.9,94.4459,74.3776,15.9938,32.7296,48.0,48.90667
2019-07-18-18:10:00,46.9,94.4459,74.3776,15.9938,32.7296,48.0,48.90667
2019-07-18-18:10:01,46.9,94.4459,74.3776,16.0041,32.7296,48.0,48.90667
2019-07-18-18:10:02,46.9,94.4459,74.5789,16.0041,32.7296,48.0,48.90667
2019-07-18-18:10:03,46.9,94.7211,74.4135,16.0041,32.7296,48.0,48.90667
2019-07-18-18:10:04,46.9,94.5342,74.4135,16.0041,32.7296,48.0,48.90667
2019-07-18-18:10:05,46.9,94.5342,74.4135,16.0041,32.7296,48.0,48.90667
2019-07-18-18:10:06,46.9,94.6602,74.6926,16.0041,32.7296,48.0,48.90667
2019-07-18-18:10:07,46.9,94.4688,74.3634,16.0041,32.7296,48.0,48.90667
2019-07-18-18:10:08,46.9,94.6673,74.6145,16.0041,32.7296,48.0,48.90667
2019-07-18-18:10:09,46.9,94.5364,74.4108,16.0041,32.7296,48.0,48.90667
2019-07-18-18:10:10,46.9,94.5364,74.4108,16.0041,32.7296,48.0,48.90667
2019-07-18-18:10:11,46.9,94.6873,74.4108,16.0041,32.7296,48.0,48.90667
2019-07-18-18:10:12,46.9,94.4334,74.4108,16.0041,32.7296,48.0,48.90667
2019-07-18-18:10:13,46.9,94.627,74.4108,16.0041,32.7296,48.0,48.90667
2019-07-18-18:10:14,46.9,94.2137,74.4108,16.0041,32.7296,48.0,48.90667
2019-07-18-18:10:15,46.9,94.6112,74.4108,16.0041,32.7296,48.0,48.90667
2019-07-18-18:10:16,46.9,94.3601,74.4108,16.0041,32.7296,48.0,48.90667
2019-07-18-18:10:17,46.9,94.5048,74.5538,15.9933,32.7296,48.0,48.90667
2019-07-18-18:10:18,46.9,94.3042,74.5538,15.9933,32.7296,48.0,48.90667
2019-07-18-18:10:19,46.9,94.5957,74.449,15.9933,32.7296,48.0,48.90667
2019-07-18-18:10:20,46.9,94.2226,74.449,15.9933,32.7296,48.0,48.90667
2019-07-18-18:10:21,46.9,94.3861,74.449,15.9933,32.7296,48.0,48.90667
2019-07-18-18:10:22,46.9,94.2818,74.449,15.9933,32.7296,48.0,48.90667
2019-07-18-18:10:23,46.9,94.5082,74.7147,15.9933,32.7296,48.0,48.90667
2019-07-18-18:10:24,46.9,94.5082,74.3568,15.9933,32.7296,48.0,48.90667
2019-07-18-18:10:25,46.9,94.1959,74.622,15.9933,32.7296,48.0,48.90667
2019-07-18-18:10:26,46.9,94.5792,74.376,15.9933,32.7296,48.0,48.90667
2019-07-18-18:10:27,46.9,94.5792,74.376,15.9933,32.7296,48.0,48.90667
2019-07-18-18:10:28,46.9,94.7655,74.376,15.9933,32.7296,48.0,48.90667
2019-07-18-18:10:29,46.9,94.4597,74.376,15.9933,32.7296,48.0,48.90667
2019-07-18-18:10:30,46.9,94.233,74.5656,15.9933,32.781,48.0,48.90667
2019-07-18-18:10:31,46.9,94.233,74.3941,15.9933,32.781,48.0,48.90667
2019-07-18-18:10:32,46.9,94.5077,74.3941,15.9933,32.781,48.0,48.90667
2019-07-18-18:10:33,46.9,94.5077,74.3941,15.9703,32.781,48.0,48.90667
2019-07-18-18:10:34,46.9,94.5077,74.3941,15.9703,32.781,48.0,48.90667
2019-07-18-18:10:35,46.9,94.5077,74.5265,15.9703,32.781,48.0,48.90667
2019-07-18-18:10:36,46.9,94.5077,74.396,15.9703,32.781,48.0,48.90667
2019-07-18-18:10:37,46.9,94.3963,74.2112,15.9808,32.781,48.0,48.90667
2019-07-18-18:10:38,46.9,94.5534,74.6012,15.9808,32.781,48.0,48.90667
2019-07-18-18:10:39,46.9,94.4295,74.3437,15.9808,32.781,48.0,48.90667
2019-07-18-18:10:40,46.9,94.5496,74.3437,15.9808,32.781,48.0,48.90667
2019-07-18-18:10:41,46.9,94.2496,74.3437,15.9808,32.781,48.0,48.90667
2019-07-18-18:10:42,46.9,94.3802,74.4888,15.9808,32.781,48.0,48.90667
2019-07-18-18:10:43,46.9,94.3802,74.378,15.9808,32.781,48.0,48.90667
2019-07-18-18:10:44,46.9,94.3802,74.5133,15.9808,32.781,48.0,48.90667
2019-07-18-18:10:45,46.9,94.52,74.4048,15.9808,32.781,48.0,48.90667
2019-07-18-18:10:46,46.9,94.3703,74.4048,15.9808,32.781,48.0,48.90667
2019-07-18-18:10:47,46.9,94.3703,74.4048,15.9808,32.781,48.0,48.90667
2019-07-18-18:10:48,46.9,94.2413,74.5323,15.9808,32.781,48.0,48.90667
2019-07-18-18:10:49,46.9,94.474,74.362,15.9808,32.781,48.0,48.90667
2019-07-18-18:10:50,46.9,94.2985,74.4625,15.9808,32.781,48.0,48.90667
2019-07-18-18:10:51,46.9,94.4871,74.4625,15.9808,32.781,48.0,48.90667
2019-07-18-18:10:52,46.9,94.4871,74.4625,15.9953,32.781,48.0,48.90667
2019-07-18-18:10:53,46.9,94.4871,74.3285,15.9953,32.781,48.0,48.90667
2019-07-18-18:10:54,46.9,94.4871,74.3285,15.9953,32.781,48.0,48.90667
2019-07-18-18:10:55,46.9,94.2665,74.5362,15.9953,32.781,48.0,48.90667
2019-07-18-18:10:56,46.9,94.2665,74.3708,15.9953,32.781,48.0,48.90667
2019-07-18-18:10:57,46.9,94.5685,74.534,15.9842,32.781,48.0,48.90667
2019-07-18-18:10:58,46.9,94.2189,74.2628,15.9842,32.781,48.0,48.90667
2019-07-18-18:10:59,46.9,94.2189,74.606,15.996,32.781,48.0,48.90667
2019-07-18-18:11:00,46.9,94.6144,74.4213,15.996,32.781,48.0,48.90667
2019-07-18-18:11:01,46.9,94.4018,74.5231,15.996,32.781,48.0,48.90667
2019-07-18-18:11:02,46.9,94.0682,74.3524,15.996,32.781,48.0,48.90667
2019-07-18-18:11:03,46.9,94.2477,74.3524,15.996,32.781,48.0,48.90667
2019-07-18-18:11:04,46.9,94.4169,74.3524,15.996,32.781,48.0,48.90667
2019-07-18-18:11:05,46.9,94.4169,74.5334,15.996,32.781,48.0,48.90667
