Date,CPID:CM02:3001:JT:CV_VALUE,CLL:CM02:2301:DS:LVL,CLL:CM02:2601:US:LVL,ACCL:L1B:0210:GACT,CPT:CM02:2302:DS:PRESS,Electric Heat Load Setpoint,Electric Heat Load Readback
2019-07-17-22:14:49,47,95.483,75.0765,12.9603,32.6113,48.0,48.94374
2019-07-17-22:14:50,47,95.483,75.0765,12.9949,32.6113,48.0,48.94374
2019-07-17-22:14:51,47,95.8894,75.0765,12.9949,32.6113,48.0,48.94374
2019-07-17-22:14:52,47,95.5582,75.0765,12.9949,32.6113,48.0,48.94374
2019-07-17-22:14:53,47,95.5582,75.2217,12.9949,32.6113,48.0,48.94374
2019-07-17-22:14:54,47,95.4108,74.8865,13.0059,32.6113,48.0,48.94374
2019-07-17-22:14:55,47,95.4108,75.3599,13.0059,32.6113,48.0,48.94374
2019-07-17-22:14:56,47,95.4108,75.0874,13.0059,32.6113,48.0,48.94374
2019-07-17-22:14:57,47,95.7112,75.0874,13.0059,32.6113,48.0,48.94374
2019-07-17-22:14:58,47,95.5416,75.0874,13.0059,32.6113,48.0,48.94374
2019-07-17-22:14:59,47,95.5416,75.0874,13.0063,32.6113,48.0,48.94374
2019-07-17-22:15:00,47,95.5416,75.0874,13.0063,32.6113,48.0,48.94374
2019-07-17-22:15:01,47,95.423,75.0874,13.0063,32.6113,48.0,48.94374
2019-07-17-22:15:02,47,95.5507,75.2208,13.0063,32.6113,48.0,48.94374
2019-07-17-22:15:03,47,95.5507,75.1028,13.0063,32.6113,48.0,48.94374
2019-07-17-22:15:04,47,95.7629,75.1028,13.0063,32.6113,48.0,48.94374
2019-07-17-22:15:05,47,95.4321,74.9881,13.0063,32.6113,48.0,48.94374
2019-07-17-22:15:06,47,95.7637,75.1336,13.0063,32.6113,48.0,48.94374
2019-07-17-22:15:07,47,95.4314,75.3442,13.0063,32.6113,48.0,48.94374
2019-07-17-22:15:08,47,95.6508,75.2408,12.994,32.6113,48.0,48.94374
2019-07-17-22:15:09,47,95.3968,75.1155,12.994,32.6113,48.0,48.94374
2019-07-17-22:15:10,47,95.9171,75.1155,12.994,32.6113,48.0,48.94374
2019-07-17-22:15:11,47,95.42,74.8287,12.994,32.6113,48.0,48.94374
2019-07-17-22:15:12,47,95.5296,75.1778,12.994,32.6113,48.0,48.94374
2019-07-17-22:15:13,47,95.5296,75.0767,12.994,32.6113,48.0,48.94374
2019-07-17-22:15:14,47,95.6805,75.204,12.994,32.6113,48.0,48.94374
2019-07-17-22:15:15,47,95.6805,75.088,12.994,32.6113,48.0,48.94374
2019-07-17-22:15:16,47,95.4447,75.088,13.0096,32.6113,48.0,48.94374
2019-07-17-22:15:17,47,95.6316,75.4166,13.0096,32.6113,48.0,48.94374
2019-07-17-22:15:18,47,95.6316,75.1075,13.0096,32.6113,48.0,48.94374
2019-07-17-22:15:19,47,95.4243,75.22,12.9981,32.6113,48.0,48.94374
2019-07-17-22:15:20,47,95.6719,75.0893,12.9981,32.6113,48.0,48.94374
2019-07-17-22:15:21,47,95.4683,75.4624,12.9981,32.6113,48.0,48.94374
2019-07-17-22:15:22,47,95.6296,75.0991,12.9981,32.6113,48.0,48.94374
2019-07-17-22:15:23,47,95.6296,75.0991,12.9981,32.6113,48.0,48.94374
2019-07-17-22:15:24,47,95.4304,75.2908,12.9863,32.6113,48.0,48.94374
2019-07-17-22:15:25,47,95.9189,75.1223,12.9863,32.6113,48.0,48.94374
2019-07-17-22:15:26,47,95.3977,75.0066,12.9863,32.6113,48.0,48.94374
2019-07-17-22:15:27,47,95.6689,75.0066,12.9863,32.6113,48.0,48.94374
2019-07-17-22:15:28,47,95.3528,75.0066,12.9863,32.6113,48.0,48.94374
2019-07-17-22:15:29,47,95.6952,75.2903,12.9863,32.6113,48.0,48.94374
2019-07-17-22:15:30,47,95.5052,74.9718,12.9863,32.6113,48.0,48.94374
2019-07-17-22:15:31,47,95.5052,75.2582,12.9863,32.6113,48.0,48.94374
2019-07-17-22:15:32,47,95.5052,75.0796,13.0014,32.6113,48.0,48.94374
2019-07-17-22:15:33,47,95.6728,75.2491,13.0014,32.6113,48.0,48.94374
2019-07-17-22:15:34,47,95.4951,75.0415,13.0014,32.6113,48.0,48.94374
2019-07-17-22:15:35,47,95.7519,75.0415,13.0014,32.6113,48.0,48.94374
2019-07-17-22:15:36,47,95.4363,75.2419,13.0014,32.6113,48.0,48.94374
2019-07-17-22:15:37,47,95.5368,75.1299,13.0014,32.6113,48.0,48.94374
