Date,CPID:CM02:3001:JT:CV_VALUE,CLL:CM02:2301:DS:LVL,CLL:CM02:2601:US:LVL,ACCL:L1B:0270:GACT,CPT:CM02:2302:DS:PRESS,Electric Heat Load Setpoint,Electric Heat Load Readback
2019-07-09-19:47:44,31.5,95.6486,75.488,15.1828,32.5466,48.0,48.62734
2019-07-09-19:47:45,31.5,95.6486,75.7084,15.6607,32.5466,48.0,48.62734
2019-07-09-19:47:46,31.5,95.4062,75.5999,15.6607,32.5984,48.0,48.62734
2019-07-09-19:47:47,31.5,95.5464,75.5999,15.6481,32.5984,48.0,48.62734
2019-07-09-19:47:48,31.5,95.4335,75.5999,15.6481,32.5984,48.0,48.62734
2019-07-09-19:47:49,31.5,95.4335,75.5999,15.6481,32.5984,48.0,48.62734
2019-07-09-19:47:50,31.5,95.4335,75.5999,15.6481,32.5984,48.0,48.62734
2019-07-09-19:47:51,31.5,95.4335,75.5999,15.6481,32.5984,48.0,48.62734
2019-07-09-19:47:52,31.5,95.4335,75.5999,15.6481,32.5984,48.0,48.62734
2019-07-09-19:47:53,31.5,95.4335,75.5999,15.6481,32.5984,48.0,48.62734
2019-07-09-19:47:54,31.5,95.4335,75.4697,15.6481,32.5984,48.0,48.62734
2019-07-09-19:47:55,31.5,95.4335,75.7893,15.6367,32.5984,48.0,48.62734
2019-07-09-19:47:56,31.5,95.4335,75.4776,15.6367,32.5984,48.0,48.62734
2019-07-09-19:47:57,31.5,95.538,75.4776,15.6257,32.5984,48.0,48.62734
2019-07-09-19:47:58,31.5,95.4136,75.4776,15.6257,32.5984,48.0,48.62734
2019-07-09-19:47:59,31.5,95.4136,75.4776,15.6257,32.5984,48.0,48.62734
2019-07-09-19:48:00,31.5,95.528,75.4776,15.6257,32.5984,48.0,48.62734
2019-07-09-19:48:01,31.5,95.6607,75.6665,15.6257,32.5984,48.0,48.62734
2019-07-09-19:48:02,31.5,95.5134,75.6665,15.6257,32.5984,48.0,48.62734
2019-07-09-19:48:03,31.5,95.4033,75.3877,15.6257,32.5984,48.0,48.62734
2019-07-09-19:48:04,31.5,95.4033,75.6124,15.6257,32.5984,48.0,48.62734
2019-07-09-19:48:05,31.5,95.5387,75.7434,15.6102,32.5984,48.0,48.62734
2019-07-09-19:48:06,31.5,95.4215,75.5056,15.6102,32.5984,48.0,48.62734
2019-07-09-19:48:07,31.5,95.6954,75.5056,15.6102,32.5984,48.0,48.62734
2019-07-09-19:48:08,31.5,95.4269,75.7371,15.6102,32.5984,48.0,48.62734
2019-07-09-19:48:09,31.5,95.4269,75.6293,15.6102,32.5984,48.0,48.62734
2019-07-09-19:48:10,31.5,95.4269,75.6293,15.5998,32.5984,48.0,48.62734
2019-07-09-19:48:11,31.5,95.4269,75.6293,15.5998,32.5984,48.0,48.62734
2019-07-09-19:48:12,31.5,95.5723,75.4756,15.5998,32.5984,48.0,48.62734
2019-07-09-19:48:13,31.5,95.4307,75.6304,15.5998,32.5984,48.0,48.62734
2019-07-09-19:48:14,31.5,95.4307,75.463,15.5862,32.5984,48.0,48.62734
2019-07-09-19:48:15,31.5,95.4307,75.463,14.6597,32.5984,48.0,48.62734
2019-07-09-19:48:16,31.5,95.4307,75.463,14.6597,32.5984,48.0,48.62734
2019-07-09-19:48:17,31.5,95.4307,75.463,14.6703,32.6487,48.0,48.62734
2019-07-09-19:48:18,31.5,95.4307,75.463,14.6703,32.6487,48.0,48.62734
2019-07-09-19:48:19,31.5,95.6771,75.463,14.6703,32.6487,48.0,48.62734
2019-07-09-19:48:20,31.5,95.4108,75.5753,15.1521,32.6487,48.0,48.62734
2019-07-09-19:48:21,31.5,95.4108,75.2933,15.1521,32.6487,48.0,48.62734
2019-07-09-19:48:22,31.5,95.4108,75.5628,15.1631,32.6487,48.0,48.62734
2019-07-09-19:48:23,31.5,95.4108,75.4211,15.1631,32.6487,48.0,48.62734
2019-07-09-19:48:24,31.5,95.4108,75.4211,15.1631,32.6487,48.0,48.62734
2019-07-09-19:48:25,31.5,95.5727,75.5429,15.1631,32.6487,48.0,48.62734
2019-07-09-19:48:26,31.5,95.7238,75.5429,15.1631,32.6487,48.0,48.62734
2019-07-09-19:48:27,31.5,95.4142,75.3539,15.1631,32.6487,48.0,48.62734
2019-07-09-19:48:28,31.5,95.4142,75.3539,15.1631,32.6487,48.0,48.62734
2019-07-09-19:48:29,31.5,95.5408,75.6568,15.1631,32.6487,48.0,48.62734
2019-07-09-19:48:30,31.5,95.404,75.5542,15.1631,32.6487,48.0,48.62734
2019-07-09-19:48:31,31.5,95.5755,75.5542,15.1741,32.6487,48.0,48.62734
2019-07-09-19:48:32,31.5,95.4053,75.6742,15.1741,32.6487,48.0,48.62734
2019-07-09-19:48:33,31.5,95.4053,75.46,15.1741,32.6487,48.0,48.62734
2019-07-09-19:48:34,31.5,95.4053,75.63,15.1741,32.6487,48.0,48.62734
2019-07-09-19:48:35,31.5,95.4053,75.4271,15.1741,32.6487,48.0,48.62734
2019-07-09-19:48:36,31.5,95.6009,75.4271,15.1741,32.6487,48.0,48.62734
2019-07-09-19:48:37,31.5,95.4291,75.6601,15.1741,32.6487,48.0,48.62734
2019-07-09-19:48:38,31.5,95.4291,75.4549,15.1741,32.6487,48.0,48.62734
2019-07-09-19:48:39,31.5,95.4291,75.6541,15.1844,32.6487,48.0,48.62734
2019-07-09-19:48:40,31.5,95.4291,75.4659,15.1958,32.6487,48.0,48.62734
2019-07-09-19:48:41,31.5,95.5927,75.4659,15.1958,32.6487,48.0,48.62734
2019-07-09-19:48:42,31.5,95.2741,75.6312,15.1858,32.6487,48.0,48.62734
2019-07-09-19:48:43,31.5,95.4183,75.3415,15.1858,32.6487,48.0,48.62734
2019-07-09-19:48:44,31.5,95.4183,75.8561,15.1858,32.6487,48.0,48.62734
2019-07-09-19:48:45,31.5,95.4183,75.4548,15.1858,32.6487,48.0,48.62734
2019-07-09-19:48:46,31.5,95.6617,75.4548,15.1858,32.6487,48.0,48.62734
2019-07-09-19:48:47,31.5,95.4088,75.4548,15.1858,32.6487,48.0,48.62734
2019-07-09-19:48:48,31.5,95.5871,75.6027,15.2018,32.6487,48.0,48.62734
2019-07-09-19:48:49,31.5,95.4201,75.6027,15.2018,32.6487,48.0,48.62734
2019-07-09-19:48:50,31.5,95.4201,75.6027,15.2018,32.6487,48.0,48.62734
2019-07-09-19:48:51,31.5,95.4201,75.4687,15.2018,32.6487,48.0,48.62734
2019-07-09-19:48:52,31.5,95.4201,75.4687,15.2018,32.6487,48.0,48.62734
2019-07-09-19:48:53,31.5,95.7776,75.4687,15.2018,32.6487,48.0,48.62734
2019-07-09-19:48:54,31.5,95.4673,75.7751,15.2018,32.6487,48.0,48.62734
2019-07-09-19:48:55,31.5,95.4673,75.4576,15.2018,32.6487,48.0,48.62734
2019-07-09-19:48:56,31.5,95.4673,75.4576,15.2018,32.6487,48.0,48.62734
2019-07-09-19:48:57,31.5,95.4673,75.4576,15.2018,32.6487,48.0,48.62734
2019-07-09-19:48:58,31.5,95.4673,75.4576,15.2018,32.6487,48.0,48.62734
2019-07-09-19:48:59,31.5,95.4673,75.4576,15.2018,32.6487,48.0,48.62734
2019-07-09-19:49:00,31.5,95.4673,75.5939,15.2018,32.6487,48.0,48.62734
2019-07-09-19:49:01,31.5,95.4673,75.5939,15.1889,32.6487,48.0,48.62734
2019-07-09-19:49:02,31.5,95.4673,75.5939,15.1889,32.6487,48.0,48.62734
2019-07-09-19:49:03,31.5,95.4673,75.1544,15.1889,32.6487,48.0,48.62734
2019-07-09-19:49:04,31.5,95.4673,75.1544,15.1889,32.6487,48.0,48.62734
2019-07-09-19:49:05,31.5,95.4673,75.5029,15.1889,32.6487,48.0,48.62734
2019-07-09-19:49:06,31.5,95.5903,75.5029,15.2026,32.6487,48.0,48.62734
2019-07-09-19:49:07,31.5,95.3552,75.5029,15.2026,32.6487,48.0,48.62734
2019-07-09-19:49:08,31.5,95.3552,75.1572,15.2026,32.6487,48.0,48.62734
2019-07-09-19:49:09,31.5,95.5041,75.1572,15.2026,32.6487,48.0,48.62734
2019-07-09-19:49:10,31.5,95.5041,75.3214,15.2026,32.6487,48.0,48.62734
2019-07-09-19:49:11,31.5,95.3475,75.3214,15.2026,32.6487,48.0,48.62734
2019-07-09-19:49:12,31.5,95.3475,75.3214,15.2026,32.6487,48.0,48.62734
2019-07-09-19:49:13,31.5,95.502,75.3214,15.2026,32.6487,48.0,48.62734
2019-07-09-19:49:14,31.5,95.3943,75.5062,15.2026,32.6487,48.0,48.62734
2019-07-09-19:49:15,31.5,95.3943,75.5062,15.2026,32.6487,48.0,48.62734
2019-07-09-19:49:16,31.5,95.3943,75.2481,15.2026,32.6487,48.0,48.62734
2019-07-09-19:49:17,31.5,95.3943,75.4225,15.2026,32.6487,48.0,48.62734
2019-07-09-19:49:18,31.5,95.2181,75.1991,15.2026,32.6487,48.0,48.62734
2019-07-09-19:49:19,31.5,95.44,75.4764,15.2026,32.6487,48.0,48.62734
2019-07-09-19:49:20,31.5,95.44,75.4764,15.2026,32.6487,48.0,48.62734
2019-07-09-19:49:21,31.5,95.44,75.2168,15.2026,32.6487,48.0,48.62734
2019-07-09-19:49:22,31.5,95.44,75.2168,15.2026,32.6487,48.0,48.62734
2019-07-09-19:49:23,31.5,95.44,75.2168,15.2026,32.6487,48.0,48.62734
2019-07-09-19:49:24,31.5,95.44,75.4881,15.2026,32.6487,48.0,48.62734
2019-07-09-19:49:25,31.5,95.44,75.2187,15.2026,32.6487,48.0,48.62734
2019-07-09-19:49:26,31.5,95.44,75.4919,15.2026,32.6487,48.0,48.62734
2019-07-09-19:49:27,31.5,95.44,75.2689,15.2026,32.6487,48.0,48.62734
2019-07-09-19:49:28,31.5,95.44,75.4105,15.2026,32.6487,48.0,48.62734
2019-07-09-19:49:29,31.5,95.44,75.5606,15.2026,32.6487,48.0,48.62734
2019-07-09-19:49:30,31.5,95.44,75.4151,15.2026,32.6487,48.0,48.62734
2019-07-09-19:49:31,31.5,95.44,75.4151,15.2026,32.6487,48.0,48.62734
2019-07-09-19:49:32,31.5,95.1377,75.3024,15.1921,32.6487,48.0,48.62734
2019-07-09-19:49:33,31.5,95.4734,75.3024,15.1921,32.6487,48.0,48.62734
2019-07-09-19:49:34,31.5,95.3717,75.5738,15.1921,32.6487,48.0,48.62734
2019-07-09-19:49:35,31.5,95.4908,75.2128,15.1921,32.6487,48.0,48.62734
2019-07-09-19:49:36,31.5,95.327,75.2128,15.1921,32.6487,48.0,48.62734
2019-07-09-19:49:37,31.5,95.327,75.3826,15.1921,32.6987,48.0,48.62734
2019-07-09-19:49:38,31.5,95.327,75.3826,15.1921,32.6987,48.0,48.62734
2019-07-09-19:49:39,31.5,95.327,75.3826,15.1921,32.6987,48.0,48.62734
2019-07-09-19:49:40,31.5,95.4923,75.5476,15.1921,32.6987,48.0,48.62734
2019-07-09-19:49:41,31.5,95.2077,75.5476,15.1921,32.6987,48.0,48.62734
2019-07-09-19:49:42,31.5,95.2077,75.1139,15.1921,32.6987,48.0,48.62734
2019-07-09-19:49:43,31.5,95.2077,75.4121,15.2027,32.6987,48.0,48.62734
2019-07-09-19:49:44,31.5,95.6126,75.2964,15.2027,32.6987,48.0,48.62734
2019-07-09-19:49:45,31.5,95.6126,75.2964,15.2027,32.6987,48.0,48.62734
2019-07-09-19:49:46,31.5,95.3741,75.6141,15.1899,32.6987,48.0,48.62734
2019-07-09-19:49:47,31.5,95.1489,75.1794,15.1899,32.6987,48.0,48.62734
2019-07-09-19:49:48,31.5,95.3489,75.3608,15.1899,32.6987,48.0,48.62734
2019-07-09-19:49:49,31.5,95.3489,75.3608,15.2034,32.6987,48.0,48.62734
2019-07-09-19:49:50,31.5,95.2467,75.3608,15.2034,32.6987,48.0,48.62734
2019-07-09-19:49:51,31.5,95.3726,75.3608,15.2034,32.6987,48.0,48.62734
2019-07-09-19:49:52,31.5,95.3726,75.3608,15.2034,32.6987,48.0,48.62734
2019-07-09-19:49:53,31.5,95.0726,75.5234,15.2034,32.6987,48.0,48.62734
2019-07-09-19:49:54,31.5,95.3421,75.4137,15.2034,32.6987,48.0,48.62734
2019-07-09-19:49:55,31.5,95.4565,75.4137,15.2034,32.6987,48.0,48.62734
2019-07-09-19:49:56,31.5,95.1208,75.1742,15.2034,32.6987,48.0,48.62734
2019-07-09-19:49:57,31.5,95.2875,75.1742,15.2034,32.6987,48.0,48.62734
2019-07-09-19:49:58,31.5,95.1616,75.5131,15.2034,32.6987,48.0,48.62734
2019-07-09-19:49:59,31.5,95.1616,75.1816,15.2034,32.6987,48.0,48.62734
2019-07-09-19:50:00,31.5,95.3055,75.1816,15.2034,32.6987,48.0,48.62734
2019-07-09-19:50:01,31.5,95.3055,75.4751,15.2034,32.6987,48.0,48.62734
2019-07-09-19:50:02,31.5,95.4726,75.3721,15.2034,32.6987,48.0,48.62734
2019-07-09-19:50:03,31.5,95.3073,75.3721,15.2034,32.6987,48.0,48.62734
2019-07-09-19:50:04,31.5,95.3073,75.3721,15.2034,32.6987,48.0,48.62734
2019-07-09-19:50:05,31.5,95.1497,75.3721,15.2034,32.6987,48.0,48.62734
2019-07-09-19:50:06,31.5,95.3806,75.2255,15.2034,32.6987,48.0,48.62734
2019-07-09-19:50:07,31.5,95.3806,75.2255,15.2034,32.6987,48.0,48.62734
2019-07-09-19:50:08,31.5,95.3806,75.2255,15.2034,32.6987,48.0,48.62734
2019-07-09-19:50:09,31.5,95.3806,75.2255,15.2034,32.6987,48.0,48.62734
2019-07-09-19:50:10,31.5,95.3806,75.1185,15.2034,32.6987,48.0,48.62734
