Date,CPID:CM02:3001:JT:CV_VALUE,CLL:CM02:2301:DS:LVL,CLL:CM02:2601:US:LVL,ACCL:L1B:0260:GACT,CPT:CM02:2302:DS:PRESS,Electric Heat Load Setpoint,Electric Heat Load Readback
2019-07-09-21:49:17,31.5,95.91,75.8031,16.4189,32.6181,48.0,48.62874
2019-07-09-21:49:18,31.5,96.0864,76.1115,16.4189,32.6181,48.0,48.62874
2019-07-09-21:49:19,31.5,95.9288,75.8165,16.4425,32.6181,48.0,48.62874
2019-07-09-21:49:20,31.5,95.7137,76.013,16.4301,32.6181,48.0,48.62874
2019-07-09-21:49:21,31.5,96.062,76.013,16.4426,32.6181,48.0,48.62874
2019-07-09-21:49:22,31.5,95.8952,75.6589,16.4426,32.6181,48.0,48.62874
2019-07-09-21:49:23,31.5,96.0413,75.8835,16.4426,32.6181,48.0,48.62874
2019-07-09-21:49:24,31.5,95.9392,75.6265,16.4557,32.6181,48.0,48.62874
2019-07-09-21:49:25,31.5,95.9392,75.6265,16.2923,32.6181,48.0,48.62874
2019-07-09-21:49:26,31.5,95.9392,75.8557,16.2923,32.6181,48.0,48.62874
2019-07-09-21:49:27,31.5,95.9392,75.8557,16.2923,32.6181,48.0,48.62874
2019-07-09-21:49:28,31.5,95.9392,75.8557,16.2919,32.6181,48.0,48.62874
2019-07-09-21:49:29,31.5,95.9392,75.7028,16.2462,32.6181,48.0,48.62874
2019-07-09-21:49:30,31.5,95.9392,75.8668,16.2099,32.6181,48.0,48.62874
2019-07-09-21:49:31,31.5,95.9392,75.8668,16.2099,32.6181,48.0,48.62874
2019-07-09-21:49:32,31.5,95.9392,75.8668,16.2099,32.6181,48.0,48.62874
2019-07-09-21:49:33,31.5,95.9392,75.8668,16.1254,32.6695,48.0,48.62874
2019-07-09-21:49:34,31.5,95.9392,75.7591,16.1254,32.6695,48.0,48.62874
2019-07-09-21:49:35,31.5,95.9392,75.9321,16.1254,32.6695,48.0,48.62874
2019-07-09-21:49:36,31.5,95.9392,75.659,16.1254,32.6695,48.0,48.62874
2019-07-09-21:49:37,31.5,95.9392,75.8088,16.0289,32.6695,48.0,48.62874
2019-07-09-21:49:38,31.5,95.9392,75.8088,16.0289,32.6695,48.0,48.62874
2019-07-09-21:49:39,31.5,95.9392,75.8088,16.0289,32.6695,48.0,48.62874
2019-07-09-21:49:40,31.5,95.9392,75.8088,16.0289,32.6695,48.0,48.62874
2019-07-09-21:49:41,31.5,95.9392,75.8088,16.0289,32.6695,48.0,48.62874
2019-07-09-21:49:42,31.5,95.9392,75.8088,16.0289,32.6695,48.0,48.62874
2019-07-09-21:49:43,31.5,95.9392,75.9236,16.0289,32.6695,48.0,48.62874
2019-07-09-21:49:44,31.5,96.0577,75.9236,16.0289,32.6695,48.0,48.62874
2019-07-09-21:49:45,31.5,95.9319,75.5698,16.0145,32.6695,48.0,48.62874
2019-07-09-21:49:46,31.5,95.9319,75.8801,16.0145,32.6695,48.0,48.62874
2019-07-09-21:49:47,31.5,95.9319,75.775,16.0173,32.6695,48.0,48.62874
2019-07-09-21:49:48,31.5,95.9319,75.9283,16.0173,32.6695,48.0,48.62874
2019-07-09-21:49:49,31.5,95.779,75.5544,16.0173,32.6695,48.0,48.62874
2019-07-09-21:49:50,31.5,95.8905,75.9476,16.003,32.6695,48.0,48.62874
2019-07-09-21:49:51,31.5,95.8905,75.736,16.003,32.6695,48.0,48.62874
2019-07-09-21:49:52,31.5,95.6337,75.9976,16.003,32.6695,48.0,48.62874
2019-07-09-21:49:53,31.5,95.9077,75.7012,16.003,32.6695,48.0,48.62874
2019-07-09-21:49:54,31.5,95.9077,75.8495,16.003,32.6695,48.0,48.62874
2019-07-09-21:49:55,31.5,95.9077,75.8495,16.003,32.6695,48.0,48.62874
2019-07-09-21:49:56,31.5,95.9077,75.7313,16.003,32.6695,48.0,48.62874
2019-07-09-21:49:57,31.5,95.9077,75.9195,16.003,32.6695,48.0,48.62874
