Date,CPID:CM02:3001:JT:CV_VALUE,CLL:CM02:2301:DS:LVL,CLL:CM02:2601:US:LVL,ACCL:L1B:0210:GACT,CPT:CM02:2302:DS:PRESS,Electric Heat Load Setpoint,Electric Heat Load Readback
2019-07-12-14:57:33,51.2,94.937,74.5766,14.8488,33.0142,64.0,64.59786
2019-07-12-14:57:34,51.2,94.937,74.4688,14.8821,33.0142,64.0,64.59786
2019-07-12-14:57:35,51.2,94.937,74.7295,14.8821,33.0142,64.0,64.59786
2019-07-12-14:57:36,51.2,94.937,74.4079,14.8821,33.0142,64.0,64.59786
2019-07-12-14:57:37,51.2,94.937,74.4079,14.9069,33.0142,64.0,64.59786
2019-07-12-14:57:38,51.2,94.937,74.5155,14.9069,33.0142,64.0,64.59786
2019-07-12-14:57:39,51.2,94.937,74.5155,14.9069,33.0142,64.0,64.59786
2019-07-12-14:57:40,51.2,94.937,74.7008,14.9069,33.0142,64.0,64.59786
2019-07-12-14:57:41,51.2,94.937,74.7008,14.9069,33.0142,64.0,64.59786
2019-07-12-14:57:42,51.2,95.123,74.7008,14.9069,33.0142,64.0,64.59786
2019-07-12-14:57:43,51.2,94.9265,74.5305,14.8968,33.0142,64.0,64.59786
2019-07-12-14:57:44,51.2,94.9265,74.4228,14.8968,33.0142,64.0,64.59786
2019-07-12-14:57:45,51.2,94.9265,74.5783,14.8968,33.0142,64.0,64.59786
2019-07-12-14:57:46,51.2,94.9265,74.4659,14.8816,33.0142,64.0,64.59786
2019-07-12-14:57:47,51.2,95.0499,74.771,14.8816,33.0142,64.0,64.59786
2019-07-12-14:57:48,51.2,95.0499,74.5939,14.8816,33.0142,64.0,64.59786
2019-07-12-14:57:49,51.2,94.8972,74.5939,14.8816,33.0142,64.0,64.59786
2019-07-12-14:57:50,51.2,95.153,74.5939,14.8816,33.0142,64.0,64.59786
2019-07-12-14:57:51,51.2,94.8817,74.5939,14.8816,33.0142,64.0,64.59786
2019-07-12-14:57:52,51.2,94.8817,74.5939,14.8816,33.0142,64.0,64.59786
2019-07-12-14:57:53,51.2,94.8817,74.5939,14.8809,33.0142,64.0,64.59786
2019-07-12-14:57:54,51.2,94.8817,74.5939,14.8809,33.0142,64.0,64.59786
2019-07-12-14:57:55,51.2,94.8817,74.3956,14.8809,33.0142,64.0,64.59786
2019-07-12-14:57:56,51.2,94.8817,74.3956,14.8809,33.0142,64.0,64.59786
2019-07-12-14:57:57,51.2,95.0965,74.5101,14.8809,33.0142,64.0,64.59786
