Date,CPID:CM02:3001:JT:CV_VALUE,CLL:CM02:2301:DS:LVL,CLL:CM02:2601:US:LVL,ACCL:L1B:0270:GACT,CPT:CM02:2302:DS:PRESS,Electric Heat Load Setpoint,Electric Heat Load Readback
2019-04-01-12:08:00,27.5,94.8084,72.8434,15.4275,28.3995,16.0,16.42909
2019-04-01-12:08:05,27.5,94.5631,72.8434,16.0925,28.3995,16.0,16.42909
2019-04-01-12:08:10,27.5,94.6087,72.8227,15.75,28.3995,16.0,16.42909
2019-04-01-12:08:15,27.5,94.8144,72.9022,15.75,28.3995,16.0,16.42909
2019-04-01-12:08:20,27.5,94.7288,72.9022,15.914,28.3995,16.0,16.42909
2019-04-01-12:08:25,27.5,94.7944,72.8181,16.0733,28.3995,16.0,16.42909
2019-04-01-12:08:30,27.5,94.9064,72.8181,16.0733,28.3995,16.0,16.42909
2019-04-01-12:08:35,27.5,94.5545,72.656,15.9836,28.3995,16.0,16.42909
2019-04-01-12:08:40,27.5,94.5167,72.8072,16.02,28.3995,16.0,16.42909
2019-04-01-12:08:45,27.5,94.7123,72.8071,16.02,28.3995,16.0,16.42909
2019-04-01-12:08:50,27.5,94.7123,72.8191,15.9976,28.3995,16.0,16.42909
2019-04-01-12:08:55,27.5,94.5622,72.8101,15.9976,28.3995,16.0,16.42909
2019-04-01-12:09:00,27.5,94.5865,72.7514,15.9931,28.3995,16.0,16.42909
2019-04-01-12:09:05,27.5,94.517,72.7612,15.9827,28.3995,16.0,16.42909
2019-04-01-12:09:10,27.5,94.6218,72.8867,15.9827,28.3995,16.0,16.42909
2019-04-01-12:09:15,27.5,94.6326,72.6086,15.9856,28.3995,16.0,16.42909
2019-04-01-12:09:20,27.5,94.4992,72.7796,15.9892,28.3995,16.0,16.42909
2019-04-01-12:09:25,27.5,94.4992,72.8418,16.0001,28.3995,16.0,16.42909
2019-04-01-12:09:30,27.5,94.5423,72.8229,15.9861,28.3995,16.0,16.42909
2019-04-01-12:09:35,27.5,94.473,72.6561,15.9962,28.3995,16.0,16.42909
2019-04-01-12:09:40,27.5,94.6982,72.8722,15.9848,28.3995,16.0,16.42909
2019-04-01-12:09:45,27.5,94.5157,72.9011,16.0052,28.3995,16.0,16.42909
2019-04-01-12:09:50,27.5,94.7249,72.6673,15.9923,28.3995,16.0,16.42909
2019-04-01-12:09:55,27.5,94.7009,72.5775,16.0037,28.3995,16.0,16.42909
2019-04-01-12:10:00,27.5,94.6793,72.8052,16.0037,28.3995,16.0,16.42909
2019-04-01-12:10:05,27.5,94.6193,72.7715,16.0141,28.3995,16.0,16.42909
2019-04-01-12:10:10,27.5,94.5002,72.7152,15.9904,28.3995,16.0,16.42909
2019-04-01-12:10:15,27.5,94.4511,72.7152,15.9904,28.3995,16.0,16.42909
2019-04-01-12:10:20,27.5,94.4814,72.9282,16.006,28.3995,16.0,16.42909
2019-04-01-12:10:25,27.5,94.4814,72.7312,15.985,28.3995,16.0,16.42909
2019-04-01-12:10:30,27.5,94.5725,72.679,15.985,28.5022,16.0,16.42909
2019-04-01-12:10:35,27.5,94.4664,72.7716,15.985,28.5022,16.0,16.42909
2019-04-01-12:10:40,27.5,94.5725,72.6148,15.985,28.5022,16.0,16.42909
2019-04-01-12:10:45,27.5,94.5962,72.5408,15.985,28.5022,16.0,16.42909
2019-04-01-12:10:50,27.5,94.7323,72.6376,15.9959,28.5022,16.0,16.42909
2019-04-01-12:10:55,27.5,94.4987,72.7156,15.9961,28.5022,16.0,16.42909
2019-04-01-12:11:00,27.5,94.6021,72.4994,15.9961,28.5022,16.0,16.42909
2019-04-01-12:11:05,27.5,94.5044,72.7211,16.0096,28.5022,16.0,16.42909
2019-04-01-12:11:10,27.5,94.5213,72.6659,15.9976,28.5022,16.0,16.42909
2019-04-01-12:11:15,27.5,94.644,72.5768,16.0052,28.5022,16.0,16.42909
2019-04-01-12:11:20,27.5,94.4754,72.5274,16.0052,28.5022,16.0,16.42909
2019-04-01-12:11:25,27.5,94.4927,72.6008,15.9942,28.5022,16.0,16.42909
2019-04-01-12:11:30,27.5,94.4927,72.4872,16.0072,28.5022,16.0,16.42909
2019-04-01-12:11:35,27.5,94.4927,72.4796,16.0072,28.5022,16.0,16.42909
2019-04-01-12:11:40,27.5,94.4927,72.5872,15.9838,28.5022,16.0,16.42909
2019-04-01-12:11:45,27.5,94.475,72.8599,15.9838,28.5022,16.0,16.42909
2019-04-01-12:11:50,27.5,94.4323,72.7955,15.9838,28.5022,16.0,16.42909
2019-04-01-12:11:55,27.5,94.5129,72.6667,15.9995,28.5022,16.0,16.42909
2019-04-01-12:12:00,27.5,94.4089,72.8766,15.9995,28.5022,16.0,16.42909
2019-04-01-12:12:05,27.5,94.4717,72.7075,16.0096,28.5022,16.0,16.42909
2019-04-01-12:12:10,27.5,94.6209,72.5814,15.9884,28.5022,16.0,16.42909
2019-04-01-12:12:15,27.5,94.6556,72.6181,15.9884,28.5022,16.0,16.42909
2019-04-01-12:12:20,27.5,94.6225,72.4751,15.9884,28.5022,16.0,16.42909
2019-04-01-12:12:25,27.5,94.4619,72.671,15.9888,28.5022,16.0,16.42909
2019-04-01-12:12:30,27.5,94.4777,72.4907,16.0005,28.5022,16.0,16.42909
2019-04-01-12:12:35,27.5,94.4277,72.4907,15.9877,28.5022,16.0,16.42909
2019-04-01-12:12:40,27.5,94.4831,72.4907,15.9877,28.5022,16.0,16.42909
2019-04-01-12:12:45,27.5,94.3759,72.6688,16.0012,28.5022,16.0,16.42909
2019-04-01-12:12:50,27.5,94.5458,72.4778,15.9907,28.5022,16.0,16.42909
2019-04-01-12:12:55,27.5,94.5955,72.5979,15.9907,28.5022,16.0,16.42909
2019-04-01-12:13:00,27.5,94.4604,72.485,16.0038,28.5022,16.0,16.42909
2019-04-01-12:13:05,27.5,94.5965,72.4538,16.0038,28.5022,16.0,16.42909
2019-04-01-12:13:10,27.5,94.6896,72.4841,16.0038,28.5022,16.0,16.42909
2019-04-01-12:13:15,27.5,94.1501,72.4638,15.9905,28.5022,16.0,16.42909
2019-04-01-12:13:20,27.5,94.4034,72.6325,15.9905,28.5022,16.0,16.42909
2019-04-01-12:13:25,27.5,94.5299,72.5163,15.9905,28.5022,16.0,16.42909
2019-04-01-12:13:30,27.5,94.2491,72.5163,16.004,28.5022,16.0,16.42909
2019-04-01-12:13:35,27.5,94.2633,72.4338,15.9917,28.5022,16.0,16.42909
2019-04-01-12:13:40,27.5,94.421,72.4338,15.9917,28.5022,16.0,16.42909
2019-04-01-12:13:45,27.5,94.3754,72.4338,15.9917,28.5022,16.0,16.42909
2019-04-01-12:13:50,27.5,94.1687,72.4338,15.9917,28.5022,16.0,16.42909
2019-04-01-12:13:55,27.5,94.2326,72.4686,16.0052,28.5022,16.0,16.42909
2019-04-01-12:14:00,27.5,94.4241,72.4841,16.0052,28.5022,16.0,16.42909
2019-04-01-12:14:05,27.5,94.1035,72.6465,16.0052,28.5022,16.0,16.42909
2019-04-01-12:14:10,27.5,94.0341,72.4817,15.9952,28.5022,16.0,16.42909
2019-04-01-12:14:15,27.5,94.4382,72.6176,16.0083,28.5022,16.0,16.42909
2019-04-01-12:14:20,27.5,94.3675,72.5023,16.0083,28.5022,16.0,16.42909
2019-04-01-12:14:25,27.5,94.0246,72.5022,15.9935,28.5022,16.0,16.42909
2019-04-01-12:14:30,27.5,94.387,72.4663,16.0042,28.5022,16.0,16.42909
2019-04-01-12:14:35,27.5,94.3111,72.5295,16.0042,28.5022,16.0,16.42909
2019-04-01-12:14:40,27.5,94.0992,72.4705,15.9864,28.5022,16.0,16.42909
