Date,CPID:CM03:3001:JT:CV_VALUE,CLL:CM03:2301:DS:LVL,CLL:CM03:2601:US:LVL,ACCL:L1B:0340:GACT,CPT:CM03:2302:DS:PRESS,Electric Heat Load Setpoint,Electric Heat Load Readback
2019-04-04-19:09:00,24.8391,95.3235,74.5376,0,29.6337,64.0,64.88516
2019-04-04-19:09:01,24.8391,95.1856,74.5376,0,29.6337,64.0,64.88516
2019-04-04-19:09:02,24.8391,95.5519,74.5376,0,29.6337,64.0,64.88516
2019-04-04-19:09:03,24.8391,95.5519,74.5376,0,29.6337,64.0,64.88516
2019-04-04-19:09:04,24.8391,95.2638,74.5376,0,29.6337,64.0,64.88516
2019-04-04-19:09:05,24.8391,95.4671,74.5376,0,29.6337,64.0,64.88516
2019-04-04-19:09:06,24.8391,95.2364,74.5376,0,29.6337,64.0,64.88516
2019-04-04-19:09:07,24.8391,95.2364,74.5376,0,29.6337,64.0,64.88516
2019-04-04-19:09:08,24.8391,95.2364,74.5376,0,29.6337,64.0,64.88516
2019-04-04-19:09:09,24.8391,95.2364,74.5376,0,29.6337,64.0,64.88516
2019-04-04-19:09:10,24.8391,95.4519,74.5376,0,29.6337,64.0,64.88516
2019-04-04-19:09:11,24.8391,95.3153,74.5376,0,29.6337,64.0,64.88516
2019-04-04-19:09:12,24.8391,95.5747,74.5376,0,29.6337,64.0,64.88516
2019-04-04-19:09:13,24.8391,95.1898,74.3709,0,29.6337,64.0,64.88516
2019-04-04-19:09:14,24.8391,95.1898,74.5608,0,29.6337,64.0,64.88516
2019-04-04-19:09:15,24.8391,95.4458,74.5608,0,29.6337,64.0,64.88516
2019-04-04-19:09:16,24.8391,95.4458,74.5608,0,29.6337,64.0,64.88516
2019-04-04-19:09:17,24.8391,95.3229,74.5608,0,29.6337,64.0,64.88516
2019-04-04-19:09:18,24.8391,95.3229,74.5608,0,29.6337,64.0,64.88516
2019-04-04-19:09:19,24.8391,95.4675,74.5608,0,29.6337,64.0,64.88516
2019-04-04-19:09:20,24.8391,95.4675,74.5608,0,29.6337,64.0,64.88516
2019-04-04-19:09:21,24.8391,95.2441,74.5608,0,29.6337,64.0,64.88516
2019-04-04-19:09:22,24.8391,95.5558,74.5608,0,29.6337,64.0,64.88516
2019-04-04-19:09:23,24.8391,95.2284,74.5608,0,29.6337,64.0,64.88516
2019-04-04-19:09:24,24.8391,95.4264,74.5608,0,29.6337,64.0,64.88516
2019-04-04-19:09:25,24.8391,95.2383,74.5608,0,29.6337,64.0,64.88516
2019-04-04-19:09:26,24.8391,95.4368,74.3176,0,29.6337,64.0,64.88516
2019-04-04-19:09:27,24.8391,95.3274,74.3176,0,29.6337,64.0,64.88516
2019-04-04-19:09:28,24.8391,95.3274,74.5673,0,29.6337,64.0,64.88516
2019-04-04-19:09:29,24.8391,95.3274,74.5673,0,29.6337,64.0,64.88516
2019-04-04-19:09:30,24.8391,95.2222,74.5673,0,29.6337,64.0,64.88516
2019-04-04-19:09:31,24.8391,95.2222,74.5673,0,29.6337,64.0,64.88516
2019-04-04-19:09:32,24.8391,95.5134,74.5673,0,29.6337,64.0,64.88516
2019-04-04-19:09:33,24.8391,95.3619,74.5673,0,29.6337,64.0,64.88516
2019-04-04-19:09:34,24.8391,95.3619,74.5673,0,29.6337,64.0,64.88516
2019-04-04-19:09:35,24.8391,95.2159,74.7204,0,29.6337,64.0,64.88516
2019-04-04-19:09:36,24.8391,95.4133,74.5277,0,29.6337,64.0,64.88516
2019-04-04-19:09:37,24.8391,95.4133,74.5277,0,29.6337,64.0,64.88516
2019-04-04-19:09:38,24.8391,95.4133,74.5277,0,29.6337,64.0,64.88516
2019-04-04-19:09:39,24.8391,95.4133,74.5277,0,29.6337,64.0,64.88516
2019-04-04-19:09:40,24.8391,95.2479,74.635,0,29.6337,64.0,64.88516
2019-04-04-19:09:41,24.8391,95.4324,74.635,0,29.6337,64.0,64.88516
2019-04-04-19:09:42,24.8391,95.4324,74.635,0,29.6337,64.0,64.88516
2019-04-04-19:09:43,24.8391,95.4324,74.635,0,29.6337,64.0,64.88516
2019-04-04-19:09:44,24.8391,95.4324,74.5318,0,29.6337,64.0,64.88516
2019-04-04-19:09:45,24.8391,95.2037,74.5318,0,29.6337,64.0,64.88516
2019-04-04-19:09:46,24.8391,95.4008,74.5318,0,29.6337,64.0,64.88516
2019-04-04-19:09:47,24.8391,95.4008,74.5318,0,29.6337,64.0,64.88516
2019-04-04-19:09:48,24.8391,95.2581,74.5318,0,29.6337,64.0,64.88516
2019-04-04-19:09:49,24.8391,95.4717,74.6975,0,29.6337,64.0,64.88516
2019-04-04-19:09:50,24.8391,95.283,74.4435,0,29.6337,64.0,64.88516
2019-04-04-19:09:51,24.8391,95.3832,74.6783,0,29.6337,64.0,64.88516
2019-04-04-19:09:52,24.8391,95.3832,74.8736,0,29.6337,64.0,64.88516
2019-04-04-19:09:53,24.8391,95.3832,74.5583,0,29.6337,64.0,64.88516
2019-04-04-19:09:54,24.8391,95.3832,74.5583,0,29.6337,64.0,64.88516
2019-04-04-19:09:55,24.8391,95.3832,74.6819,0,29.6337,64.0,64.88516
2019-04-04-19:09:56,24.8391,95.575,74.5657,0,29.6337,64.0,64.88516
2019-04-04-19:09:57,24.8391,95.3039,74.8211,0,29.6337,64.0,64.88516
2019-04-04-19:09:58,24.8391,95.4151,74.5331,0,29.6337,64.0,64.88516
2019-04-04-19:09:59,24.8391,95.4151,74.5331,0,29.6337,64.0,64.88516
2019-04-04-19:10:00,24.8391,95.4151,74.5331,0,29.6337,64.0,64.88516
2019-04-04-19:10:01,24.8391,95.6357,74.3912,0,29.6337,64.0,64.88516
2019-04-04-19:10:02,24.8391,95.2267,74.6124,0,29.6337,64.0,64.88516
2019-04-04-19:10:03,24.8391,95.5113,74.6124,0,29.6337,64.0,64.88516
2019-04-04-19:10:04,24.8391,95.3026,74.6124,0,29.6337,64.0,64.88516
2019-04-04-19:10:05,24.8391,95.3026,74.4696,0,29.6337,64.0,64.88516
2019-04-04-19:10:06,24.8391,95.3026,74.4696,0,29.6337,64.0,64.88516
2019-04-04-19:10:07,24.8391,95.3026,74.4696,0,29.6337,64.0,64.88516
2019-04-04-19:10:08,24.8391,95.3026,74.5932,0,29.6337,64.0,64.88516
2019-04-04-19:10:09,24.8391,95.3026,74.5932,0,29.6337,64.0,64.88516
