Date,CPID:CM03:3001:JT:CV_VALUE,CLL:CM03:2301:DS:LVL,CLL:CM03:2601:US:LVL,ACCL:L1B:0370:GACT,CPT:CM03:2302:DS:PRESS,Electric Heat Load Setpoint,Electric Heat Load Readback
2019-04-04-22:25:00,24.8,95.4607,74.8053,15.7068,29.7358,64.0,64.84515
2019-04-04-22:25:01,24.8,95.4607,74.8053,15.9197,29.7358,64.0,64.84515
2019-04-04-22:25:02,24.8,95.3492,74.6176,15.9197,29.7358,64.0,64.84515
2019-04-04-22:25:03,24.8,95.3492,74.7939,15.9197,29.7358,64.0,64.84515
2019-04-04-22:25:04,24.8,95.3492,74.7939,15.9197,29.7358,64.0,64.84515
2019-04-04-22:25:05,24.8,95.3492,74.6645,15.9197,29.7358,64.0,64.84515
2019-04-04-22:25:06,24.8,95.3492,74.6645,16.1294,29.7358,64.0,64.84515
2019-04-04-22:25:07,24.8,95.3492,74.6645,16.1294,29.7358,64.0,64.84515
2019-04-04-22:25:08,24.8,95.3492,74.6645,16.1294,29.7358,64.0,64.84515
2019-04-04-22:25:09,24.8,95.3492,74.5549,16.1294,29.7358,64.0,64.84515
2019-04-04-22:25:10,24.8,95.2273,74.7455,16.1294,29.7358,64.0,64.84515
2019-04-04-22:25:11,24.8,95.3717,74.7455,16.0225,29.7358,64.0,64.84515
2019-04-04-22:25:12,24.8,95.2399,74.6326,16.0225,29.7358,64.0,64.84515
2019-04-04-22:25:13,24.8,95.4734,74.8756,16.0225,29.7358,64.0,64.84515
2019-04-04-22:25:14,24.8,95.2242,74.5836,16.0225,29.7358,64.0,64.84515
2019-04-04-22:25:15,24.8,95.3817,74.5836,16.0225,29.7358,64.0,64.84515
2019-04-04-22:25:16,24.8,95.3817,74.5836,15.9079,29.7358,64.0,64.84515
2019-04-04-22:25:17,24.8,95.3817,74.5836,15.9079,29.7358,64.0,64.84515
2019-04-04-22:25:18,24.8,95.5026,74.5836,15.9079,29.7358,64.0,64.84515
2019-04-04-22:25:19,24.8,95.2371,74.6987,15.9079,29.7358,64.0,64.84515
2019-04-04-22:25:20,24.8,95.4235,74.6987,15.9079,29.7358,64.0,64.84515
2019-04-04-22:25:21,24.8,95.4235,74.5823,15.9219,29.7358,64.0,64.84515
2019-04-04-22:25:22,24.8,95.2381,74.5823,15.9219,29.7358,64.0,64.84515
2019-04-04-22:25:23,24.8,95.3531,74.7831,15.9219,29.7358,64.0,64.84515
2019-04-04-22:25:24,24.8,95.3531,74.7831,15.9219,29.7358,64.0,64.84515
2019-04-04-22:25:25,24.8,95.3531,74.7831,15.9219,29.7358,64.0,64.84515
2019-04-04-22:25:26,24.8,95.3531,74.5839,15.9219,29.7358,64.0,64.84515
2019-04-04-22:25:27,24.8,95.3531,74.8391,15.9219,29.7358,64.0,64.84515
2019-04-04-22:25:28,24.8,95.3531,74.6573,15.9219,29.7358,64.0,64.84515
2019-04-04-22:25:29,24.8,95.229,74.6573,15.9219,29.7358,64.0,64.84515
2019-04-04-22:25:30,24.8,95.229,74.6573,15.9106,29.7358,64.0,64.84515
2019-04-04-22:25:31,24.8,95.229,74.9064,15.9106,29.7358,64.0,64.84515
2019-04-04-22:25:32,24.8,95.4892,74.7938,15.9106,29.7358,64.0,64.84515
2019-04-04-22:25:33,24.8,95.4892,74.6066,15.9106,29.7358,64.0,64.84515
2019-04-04-22:25:34,24.8,95.3768,74.9371,15.9106,29.7358,64.0,64.84515
2019-04-04-22:25:35,24.8,95.2585,74.9371,15.9106,29.7358,64.0,64.84515
2019-04-04-22:25:36,24.8,95.2585,74.9371,15.9106,29.7358,64.0,64.84515
2019-04-04-22:25:37,24.8,95.4425,74.794,15.9106,29.7358,64.0,64.84515
2019-04-04-22:25:38,24.8,95.4425,74.623,15.9258,29.7358,64.0,64.84515
2019-04-04-22:25:39,24.8,95.2284,74.8443,15.9258,29.7358,64.0,64.84515
2019-04-04-22:25:40,24.8,95.2284,74.8443,15.9258,29.7358,64.0,64.84515
2019-04-04-22:25:41,24.8,95.2284,74.8443,15.9258,29.7358,64.0,64.84515
2019-04-04-22:25:42,24.8,95.2284,74.6612,15.9258,29.7358,64.0,64.84515
2019-04-04-22:25:43,24.8,95.3433,74.6612,15.9258,29.7358,64.0,64.84515
2019-04-04-22:25:44,24.8,95.3433,74.6612,15.9258,29.7358,64.0,64.84515
2019-04-04-22:25:45,24.8,95.497,74.5608,15.9258,29.7358,64.0,64.84515
2019-04-04-22:25:46,24.8,95.1911,74.7672,15.9258,29.7358,64.0,64.84515
2019-04-04-22:25:47,24.8,95.1911,74.7672,15.9258,29.7358,64.0,64.84515
2019-04-04-22:25:48,24.8,95.2976,74.56,15.9258,29.7358,64.0,64.84515
2019-04-04-22:25:49,24.8,95.2976,74.9599,15.9258,29.7358,64.0,64.84515
2019-04-04-22:25:50,24.8,95.2976,74.6004,15.9258,29.7358,64.0,64.84515
2019-04-04-22:25:51,24.8,95.4247,74.9766,15.9258,29.7358,64.0,64.84515
2019-04-04-22:25:52,24.8,95.4247,74.6897,15.9258,29.7358,64.0,64.84515
2019-04-04-22:25:53,24.8,95.4247,74.6897,15.9258,29.7358,64.0,64.84515
2019-04-04-22:25:54,24.8,95.4247,74.6897,15.9258,29.7358,64.0,64.84515
2019-04-04-22:25:55,24.8,95.4247,74.6897,15.9365,29.7358,64.0,64.84515
2019-04-04-22:25:56,24.8,95.2068,74.6897,15.9365,29.7358,64.0,64.84515
2019-04-04-22:25:57,24.8,95.2068,74.6897,15.9365,29.7358,64.0,64.84515
2019-04-04-22:25:58,24.8,95.2068,74.6897,15.9365,29.7358,64.0,64.84515
2019-04-04-22:25:59,24.8,95.2068,74.6897,15.9365,29.7358,64.0,64.84515
2019-04-04-22:26:00,24.8,95.2068,74.6897,15.9365,29.7358,64.0,64.84515
2019-04-04-22:26:01,24.8,95.2068,74.6897,15.9365,29.7358,64.0,64.84515
2019-04-04-22:26:02,24.8,95.4903,74.5622,15.9365,29.7358,64.0,64.84515
2019-04-04-22:26:03,24.8,95.3203,74.5622,15.9365,29.7358,64.0,64.84515
2019-04-04-22:26:04,24.8,95.208,74.7498,15.9365,29.7358,64.0,64.84515
2019-04-04-22:26:05,24.8,95.208,74.561,15.9365,29.7358,64.0,64.84515
2019-04-04-22:26:06,24.8,95.208,74.561,15.9365,29.7358,64.0,64.84515
2019-04-04-22:26:07,24.8,95.5432,74.8098,15.9365,29.7358,64.0,64.84515
2019-04-04-22:26:08,24.8,95.3163,74.8098,15.9365,29.7358,64.0,64.84515
2019-04-04-22:26:09,24.8,95.3163,74.8098,15.9365,29.7358,64.0,64.84515
2019-04-04-22:26:10,24.8,95.3163,74.5791,15.9261,29.7358,64.0,64.84515
2019-04-04-22:26:11,24.8,95.3163,74.5791,15.9261,29.7358,64.0,64.84515
2019-04-04-22:26:12,24.8,95.3163,74.5791,15.9449,29.7358,64.0,64.84515
2019-04-04-22:26:13,24.8,95.2152,74.5791,15.9449,29.7358,64.0,64.84515
2019-04-04-22:26:14,24.8,95.3699,74.7359,15.9449,29.7358,64.0,64.84515
2019-04-04-22:26:15,24.8,95.2219,74.7359,15.9449,29.7358,64.0,64.84515
2019-04-04-22:26:16,24.8,95.2219,74.7359,15.9449,29.7358,64.0,64.84515
2019-04-04-22:26:17,24.8,95.5636,74.6147,15.9449,29.7358,64.0,64.84515
2019-04-04-22:26:18,24.8,95.3124,74.6147,15.9449,29.7358,64.0,64.84515
2019-04-04-22:26:19,24.8,95.3124,74.8294,15.9449,29.7358,64.0,64.84515
2019-04-04-22:26:20,24.8,95.3124,74.5773,15.9449,29.7358,64.0,64.84515
2019-04-04-22:26:21,24.8,95.3124,74.5773,15.9346,29.7358,64.0,64.84515
2019-04-04-22:26:22,24.8,95.3124,74.5773,15.9346,29.7358,64.0,64.84515
2019-04-04-22:26:23,24.8,95.3124,74.5773,15.9346,29.7358,64.0,64.84515
2019-04-04-22:26:24,24.8,95.3124,74.5773,15.9346,29.7358,64.0,64.84515
2019-04-04-22:26:25,24.8,95.2072,74.5773,15.9346,29.7358,64.0,64.84515
2019-04-04-22:26:26,24.8,95.2072,74.5773,15.9346,29.7358,64.0,64.84515
2019-04-04-22:26:27,24.8,95.3548,74.5773,15.9346,29.7358,64.0,64.84515
2019-04-04-22:26:28,24.8,95.1849,74.5773,15.9346,29.7358,64.0,64.84515
2019-04-04-22:26:29,24.8,95.3387,74.6962,15.9479,29.7358,64.0,64.84515
2019-04-04-22:26:30,24.8,95.2282,74.543,15.9479,29.7358,64.0,64.84515
2019-04-04-22:26:31,24.8,95.2282,74.6623,15.9479,29.7358,64.0,64.84515
2019-04-04-22:26:32,24.8,95.4403,74.6623,15.9479,29.7358,64.0,64.84515
2019-04-04-22:26:33,24.8,95.2352,74.827,15.9479,29.7358,64.0,64.84515
2019-04-04-22:26:34,24.8,95.4864,74.6068,15.9479,29.7358,64.0,64.84515
2019-04-04-22:26:35,24.8,95.2082,74.6068,15.9479,29.7358,64.0,64.84515
2019-04-04-22:26:36,24.8,95.2082,74.6068,15.9479,29.7358,64.0,64.84515
2019-04-04-22:26:37,24.8,95.2082,74.6068,15.9479,29.7358,64.0,64.84515
2019-04-04-22:26:38,24.8,95.2082,74.9026,15.9479,29.7358,64.0,64.84515
2019-04-04-22:26:39,24.8,95.2082,74.6808,15.9479,29.7358,64.0,64.84515
2019-04-04-22:26:40,24.8,95.2082,74.6808,15.9479,29.7358,64.0,64.84515
2019-04-04-22:26:41,24.8,95.4267,74.6808,15.9479,29.7358,64.0,64.84515
2019-04-04-22:26:42,24.8,95.2655,74.5525,15.9479,29.7358,64.0,64.84515
2019-04-04-22:26:43,24.8,95.2655,74.6886,15.9479,29.7358,64.0,64.84515
2019-04-04-22:26:44,24.8,95.2655,74.6886,15.9374,29.7358,64.0,64.84515
2019-04-04-22:26:45,24.8,95.2655,74.6886,15.9374,29.7358,64.0,64.84515
2019-04-04-22:26:46,24.8,95.2655,74.6886,15.9374,29.7358,64.0,64.84515
2019-04-04-22:26:47,24.8,95.2655,74.5496,15.9571,29.7358,64.0,64.84515
2019-04-04-22:26:48,24.8,95.2655,74.5496,15.9571,29.7358,64.0,64.84515
2019-04-04-22:26:49,24.8,95.2655,74.8037,15.9571,29.7358,64.0,64.84515
2019-04-04-22:26:50,24.8,95.2655,74.8037,15.9571,29.7358,64.0,64.84515
2019-04-04-22:26:51,24.8,95.2655,74.5581,15.9571,29.7358,64.0,64.84515
2019-04-04-22:26:52,24.8,95.2655,74.5581,15.9571,29.7358,64.0,64.84515
2019-04-04-22:26:53,24.8,95.4095,74.5581,15.9571,29.7358,64.0,64.84515
2019-04-04-22:26:54,24.8,95.2784,74.5581,15.9571,29.7358,64.0,64.84515
2019-04-04-22:26:55,24.8,95.2784,74.7445,15.9571,29.7358,64.0,64.84515
2019-04-04-22:26:56,24.8,95.2784,74.7445,15.9571,29.7358,64.0,64.84515
2019-04-04-22:26:57,24.8,95.2784,74.5574,15.9571,29.7358,64.0,64.84515
2019-04-04-22:26:58,24.8,95.2784,74.5574,15.9571,29.7358,64.0,64.84515
2019-04-04-22:26:59,24.8,95.4125,74.5574,15.9571,29.7358,64.0,64.84515
2019-04-04-22:27:00,24.8,95.4125,74.7008,15.9571,29.7358,64.0,64.84515
2019-04-04-22:27:01,24.8,95.4125,74.7008,15.9571,29.7358,64.0,64.84515
2019-04-04-22:27:02,24.8,95.1993,74.7008,15.9571,29.7358,64.0,64.84515
2019-04-04-22:27:03,24.8,95.1993,74.5719,15.9571,29.7358,64.0,64.84515
2019-04-04-22:27:04,24.8,95.4271,74.5719,15.9571,29.7358,64.0,64.84515
2019-04-04-22:27:05,24.8,95.4271,74.7025,15.9674,29.7358,64.0,64.84515
2019-04-04-22:27:06,24.8,95.2736,74.5447,15.9674,29.7358,64.0,64.84515
2019-04-04-22:27:07,24.8,95.2736,74.6654,15.9674,29.7358,64.0,64.84515
2019-04-04-22:27:08,24.8,95.2736,74.7958,15.9674,29.7358,64.0,64.84515
2019-04-04-22:27:09,24.8,95.2736,74.555,15.9674,29.7358,64.0,64.84515
2019-04-04-22:27:10,24.8,95.2736,74.555,15.9674,29.7358,64.0,64.84515
2019-04-04-22:27:11,24.8,95.2736,74.555,15.9674,29.7358,64.0,64.84515
2019-04-04-22:27:12,24.8,95.2736,74.7891,15.9674,29.7358,64.0,64.84515
2019-04-04-22:27:13,24.8,95.1179,74.5536,15.9674,29.7358,64.0,64.84515
2019-04-04-22:27:14,24.8,95.2261,74.5536,15.9674,29.7358,64.0,64.84515
