time,Unix time,CPV:CM03:3001:JT:POS_RBV,CFICM0312,CHTR:CM03:1155:HV:POWER
2019-02-23 08:05:21,1550927121.65,46.6328,4.625,14.9379
2019-02-23 08:05:22,1550927122.65,46.6328,3.84375,14.9379
2019-02-23 08:05:23,1550927123.65,46.6328,4.0625,14.9379
2019-02-23 08:05:24,1550927124.66,46.6328,4.6875,14.9379
2019-02-23 08:05:25,1550927125.66,46.6328,4.03125,14.9379
2019-02-23 08:05:26,1550927126.66,46.6328,3.89062,14.9379
2019-02-23 08:05:27,1550927127.66,46.6328,4.65625,14.9379
2019-02-23 08:05:28,1550927128.67,46.6328,4.3125,14.9379
2019-02-23 08:05:29,1550927129.67,46.6328,3.79688,14.9379
2019-02-23 08:05:30,1550927130.67,46.6328,4.46875,14.9379
2019-02-23 08:05:32,1550927132.68,46.6328,3.85938,14.9379
2019-02-23 08:05:33,1550927133.68,46.6328,4.25,14.9379
2019-02-23 08:05:34,1550927134.69,46.6328,4.6875,14.9379
2019-02-23 08:05:35,1550927135.69,46.6328,4,14.9379
2019-02-23 08:05:36,1550927136.69,46.6328,4.1875,14.9379
2019-02-23 08:05:37,1550927137.70,46.6328,4.84375,14.9379
2019-02-23 08:05:38,1550927138.57,47.707,4.84375,14.9379
2019-02-23 08:05:38,1550927138.70,47.707,4.375,14.9379
2019-02-23 08:05:39,1550927139.70,47.707,4.0625,14.9379
2019-02-23 08:05:40,1550927140.71,47.707,4.84375,14.9379
2019-02-23 08:05:41,1550927141.71,47.707,4.625,14.9379
2019-02-23 08:05:42,1550927142.71,47.707,4.0625,14.9379
2019-02-23 08:05:43,1550927143.71,47.707,4.59375,14.9379
2019-02-23 08:05:44,1550927144.72,47.707,4.8125,14.9379
2019-02-23 08:05:45,1550927145.72,47.707,4.0625,14.9379
2019-02-23 08:05:46,1550927146.72,47.707,4.34375,14.9379
2019-02-23 08:05:47,1550927147.73,47.707,4.84375,14.9379
2019-02-23 08:05:48,1550927148.73,47.707,4.25,14.9379
2019-02-23 08:05:49,1550927149.74,47.707,4.09375,14.9379
2019-02-23 08:05:50,1550927150.74,47.707,4.8125,14.9379
2019-02-23 08:05:51,1550927151.74,47.707,4.5,14.9379
2019-02-23 08:05:52,1550927152.75,47.707,4.03125,14.9379
2019-02-23 08:05:53,1550927153.75,47.707,4.625,14.9379
2019-02-23 08:05:55,1550927155.75,47.707,4.0625,14.9379
2019-02-23 08:05:56,1550927156.76,47.707,4.4375,14.9379
2019-02-23 08:05:57,1550927157.76,47.707,4.8125,14.9379
2019-02-23 08:05:58,1550927158.76,47.707,4.15625,14.9379
2019-02-23 08:06:00,1550927160.77,47.707,4.8125,14.9379
2019-02-23 08:06:01,1550927161.77,47.707,4.34375,14.9379
2019-02-23 08:06:02,1550927162.77,47.707,4.0625,14.9379
2019-02-23 08:06:03,1550927163.78,47.707,4.75,14.9379
2019-02-23 08:06:04,1550927164.78,47.707,4.625,14.9379
2019-02-23 08:06:05,1550927165.79,47.707,4,14.9379
2019-02-23 08:06:06,1550927166.79,47.707,4.5,14.9379
2019-02-23 08:06:07,1550927167.79,47.707,4.8125,14.9379
2019-02-23 08:06:08,1550927168.79,47.707,4.125,14.9379
2019-02-23 08:06:09,1550927169.80,47.707,4.25,14.9379
2019-02-23 08:06:10,1550927170.80,47.707,4.84375,14.9379
2019-02-23 08:06:11,1550927171.80,47.707,4.25,14.9379
2019-02-23 08:06:12,1550927172.80,47.707,4.0625,14.9379
2019-02-23 08:06:13,1550927173.81,47.707,4.8125,14.9379
2019-02-23 08:06:14,1550927174.81,47.707,4.5,14.9379
2019-02-23 08:06:15,1550927175.81,47.707,4.03125,14.9379
2019-02-23 08:06:16,1550927176.81,47.707,4.625,14.9379
2019-02-23 08:06:17,1550927177.82,47.707,4.75,14.9379
2019-02-23 08:06:18,1550927178.82,47.707,4.03125,14.9379
2019-02-23 08:06:19,1550927179.82,47.707,4.375,14.9379
2019-02-23 08:06:20,1550927180.82,47.707,4.875,14.9379
2019-02-23 08:06:21,1550927181.83,47.707,4.25,14.9379
2019-02-23 08:06:23,1550927183.83,47.707,4.90625,14.9379
2019-02-23 08:06:24,1550927184.84,47.707,4.46875,14.9379
2019-02-23 08:06:25,1550927185.84,47.707,4.125,14.9379
2019-02-23 08:06:26,1550927186.84,47.707,4.75,14.9379
2019-02-23 08:06:28,1550927188.85,47.707,4.09375,14.9379
2019-02-23 08:06:29,1550927189.85,47.707,4.5625,14.9379
2019-02-23 08:06:30,1550927190.85,47.707,4.90625,14.9379
2019-02-23 08:06:31,1550927191.86,47.707,4.21875,14.9379
2019-02-23 08:06:33,1550927193.86,47.707,4.96875,14.9379
2019-02-23 08:06:34,1550927194.86,47.707,4.375,14.9379
2019-02-23 08:06:35,1550927195.87,47.707,4.125,14.9379
2019-02-23 08:06:36,1550927196.87,47.707,4.875,14.9379
2019-02-23 08:06:37,1550927197.87,47.707,4.59375,14.9379
2019-02-23 08:06:38,1550927198.88,47.707,4.09375,14.9379
2019-02-23 08:06:39,1550927199.88,47.707,4.65625,14.9379
2019-02-23 08:06:40,1550927200.89,47.707,4.84375,14.9379
2019-02-23 08:06:41,1550927201.89,47.707,4.15625,14.9379
2019-02-23 08:06:42,1550927202.89,47.707,4.4375,14.9379
2019-02-23 08:06:43,1550927203.89,47.707,4.96875,14.9379
2019-02-23 08:06:44,1550927204.90,47.707,4.3125,14.9379
2019-02-23 08:06:46,1550927206.90,47.707,4.90625,14.9379
2019-02-23 08:06:47,1550927207.91,47.707,4.5625,14.9379
2019-02-23 08:06:48,1550927208.91,47.707,4.125,14.9379
2019-02-23 08:06:49,1550927209.91,47.707,4.75,14.9379
2019-02-23 08:06:51,1550927211.92,47.707,4.15625,14.9379
2019-02-23 08:06:52,1550927212.92,47.707,4.5625,14.9379
2019-02-23 08:06:53,1550927213.92,47.707,4.90625,14.9379
2019-02-23 08:06:54,1550927214.92,47.707,4.15625,14.9379
2019-02-23 08:06:55,1550927215.93,47.707,4.34375,14.9379
2019-02-23 08:06:56,1550927216.93,47.707,5,14.9379
2019-02-23 08:06:57,1550927217.93,47.707,4.4375,14.9379
2019-02-23 08:06:58,1550927218.94,47.707,4.15625,14.9379
2019-02-23 08:06:59,1550927219.94,47.707,4.84375,14.9379
2019-02-23 08:07:00,1550927220.94,47.707,4.65625,14.9379
2019-02-23 08:07:01,1550927221.94,47.707,4.09375,14.9379
2019-02-23 08:07:02,1550927222.95,47.707,4.59375,14.9379
