Cavity,Gradient,Q0,Calibration,Q0 Measurement,Calibration Cutoffs,Q0 Cutoffs
1,4.0,-6.53e+9,2020-07-28 09:53:01 to 2020-07-28 19:04:28 (1s sample interval),2020-07-30 10:45:06 to 2020-07-30 11:39:55 (1s sample interval),0 | 0 | 0 | 0 | 0 | 0,0 | 0
1,4.0,-6.53e+9,2020-07-28 09:53:01 to 2020-07-28 19:04:28 (1s sample interval),2020-07-30 10:45:06 to 2020-07-30 11:39:55 (1s sample interval),0 | 0 | 0 | 0 | 0 | 0,0 | 0
1,4.0,-6.53e+9,2020-07-28 09:53:01 to 2020-07-28 19:04:28 (1s sample interval),2020-07-30 10:45:06 to 2020-07-30 11:39:55 (1s sample interval),0 | 0 | 0 | 0 | 0 | 0,0 | 0
1,6.0,-4.79e+9,2020-07-28 09:53:01 to 2020-07-28 19:04:28 (1s sample interval),2020-07-30 12:22:47 to 2020-07-30 12:59:22 (1s sample interval),0 | 0 | 0 | 0 | 0 | 0,0 | 0
1,4.0,-6.54e+9,2020-07-29 08:32:03 to 2020-07-29 15:10:48 (1s sample interval),2020-07-30 10:45:06 to 2020-07-30 11:39:55 (1s sample interval),0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0,0 | 0
1,6.0,-4.80e+9,2020-07-29 08:32:03 to 2020-07-29 15:10:48 (1s sample interval),2020-07-30 12:22:47 to 2020-07-30 12:59:22 (1s sample interval),0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0,0 | 0
1,6.0,-4.79e+9,2020-07-28 09:53:01 to 2020-07-28 19:04:28 (1s sample interval),2020-07-30 12:22:47 to 2020-07-30 12:59:22 (1s sample interval),0 | 0 | 0 | 0 | 0 | 0,0 | 0
